,transmission_male,transmission_female,tuple,average_male,average_female,female-male
0,-0.08952047,-0.32981023,"('unsociable', 'sociable')",-0.0895205,-0.3298102,-0.2402897
1,1.241174,1.43322,"('unfriendly', 'friendly')",1.241174,1.43322,0.192046
2,0.58664644,0.75874364,"('unlikable', 'likable')",0.5866464,0.7587436,0.1720972
3,0.24221753,0.6144391,"('repellent', 'pleasant')",0.2422175,0.6144391,0.3722216
4,-6.9929338,-7.1096115,"('disliked', 'liked')",-6.9929338,-7.1096115,-0.1166777
5,-0.09047928,0.17269433,"('distant', 'outgoing')",-0.0904793,0.1726943,0.2631736
6,-0.08961767,0.2301657,"('distant', 'open')",-0.0896177,0.2301657,0.3197834
7,0.8303515,1.1181332,"('insensitive', 'sensitive')",0.8303515,1.1181332,0.2877817
8,1.0532683,1.1877525,"('unaffectionate', 'affectionate')",1.0532683,1.1877525,0.1344842
9,1.7219651,1.7827172,"('unaffectionate', 'caring')",1.7219651,1.7827172,0.0607521
10,0.49820518,0.77674973,"('unsympathetic', 'sympathetic')",0.4982052,0.7767497,0.2785445
11,1.9309722,1.9012208,"('unhelpful', 'helpful')",1.9309722,1.9012208,-0.0297514
12,-1.2836498,-1.2889183,"('unsupportive', 'supportive')",-1.2836498,-1.2889183,-0.0052685
13,0.28126556,0.08633366,"('impolite', 'polite')",0.2812656,0.0863337,-0.1949319
14,0.07040018,-0.08417055,"('antisocial', 'social')",0.0704002,-0.0841706,-0.1545708
15,0.7633528,0.71577126,"('boring', 'funny')",0.7633528,0.7157713,-0.0475815
16,-0.3361522,-0.39331174,"('unpopular', 'popular')",-0.3361522,-0.3933117,-0.0571595
17,-0.3672901,-0.21878977,"('nasty', 'nice')",-0.3672901,-0.2187898,0.1485003
18,-0.9047145,-0.74537617,"('disagreeable', 'welcoming')",-0.9047145,-0.7453762,0.1593383
19,-0.29290348,-0.008739071,"('inhospitable', 'hospitable')",-0.2929035,-0.0087391,0.2841644
20,0.5857148,0.62754816,"('rough', 'thoughtful')",0.5857148,0.6275482,0.0418334
21,0.037436813,0.1876496,"('immoral', 'moral')",0.0374368,0.1876496,0.1502128
22,-0.39991254,-0.2027413,"('untrustworthy', 'trustworthy')",-0.3999125,-0.2027413,0.1971712
23,6.220412,6.488236,"('insincere', 'sincere')",6.2204118,6.488236,0.2678242
24,1.4504557,1.7310474,"('dishonest', 'honest')",1.4504557,1.7310474,0.2805917
25,0.3337108,0.3056981,"('egoistic', 'altruistic')",0.3337108,0.3056981,-0.0280127
26,0.79015523,0.56714624,"('hardhearted', 'benevolent')",0.7901552,0.5671462,-0.223009
27,1.1681694,1.3661573,"('hardhearted', 'softhearted')",1.1681694,1.3661573,0.1979879
28,0.80696476,0.9012839,"('disloyal', 'loyal')",0.8069648,0.9012839,0.0943191
29,-0.3164041,-0.14873008,"('unfair', 'fair')",-0.3164041,-0.1487301,0.167674
30,1.1808814,1.0503771,"('intolerant', 'tolerant')",1.1808814,1.0503771,-0.1305043
31,-1.3615514,-0.97435576,"('evil', 'good')",-1.3615514,-0.9743558,0.3871956
32,1.0342333,1.0120364,"('unkind', 'kind')",1.0342333,1.0120364,-0.0221969
33,-0.036166225,-0.1947017,"('wrong', 'right')",-0.0361662,-0.1947017,-0.1585355
34,4.2788625,4.5713887,"('mean', 'honorable')",4.2788625,4.5713887,0.2925262
35,-0.71836436,-0.62372965,"('corrupt', 'incorrupt')",-0.7183644,-0.6237296,0.0946348
36,-0.37473866,-0.40654325,"('hostile', 'amicable')",-0.3747387,-0.4065433,-0.0318046
