,union_male,union_female,tuple,pacific_male,pacific_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0643517,-1.0743448,"('unsociable', 'sociable')",-1.4315443,-1.3757749,-0.6069943,-0.6167024,-1.0342967,-1.0222739,0.0120228
1,0.18508534,0.12419442,"('unfriendly', 'friendly')",0.7127407,0.6002081,1.5883931,1.4011798,0.8287397,0.7085274,-0.1202123
2,0.22580041,0.3010727,"('unlikable', 'likable')",0.5877509,0.6783508,0.7784379,0.79440016,0.5306631,0.5912746,0.0606115
3,-0.48327625,-0.23022754,"('repellent', 'pleasant')",-0.30044714,-0.100028574,0.89174,0.99177873,0.0360056,0.2205075,0.1845019
4,-0.098540224,-0.2124951,"('disliked', 'liked')",0.48789886,0.36821884,-7.3459096,-7.5566688,-2.3188504,-2.4669817,-0.1481313
5,0.41699943,0.31042022,"('distant', 'outgoing')",-0.16814893,-0.30770856,-0.52378416,-0.63939303,-0.0916446,-0.2122271,-0.1205825
6,1.0589591,1.0030959,"('distant', 'open')",0.31102392,0.19380209,-0.06841806,-0.19696324,0.433855,0.3333116,-0.1005434
7,-0.6066525,-0.4064511,"('insensitive', 'sensitive')",-0.62608373,-0.41142276,0.29570824,0.3724286,-0.3123427,-0.1484817,0.163861
8,-0.37674102,-0.4012972,"('unaffectionate', 'affectionate')",-0.23055056,-0.33538213,0.7685791,0.6461805,0.0537625,-0.0301663,-0.0839288
9,0.419257,0.49832365,"('unaffectionate', 'caring')",-0.3074721,-0.3512921,1.229633,1.1838673,0.4471393,0.443633,-0.0035063
10,-1.4408486,-1.1875454,"('unsympathetic', 'sympathetic')",-2.0476913,-1.8194811,-0.5878945,-0.49247646,-1.3588115,-1.166501,0.1923105
11,-1.2185832,-1.132103,"('unhelpful', 'helpful')",-1.412597,-1.2243454,1.3589821,1.4942001,-0.4240661,-0.2874161,0.13665
12,-0.48573837,-0.33133587,"('unsupportive', 'supportive')",-0.5060659,-0.34799203,-2.2097552,-2.2677588,-1.0671865,-0.9823623,0.0848242
13,-1.9424464,-1.8852144,"('impolite', 'polite')",-1.5483017,-1.4227049,-1.1243387,-1.0177248,-1.5383622,-1.4418815,0.0964807
14,-0.4327877,-0.3566407,"('antisocial', 'social')",-0.58656865,-0.4537391,-0.17337489,-0.16804965,-0.3975771,-0.3261431,0.071434
15,0.082542524,-0.13267498,"('boring', 'funny')",0.6532819,0.51632756,-0.16924909,-0.24559307,0.1888585,0.0460198,-0.1428387
16,-0.16116454,-0.27623177,"('unpopular', 'popular')",-0.024234995,-0.1582072,0.36097062,0.25398824,0.0585237,-0.0601502,-0.1186739
17,0.39536074,0.47651672,"('nasty', 'nice')",-0.7574561,-0.7115958,-0.73243976,-0.6971262,-0.364845,-0.3107351,0.0541099
18,-0.62661207,-0.4158177,"('disagreeable', 'welcoming')",-0.031495012,0.10905359,-0.58536994,-0.6540708,-0.4144924,-0.3202783,0.0942141
19,-0.54566455,-0.4032002,"('inhospitable', 'hospitable')",-0.3740781,-0.27330166,-0.7613078,-0.7084397,-0.5603501,-0.4616472,0.0987029
20,-0.57148576,-0.44461486,"('rough', 'thoughtful')",0.007228138,0.15337221,0.8776458,0.9131702,0.1044627,0.2073092,0.1028465
21,-0.8457462,-0.7138482,"('immoral', 'moral')",-0.41943154,-0.24480674,-0.64729786,-0.49587825,-0.6374919,-0.4848444,0.1526475
22,-1.4880923,-1.441413,"('untrustworthy', 'trustworthy')",-0.69621086,-0.6263369,-1.0874264,-1.0533556,-1.0905766,-1.0403686,0.050208
23,-0.6934306,-0.55155295,"('insincere', 'sincere')",-0.9576564,-0.77933496,5.759703,5.8295317,1.3695386,1.499548,0.1300094
24,-0.13132738,-0.059427354,"('dishonest', 'honest')",-0.96297187,-0.98177624,0.4941516,0.48804078,-0.2000492,-0.1843876,0.0156616
25,1.0286448,0.9207984,"('egoistic', 'altruistic')",0.62137544,0.4909565,1.4106195,1.3495088,1.0202133,0.9204212,-0.0997921
26,1.5035951,1.4137186,"('hardhearted', 'benevolent')",1.4961736,1.3478249,1.8352163,1.7391729,1.6116616,1.5002387,-0.1114229
