,kraft_male,kraft_female,tuple,foods_male,foods_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.60130215,-0.6194905,"('unsociable', 'sociable')",-0.0041037416,-0.09216489,0.48217148,0.39016637,-0.628397,-0.75365716,-0.1879078,-0.2687865,-0.0808787
1,1.1357327,0.99462414,"('unfriendly', 'friendly')",0.38931286,0.361723,0.0034156702,-0.16554914,1.9789141,1.8324203,0.8768438,0.7558045,-0.1210393
2,0.31390423,0.35019705,"('unlikable', 'likable')",0.15052992,0.124379724,1.4936192,1.4775074,0.5266062,0.5736804,0.6211649,0.6314411,0.0102762
3,-1.4489704,-1.2516171,"('repellent', 'pleasant')",-1.9365689,-1.8320764,0.7694572,0.81187296,0.056912363,0.120793246,-0.6397924,-0.5377568,0.1020356
4,-0.26679567,-0.3630016,"('disliked', 'liked')",0.38482204,0.41013268,-0.4990263,-0.6161767,-6.774318,-6.73603,-1.7888296,-1.8262689,-0.0374393
5,0.52740514,0.38754272,"('distant', 'outgoing')",0.56112796,0.55290127,-1.4072767,-1.4725548,-0.21645889,-0.2545063,-0.1338006,-0.1966543,-0.0628537
6,0.23829326,0.13079521,"('distant', 'open')",0.61088353,0.63990784,-1.4678235,-1.536528,0.47637188,0.4281234,-0.0355687,-0.0844254,-0.0488567
7,0.18521239,0.29978463,"('insensitive', 'sensitive')",-0.7357074,-0.627342,0.0020050444,0.040502578,0.8250647,0.8459442,0.0691437,0.1397224,0.0705787
8,0.8022778,0.72433424,"('unaffectionate', 'affectionate')",0.8563246,0.7933136,-0.16859254,-0.26554877,0.8927196,0.8098633,0.5956824,0.5154906,-0.0801918
9,1.1077349,1.0570366,"('unaffectionate', 'caring')",0.72558284,0.6569028,0.09910837,0.0159227,1.2769215,1.2430748,0.8023369,0.7432342,-0.0591027
10,-0.55815613,-0.36529496,"('unsympathetic', 'sympathetic')",-0.9324104,-0.8941367,-0.26074147,-0.20619304,-0.22490875,-0.22285107,-0.4940542,-0.422119,0.0719352
11,-1.0618572,-0.91197276,"('unhelpful', 'helpful')",-0.6419279,-0.6194362,-0.4134223,-0.3523795,1.7310758,1.7357285,-0.0965329,-0.037015,0.0595179
