,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,0.5608742,0.57676655,"('unsociable', 'sociable')",0.5608742,0.5767666,0.0158924
1,0.883987,0.8874572,"('unfriendly', 'friendly')",0.883987,0.8874572,0.0034702
2,-0.117078036,-0.10562376,"('unlikable', 'likable')",-0.117078,-0.1056238,0.0114542
3,0.7567624,0.7691029,"('repellent', 'pleasant')",0.7567624,0.7691029,0.0123405
4,-7.6409774,-7.8415923,"('disliked', 'liked')",-7.6409774,-7.8415923,-0.2006149
5,-1.0079174,-1.0085952,"('distant', 'outgoing')",-1.0079174,-1.0085952,-0.0006778
6,-0.52431667,-0.61091304,"('distant', 'open')",-0.5243167,-0.610913,-0.0865963
7,1.5286713,1.5527545,"('insensitive', 'sensitive')",1.5286713,1.5527545,0.0240832
8,1.2253284,1.1531353,"('unaffectionate', 'affectionate')",1.2253284,1.1531353,-0.0721931
9,1.6703002,1.6979978,"('unaffectionate', 'caring')",1.6703002,1.6979978,0.0276976
10,1.6416967,1.6873971,"('unsympathetic', 'sympathetic')",1.6416967,1.6873971,0.0457004
11,1.6918545,1.7938786,"('unhelpful', 'helpful')",1.6918545,1.7938786,0.1020241
12,-1.2964282,-1.2987411,"('unsupportive', 'supportive')",-1.2964282,-1.2987411,-0.0023129
13,0.0071500987,0.07713632,"('impolite', 'polite')",0.0071501,0.0771363,0.0699862
14,0.5831735,0.5519544,"('antisocial', 'social')",0.5831735,0.5519544,-0.0312191
15,0.0982936,0.01651425,"('boring', 'funny')",0.0982936,0.0165142,-0.0817794
16,-0.87472725,-0.81998754,"('unpopular', 'popular')",-0.8747272,-0.8199875,0.0547397
17,-0.48093212,-0.45528188,"('nasty', 'nice')",-0.4809321,-0.4552819,0.0256502
18,-0.5940781,-0.67167306,"('disagreeable', 'welcoming')",-0.5940781,-0.6716731,-0.077595
19,-0.7726543,-0.78928196,"('inhospitable', 'hospitable')",-0.7726543,-0.789282,-0.0166277
20,1.1472204,1.0740157,"('rough', 'thoughtful')",1.1472204,1.0740157,-0.0732047
21,-0.1704747,-0.06062386,"('immoral', 'moral')",-0.1704747,-0.0606239,0.1098508
22,-0.30334178,-0.34144172,"('untrustworthy', 'trustworthy')",-0.3033418,-0.3414417,-0.0380999
23,6.7890987,6.9359126,"('insincere', 'sincere')",6.7890987,6.9359126,0.1468139
24,1.579601,1.5107487,"('dishonest', 'honest')",1.579601,1.5107487,-0.0688523
25,0.48455548,0.41897133,"('egoistic', 'altruistic')",0.4845555,0.4189713,-0.0655842
26,0.94983727,0.84675145,"('hardhearted', 'benevolent')",0.9498373,0.8467515,-0.1030858
27,1.7064915,1.5453982,"('hardhearted', 'softhearted')",1.7064915,1.5453982,-0.1610933
28,1.0925243,1.0565552,"('disloyal', 'loyal')",1.0925243,1.0565552,-0.0359691
29,-0.8683571,-0.9835076,"('unfair', 'fair')",-0.8683571,-0.9835076,-0.1151505
30,1.3666583,1.4473413,"('intolerant', 'tolerant')",1.3666583,1.4473413,0.080683
31,-1.8704064,-1.8614743,"('evil', 'good')",-1.8704064,-1.8614743,0.0089321
