,idexx_male,idexx_female,tuple,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8461425,-0.9878271,"('unsociable', 'sociable')",0.8995905,0.6939329,-0.4901581,-0.6495974,-0.14557,-0.3144972,-0.1689272
1,-1.9796311,-2.1534173,"('unfriendly', 'friendly')",-0.064229414,-0.28694752,1.6411841,1.5827711,-0.1342254,-0.2858646,-0.1516392
2,0.2664476,0.37307483,"('unlikable', 'likable')",0.149346,0.2296935,0.8168627,0.99734706,0.4108854,0.5333718,0.1224864
3,-0.42392352,-0.34622315,"('repellent', 'pleasant')",0.25540736,0.22316469,0.064147994,0.11907945,-0.0347894,-0.0013263,0.0334631
4,-0.62642163,-0.7244265,"('disliked', 'liked')",-0.60042244,-0.6806474,-5.592243,-5.6929145,-2.273029,-2.365996,-0.092967
5,-1.5855194,-1.5720316,"('distant', 'outgoing')",-1.6088663,-1.4845002,-0.042603616,0.08035576,-1.0789965,-0.9920588,0.0869377
6,-1.6403228,-1.6555501,"('distant', 'open')",-1.7676276,-1.6723561,0.5545904,0.68000036,-0.95112,-0.8826353,0.0684847
7,-0.7127505,-0.66539496,"('insensitive', 'sensitive')",-0.23699953,-0.26312885,-0.020777427,0.025114093,-0.3235091,-0.3011366,0.0223725
8,-1.1889164,-1.282369,"('unaffectionate', 'affectionate')",-0.28700712,-0.31306896,0.6176734,0.64318484,-0.2860834,-0.3174177,-0.0313343
9,-1.6066042,-1.7149811,"('unaffectionate', 'caring')",-0.14377663,-0.14019728,1.1495067,1.2029437,-0.2002914,-0.2174116,-0.0171202
10,-1.2924156,-1.2561456,"('unsympathetic', 'sympathetic')",-0.045629986,-0.14150453,-0.6479507,-0.67786145,-0.6619987,-0.6918372,-0.0298385
11,-0.25965106,-0.22583687,"('unhelpful', 'helpful')",0.031884562,0.048457026,1.6157632,1.735938,0.4626656,0.5195194,0.0568538
12,-0.8816099,-0.8128373,"('unsupportive', 'supportive')",-0.36126444,-0.21536347,-2.0180864,-1.9308519,-1.0869869,-0.9863509,0.100636
