,historian_male,historian_female,tuple,average_male,average_female,female-male
0,0.8841856,0.73042226,"('unsociable', 'sociable')",0.8841856,0.7304223,-0.1537633
1,0.67759013,0.72447056,"('unfriendly', 'friendly')",0.6775901,0.7244706,0.0468805
2,0.26751584,0.36593187,"('unlikable', 'likable')",0.2675158,0.3659319,0.0984161
3,0.56158566,0.57395303,"('repellent', 'pleasant')",0.5615857,0.573953,0.0123673
4,-5.590944,-5.8713126,"('disliked', 'liked')",-5.5909438,-5.8713126,-0.2803688
5,-1.7885813,-1.7325889,"('distant', 'outgoing')",-1.7885813,-1.7325889,0.0559924
6,-1.4390498,-1.2981242,"('distant', 'open')",-1.4390498,-1.2981242,0.1409256
7,2.3625085,2.2745154,"('insensitive', 'sensitive')",2.3625085,2.2745154,-0.0879931
8,0.27164906,0.3282196,"('unaffectionate', 'affectionate')",0.2716491,0.3282196,0.0565705
9,0.9250289,0.9874814,"('unaffectionate', 'caring')",0.9250289,0.9874814,0.0624525
10,1.2277443,1.2179043,"('unsympathetic', 'sympathetic')",1.2277443,1.2179043,-0.00984
11,1.4405843,1.4547426,"('unhelpful', 'helpful')",1.4405843,1.4547426,0.0141583
12,-0.8922255,-0.93435514,"('unsupportive', 'supportive')",-0.8922255,-0.9343551,-0.0421296
13,0.53677166,0.39317322,"('impolite', 'polite')",0.5367717,0.3931732,-0.1435985
14,1.1054192,0.9718506,"('antisocial', 'social')",1.1054192,0.9718506,-0.1335686
15,0.56330425,0.5095611,"('boring', 'funny')",0.5633042,0.5095611,-0.0537431
16,-1.1051079,-1.0721294,"('unpopular', 'popular')",-1.1051079,-1.0721294,0.0329785
17,-0.7788874,-0.7534337,"('nasty', 'nice')",-0.7788874,-0.7534337,0.0254537
18,-0.8852921,-0.81203175,"('disagreeable', 'welcoming')",-0.8852921,-0.8120317,0.0732604
19,-0.87626016,-0.8161403,"('inhospitable', 'hospitable')",-0.8762602,-0.8161403,0.0601199
20,1.0974377,1.1274642,"('rough', 'thoughtful')",1.0974377,1.1274642,0.0300265
21,0.7987248,0.79798394,"('immoral', 'moral')",0.7987248,0.7979839,-0.0007409
22,1.4663693,1.2540059,"('untrustworthy', 'trustworthy')",1.4663693,1.2540059,-0.2123634
23,5.541456,5.6292434,"('insincere', 'sincere')",5.5414562,5.6292434,0.0877872
24,1.6876084,1.608017,"('dishonest', 'honest')",1.6876084,1.608017,-0.0795914
25,-0.027344614,0.033623286,"('egoistic', 'altruistic')",-0.0273446,0.0336233,0.0609679
26,1.4963642,1.4637853,"('hardhearted', 'benevolent')",1.4963642,1.4637853,-0.0325789
27,0.34665728,0.37979046,"('hardhearted', 'softhearted')",0.3466573,0.3797905,0.0331332
28,0.93828154,0.8484902,"('disloyal', 'loyal')",0.9382815,0.8484902,-0.0897913
29,-0.12727201,-0.2434597,"('unfair', 'fair')",-0.127272,-0.2434597,-0.1161877
30,1.2297696,1.2180706,"('intolerant', 'tolerant')",1.2297696,1.2180706,-0.011699
31,-1.8343163,-1.705182,"('evil', 'good')",-1.8343163,-1.705182,0.1291343
32,0.80887794,0.76356643,"('unkind', 'kind')",0.8088779,0.7635664,-0.0453115
33,-0.8296486,-0.91665006,"('wrong', 'right')",-0.8296486,-0.9166501,-0.0870015
34,4.363298,4.635074,"('mean', 'honorable')",4.3632979,4.6350741,0.2717762
35,-1.4014691,-1.4149326,"('corrupt', 'incorrupt')",-1.4014691,-1.4149326,-0.0134635
36,-1.1885015,-1.1769043,"('hostile', 'amicable')",-1.1885015,-1.1769043,0.0115972
37,0.39097545,0.4616943,"('fake', 'genuine')",0.3909754,0.4616943,0.0707189
38,1.0719578,0.95618993,"('untruthful', 'truthful')",1.0719578,0.9561899,-0.1157679
39,0.2464665,0.25347093,"('exploitative', 'cooperative')",0.2464665,0.2534709,0.0070044
40,-1.8163717,-1.9414061,"('stingy', 'generous')",-1.8163717,-1.9414061,-0.1250344
41,0.26479697,0.2678451,"('unforgiving', 'forgiving')",0.264797,0.2678451,0.0030481
42,-1.7119143,-1.8310275,"('unreliable', 'reliable')",-1.7119143,-1.8310275,-0.1191132
43,2.164617,2.133,"('irresponsible', 'responsible')",2.1646171,2.1329999,-0.0316172
44,-1.7723683,-1.7321607,"('prejudiced', 'unprejudiced')",-1.7723683,-1.7321607,0.0402076
45,1.1686444,1.1009187,"('incompetent', 'competent')",1.1686444,1.1009187,-0.0677257
46,0.05985462,-0.055131167,"('uncompetitive', 'competitive')",0.0598546,-0.0551312,-0.1149858
47,4.4729524,4.738867,"('stupid', 'smart')",4.4729524,4.7388668,0.2659144
48,0.7195345,0.7364409,"('unintelligent', 'intelligent')",0.7195345,0.7364409,0.0169064
49,-0.046560913,0.11602627,"('unable', 'able')",-0.0465609,0.1160263,0.1625872
50,-1.0888182,-1.054853,"('clumsy', 'skillful')",-1.0888182,-1.054853,0.0339652
51,0.8296285,0.7915127,"('uneducated', 'educated')",0.8296285,0.7915127,-0.0381158
52,-1.4283975,-1.4022695,"('irrational', 'rational')",-1.4283975,-1.4022695,0.026128
53,0.278911,0.2823024,"('uncreative', 'creative')",0.278911,0.2823024,0.0033914
54,0.071937434,0.2341305,"('incapable', 'capable')",0.0719374,0.2341305,0.1621931
55,1.5457195,1.4950119,"('incompetent', 'clever')",1.5457195,1.4950119,-0.0507076
56,1.8000011,1.6919386,"('impractical', 'practical')",1.8000011,1.6919386,-0.1080625
57,-1.2828851,-1.4078088,"('unimaginative', 'imaginative')",-1.2828851,-1.4078088,-0.1249237
58,1.3571515,1.30335,"('undiscriminating', 'discriminating')",1.3571515,1.30335,-0.0538015
59,-0.24503925,-0.27857384,"('foolish', 'wise')",-0.2450393,-0.2785738,-0.0335345
60,1.521603,1.5145572,"('inefficient', 'efficient')",1.521603,1.5145572,-0.0070458
61,0.4766975,0.28386194,"('illogical', 'logical')",0.4766975,0.2838619,-0.1928356
62,0.44072014,0.4977715,"('incompetent', 'brilliant')",0.4407201,0.4977715,0.0570514
63,1.422664,1.3855395,"('unperceptive', 'insightful')",1.422664,1.3855395,-0.0371245
64,-4.384616,-4.6409082,"('shy', 'confident')",-4.3846159,-4.6409082,-0.2562923
65,0.7808302,0.6951092,"('insecure', 'secure')",0.7808302,0.6951092,-0.085721
66,-0.16522229,-0.16120026,"('inactive', 'active')",-0.1652223,-0.1612003,0.004022
67,0.23251171,0.27434412,"('doubtful', 'determined')",0.2325117,0.2743441,0.0418324
68,0.2478611,0.18470275,"('dependent', 'independent')",0.2478611,0.1847028,-0.0631583
69,-1.722557,-1.6531036,"('lazy', 'industrious')",-1.7225569,-1.6531036,0.0694533
70,1.1626823,1.0738759,"('lethargic', 'energetic')",1.1626823,1.0738759,-0.0888064
71,0.38138348,0.39430556,"('diffident', 'self-confident')",0.3813835,0.3943056,0.0129221
72,0.676056,0.66467667,"('unambitious', 'ambitious')",0.676056,0.6646767,-0.0113793
73,-3.1084375,-3.105366,"('helpless', 'self-reliant')",-3.1084375,-3.105366,0.0030715
74,0.28147185,0.28615898,"('undedicated', 'dedicated')",0.2814718,0.286159,0.0046872
75,-0.87549055,-0.7955605,"('meek', 'impulsive')",-0.8754905,-0.7955605,0.07993
76,0.24233662,0.21729723,"('anxious', 'daring')",0.2423366,0.2172972,-0.0250394
77,0.12214763,0.13616998,"('unmotivated', 'motivated')",0.1221476,0.13617,0.0140224
78,-0.16104355,-0.19407284,"('nonresilient', 'resilient')",-0.1610436,-0.1940728,-0.0330292
79,-0.556129,-0.48974806,"('wavering', 'unwavering')",-0.556129,-0.4897481,0.0663809
80,0.37744075,0.26783532,"('dominated', 'dominating')",0.3774408,0.2678353,-0.1096055
81,-0.023311019,-0.02802588,"('submissive', 'aggressive')",-0.023311,-0.0280259,-0.0047149
82,4.5322766,4.8550496,"('poor', 'rich')",4.5322766,4.8550496,0.322773
83,-0.010820948,-0.04710596,"('powerless', 'powerful')",-0.0108209,-0.047106,-0.0362851
84,0.20343658,0.2590887,"('inferior', 'superior')",0.2034366,0.2590887,0.0556521
85,-1.1653377,-1.1139835,"('insignificant', 'prestigious')",-1.1653377,-1.1139835,0.0513542
86,1.4425491,1.3491926,"('uninfluential', 'influential')",1.4425491,1.3491926,-0.0933565
87,-0.24143954,-0.1626653,"('unsuccessful', 'successful')",-0.2414395,-0.1626653,0.0787742
88,0.5215663,0.58590484,"('low', 'eminent')",0.5215663,0.5859048,0.0643385
