,snap_male,snap_female,tuple,on_male,on_female,inc_male,inc_female,average_male,average_female,female-male
0,0.81695855,0.7467569,"('unsociable', 'sociable')",-0.37241587,-0.6237445,-0.23722261,-0.3593045,0.0691067,-0.078764,-0.1478707
1,0.37198803,0.53892493,"('unfriendly', 'friendly')",-1.0172094,-0.9346704,2.2638493,2.1290314,0.5395426,0.577762,0.0382194
2,-0.41390404,-0.24595906,"('unlikable', 'likable')",-0.5547663,-0.469948,0.39432868,0.4554555,-0.1914472,-0.0868172,0.10463
3,-0.8560087,-0.7805045,"('repellent', 'pleasant')",-0.11367505,-0.042849246,0.041330785,0.1302856,-0.309451,-0.2310227,0.0784283
4,-0.53007877,-0.607863,"('disliked', 'liked')",-0.5571968,-0.5938766,-6.585922,-6.744784,-2.5577324,-2.6488412,-0.0911088
5,0.8850956,1.0782754,"('distant', 'outgoing')",-0.31100622,-0.048960403,0.4174896,0.49782065,0.3305263,0.5090452,0.1785189
6,0.332287,0.4953657,"('distant', 'open')",-0.39162552,-0.121663034,0.73511004,0.8141385,0.2252572,0.3959471,0.1706899
7,0.21799383,0.376596,"('insensitive', 'sensitive')",-0.746083,-0.72882086,0.4325301,0.46025044,-0.031853,0.0360085,0.0678615
8,-0.8573383,-0.67124164,"('unaffectionate', 'affectionate')",-0.87198687,-0.64220244,0.90967345,0.89806366,-0.2732172,-0.1384602,0.134757
9,-0.04846078,0.116052836,"('unaffectionate', 'caring')",-1.4307623,-1.2835324,1.420537,1.5118173,-0.019562,0.1147793,0.1343413
10,-0.10320245,-0.035418537,"('unsympathetic', 'sympathetic')",-0.8105187,-0.9798243,-0.741022,-0.6635253,-0.5515811,-0.5595894,-0.0080083
11,0.5486314,0.67407864,"('unhelpful', 'helpful')",0.18631753,0.1669747,2.1494558,2.2219787,0.9614682,1.0210107,0.0595425
12,0.49035475,0.70035124,"('unsupportive', 'supportive')",-0.5686937,-0.4859074,-1.6640729,-1.666946,-0.580804,-0.4841674,0.0966366
13,0.5061043,0.4275253,"('impolite', 'polite')",-0.2411514,-0.48441768,-0.6214107,-0.6019254,-0.1188193,-0.2196059,-0.1007866
14,0.9851907,0.9384618,"('antisocial', 'social')",0.5910962,0.5083561,-1.0420175,-1.0877209,0.1780898,0.119699,-0.0583908
15,1.1389275,1.1628854,"('boring', 'funny')",-0.19394048,-0.20153657,0.28481868,0.16283418,0.4099352,0.3747277,-0.0352075
16,-1.137116,-1.0236036,"('unpopular', 'popular')",-0.9081369,-0.85358304,0.58609873,0.552766,-0.4863847,-0.4414735,0.0449112
17,-1.2140791,-1.1186838,"('nasty', 'nice')",-0.80788225,-0.7420783,-0.6429494,-0.5915928,-0.8883036,-0.8174516,0.070852
18,-0.5683188,-0.4559273,"('disagreeable', 'welcoming')",-0.19310889,-0.11667684,-0.049918443,-0.123829685,-0.2704487,-0.2321446,0.0383041
19,-1.110716,-0.94362056,"('inhospitable', 'hospitable')",-1.3839952,-1.1627079,0.23840933,0.35848728,-0.7521006,-0.5826137,0.1694869
20,-0.5134497,-0.57429284,"('rough', 'thoughtful')",-0.39895287,-0.51951563,1.0529679,1.0640347,0.0468551,-0.0099246,-0.0567797
21,0.9303014,0.97960645,"('immoral', 'moral')",0.79965717,0.5957312,-0.88490134,-0.808102,0.2816857,0.2557452,-0.0259405
22,0.2731455,0.3647483,"('untrustworthy', 'trustworthy')",0.38654217,0.3095597,-1.1354951,-1.1523235,-0.1586025,-0.1593385,-0.000736
23,0.93352634,0.98612285,"('insincere', 'sincere')",-0.2517862,-0.32251805,6.497675,6.630995,2.3931384,2.4315332,0.0383948
