,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.73097664,-0.7358704,"('unsociable', 'sociable')",0.38202527,0.3602027,0.8296405,0.7644465,-0.47166908,-0.5435831,0.002255,-0.0387011,-0.0409561
1,-1.6753001,-1.9156682,"('unfriendly', 'friendly')",0.44529706,0.4268271,0.21364911,-0.000773184,2.0696504,1.8400921,0.2633241,0.0876194,-0.1757047
2,0.7863526,0.7923024,"('unlikable', 'likable')",1.1028261,1.1478862,0.57958513,0.5895261,0.3341808,0.4582499,0.7007362,0.7469912,0.046255
3,-1.0897254,-1.0177864,"('repellent', 'pleasant')",-1.4801936,-1.3223186,-0.49907973,-0.4905497,0.01916503,0.098509,-0.7624584,-0.6830364,0.079422
4,-0.43690255,-0.5344133,"('disliked', 'liked')",-0.46192083,-0.54970837,-0.18791154,-0.26375982,-5.7482,-5.9279943,-1.7087337,-1.818969,-0.1102353
5,-1.4525723,-1.4983866,"('distant', 'outgoing')",-0.76145506,-0.7662598,-0.8058312,-0.82197315,-0.21801274,-0.2521744,-0.8094679,-0.8346985,-0.0252306
6,-1.5151895,-1.5683151,"('distant', 'open')",-1.2448275,-1.1962091,-1.1123943,-1.1215839,0.2890595,0.23290351,-0.895838,-0.9133012,-0.0174632
7,-0.98262554,-0.9332169,"('insensitive', 'sensitive')",0.28014472,0.3665437,-0.051622666,0.002654763,0.44602722,0.48666942,-0.0770191,-0.0193373,0.0576818
8,-1.4496124,-1.5979174,"('unaffectionate', 'affectionate')",0.3111369,0.31699297,-0.089128986,-0.19940972,0.66027254,0.518716,-0.141833,-0.2404045,-0.0985715
9,-1.5437241,-1.6786263,"('unaffectionate', 'caring')",0.65160125,0.6732296,0.22222212,0.12251462,1.027771,0.94282365,0.0894676,0.0149854,-0.0744822
10,-1.5409949,-1.4756399,"('unsympathetic', 'sympathetic')",-0.5312698,-0.43918058,-0.7384105,-0.69795656,-0.355736,-0.36020523,-0.7916028,-0.7432456,0.0483572
11,-0.4548627,-0.4170088,"('unhelpful', 'helpful')",-0.64520955,-0.56143564,0.25894126,0.31711787,1.6089537,1.6864027,0.1919557,0.256269,0.0643133
12,-1.0906407,-1.0470593,"('unsupportive', 'supportive')",0.6506825,0.77803844,0.12147061,0.17542656,-1.7913749,-1.7609727,-0.5274656,-0.4636418,0.0638238
13,0.24029836,0.37836754,"('impolite', 'polite')",0.45509157,0.49549145,0.42976862,0.51164913,-0.31861335,-0.24279216,0.2016363,0.285679,0.0840427
14,0.34483504,0.43689173,"('antisocial', 'social')",0.40278995,0.4524123,1.2346078,1.3102062,-0.54643804,-0.50957376,0.3589487,0.4224841,0.0635354
15,0.23957357,0.13620454,"('boring', 'funny')",0.05903765,-0.118556,0.37455586,0.34771204,0.54660904,0.48057464,0.304944,0.2114838,-0.0934602
16,-0.325222,-0.423853,"('unpopular', 'popular')",-0.4262369,-0.51160645,0.17631643,0.14491469,0.56916857,0.5024365,-0.0014935,-0.0720271,-0.0705336
17,0.037215278,0.04991177,"('nasty', 'nice')",0.14556341,0.20306718,-0.45501515,-0.46559924,-0.4913192,-0.41346714,-0.1908889,-0.1565219,0.034367
