,charter_male,charter_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.34680843,-0.49613366,"('unsociable', 'sociable')",0.5456167,0.38621646,-0.2385231,-0.37079677,-0.0132383,-0.160238,-0.1469997
1,-0.026355185,0.17462915,"('unfriendly', 'friendly')",0.5964467,0.50025964,1.5969229,1.4722412,0.7223381,0.71571,-0.0066281
2,0.7419455,0.9017262,"('unlikable', 'likable')",1.5982362,1.7406647,0.9583216,1.0751966,1.0995011,1.2391958,0.1396947
3,0.32903484,0.39025927,"('repellent', 'pleasant')",0.67267746,0.77460307,0.34897065,0.4172843,0.4502277,0.5273822,0.0771545
4,0.22975491,0.34126177,"('disliked', 'liked')",-0.3882185,-0.35214645,-5.9187493,-5.954693,-2.0257376,-1.9885259,0.0372117
5,-0.6989736,-0.4359473,"('distant', 'outgoing')",-0.21129903,-0.0973859,-0.26936886,-0.1717707,-0.3932138,-0.2350346,0.1581792
6,-1.0031486,-0.68261594,"('distant', 'open')",-1.3225436,-1.2411046,0.20130989,0.3169843,-0.7081274,-0.5355788,0.1725486
7,0.48293036,0.44034103,"('insensitive', 'sensitive')",0.7851287,0.8962352,0.4996019,0.52421963,0.5892203,0.6202653,0.031045
8,-0.19042987,-0.052695587,"('unaffectionate', 'affectionate')",-0.8603537,-0.800668,0.2961672,0.25995058,-0.2515388,-0.1978043,0.0537345
9,0.5800768,0.7041314,"('unaffectionate', 'caring')",-0.019643422,0.0132738575,0.91218954,0.9373466,0.4908743,0.5515839,0.0607096
10,0.02162952,-0.093259595,"('unsympathetic', 'sympathetic')",0.42789626,0.5139821,-0.0762682,-0.083262786,0.1244192,0.1124866,-0.0119326
11,-0.0005046949,-0.048012838,"('unhelpful', 'helpful')",1.4882368,1.5989966,2.0383103,2.1534135,1.1753475,1.2347991,0.0594516
12,1.5056521,1.6159956,"('unsupportive', 'supportive')",0.63282734,0.8922446,-1.7394888,-1.6573346,0.1329969,0.2836352,0.1506383
13,0.2590748,0.05074385,"('impolite', 'polite')",0.53906155,0.48645997,-0.16625802,-0.21738502,0.2106261,0.1066063,-0.1040198
