,payee_male,payee_female,tuple,average_male,average_female,female-male
76,0.4515032,0.58345705,"('anxious', 'daring')",0.4515032,0.5834571,0.1319539
77,-0.2639763,-0.24272618,"('unmotivated', 'motivated')",-0.2639763,-0.2427262,0.0212501
78,-0.2671828,-0.14938699,"('nonresilient', 'resilient')",-0.2671828,-0.149387,0.1177958
79,-0.3101039,-0.28627035,"('wavering', 'unwavering')",-0.3101039,-0.2862704,0.0238335
80,0.55248845,0.54960686,"('dominated', 'dominating')",0.5524884,0.5496069,-0.0028815
81,0.64585614,0.6842592,"('submissive', 'aggressive')",0.6458561,0.6842592,0.0384031
82,1.4935348,1.5017018,"('poor', 'rich')",1.4935348,1.5017018,0.008167
83,0.48650414,0.4263828,"('powerless', 'powerful')",0.4865041,0.4263828,-0.0601213
84,0.61612654,0.5086468,"('inferior', 'superior')",0.6161265,0.5086468,-0.1074797
85,-0.10103626,-0.06751864,"('insignificant', 'prestigious')",-0.1010363,-0.0675186,0.0335177
86,-0.77183527,-0.8676798,"('uninfluential', 'influential')",-0.7718353,-0.8676798,-0.0958445
87,0.29161817,0.31658006,"('unsuccessful', 'successful')",0.2916182,0.3165801,0.0249619
88,1.1325076,1.0090013,"('low', 'eminent')",1.1325076,1.0090013,-0.1235063
