,trimble_male,trimble_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8261106,-0.97802,"('unsociable', 'sociable')",-0.3632903,-0.5034661,-0.5947005,-0.740743,-0.1460425
1,-0.45211068,-0.7056494,"('unfriendly', 'friendly')",2.0262108,1.8950281,0.7870501,0.5946894,-0.1923607
2,-0.23962817,-0.2002899,"('unlikable', 'likable')",0.20761184,0.3440813,-0.0160082,0.0718957,0.0879039
3,-0.96752036,-0.706014,"('repellent', 'pleasant')",0.06383192,0.16193017,-0.4518442,-0.2720419,0.1798023
4,0.1133579,-0.069186375,"('disliked', 'liked')",-6.5824113,-6.8159213,-3.2345266,-3.4425538,-0.2080272
5,0.12975243,-0.12537426,"('distant', 'outgoing')",-0.05601658,-0.0036101323,0.0368679,-0.0644922,-0.1013601
6,0.040106423,-0.20332116,"('distant', 'open')",0.46628353,0.5146603,0.253195,0.1556696,-0.0975254
7,0.12144101,0.19431846,"('insensitive', 'sensitive')",0.69712776,0.70082486,0.4092844,0.4475717,0.0382873
8,-1.0537314,-1.0733173,"('unaffectionate', 'affectionate')",1.1433421,1.0979167,0.0448053,0.0122997,-0.0325056
9,-0.8929565,-0.9518166,"('unaffectionate', 'caring')",1.3421353,1.4029754,0.2245894,0.2255794,0.00099
10,-0.06845877,-0.05329504,"('unsympathetic', 'sympathetic')",-0.055619266,-0.12365894,-0.062039,-0.088477,-0.026438
11,-0.8414223,-0.693228,"('unhelpful', 'helpful')",1.8346509,1.9932897,0.4966143,0.6500309,0.1534166
12,-0.22920133,-0.15299477,"('unsupportive', 'supportive')",-1.5683347,-1.607518,-0.898768,-0.8802564,0.0185116
13,0.013916599,-0.07109714,"('impolite', 'polite')",-0.5101018,-0.45069778,-0.2480926,-0.2608975,-0.0128049
14,-0.7018876,-0.55053437,"('antisocial', 'social')",-0.7562256,-0.75538594,-0.7290566,-0.6529602,0.0760964
15,-0.35267913,-0.56700355,"('boring', 'funny')",0.3769047,0.36802793,0.0121128,-0.0994878,-0.1116006
16,-0.7072222,-0.63954633,"('unpopular', 'popular')",0.34680367,0.3674382,-0.1802093,-0.1360541,0.0441552
17,-0.046937913,-0.007917542,"('nasty', 'nice')",-0.27280465,-0.19607419,-0.1598713,-0.1019959,0.0578754
18,-0.6470467,-0.5974031,"('disagreeable', 'welcoming')",-0.3483917,-0.36167103,-0.4977192,-0.4795371,0.0181821
19,-0.5515156,-0.7231446,"('inhospitable', 'hospitable')",0.1272614,0.19254021,-0.2121271,-0.2653022,-0.0531751
20,-0.006318018,0.043816604,"('rough', 'thoughtful')",1.1404701,1.0691721,0.5670761,0.5564944,-0.0105817
21,-0.62393564,-0.50253,"('immoral', 'moral')",-0.70915246,-0.59561104,-0.6665441,-0.5490705,0.1174736
22,0.5010681,0.47618046,"('untrustworthy', 'trustworthy')",-1.0775845,-1.0410954,-0.2882582,-0.2824575,0.0058007
23,-0.44135645,-0.31997135,"('insincere', 'sincere')",6.100497,6.3086443,2.8295701,2.9943364,0.1647663
24,0.27559626,0.2632494,"('dishonest', 'honest')",1.1221988,1.1568359,0.6988975,0.7100427,0.0111452
25,-0.25102174,-0.41405198,"('egoistic', 'altruistic')",1.3957739,1.2667756,0.5723761,0.4263618,-0.1460143
26,-0.3579404,-0.6772308,"('hardhearted', 'benevolent')",1.5560359,1.3220989,0.5990477,0.322434,-0.2766137
27,0.5847115,0.59582096,"('hardhearted', 'softhearted')",1.6971244,1.5469311,1.1409179,1.0713761,-0.0695418
28,-0.48133206,-0.46938187,"('disloyal', 'loyal')",1.2930328,1.2405943,0.4058504,0.3856062,-0.0202442
29,0.2324506,0.21840386,"('unfair', 'fair')",-0.10391082,-0.30767024,0.0642699,-0.0446332,-0.1089031
30,0.41799682,0.52878255,"('intolerant', 'tolerant')",1.2716454,1.3134397,0.8448211,0.9211111,0.07629
31,-0.36205485,-0.4803434,"('evil', 'good')",-0.8584382,-1.0365226,-0.6102465,-0.758433,-0.1481865
32,0.008679602,-0.027637877,"('unkind', 'kind')",0.9987387,0.8117444,0.5037091,0.3920532,-0.1116559
33,0.625564,0.44991028,"('wrong', 'right')",-0.46727464,-0.53723747,0.0791447,-0.0436636,-0.1228083
34,-0.06641142,0.08707836,"('mean', 'honorable')",6.120447,6.441138,3.0270178,3.2641082,0.2370904
35,0.66067016,0.48288995,"('corrupt', 'incorrupt')",-0.23631954,-0.3703921,0.2121753,0.0562489,-0.1559264
36,-0.62531894,-0.81792885,"('hostile', 'amicable')",0.14840777,-0.0039934907,-0.2384556,-0.4109612,-0.1725056
37,0.5640921,0.55898327,"('fake', 'genuine')",0.8834932,0.79748386,0.7237927,0.6782336,-0.0455591
38,0.09297082,0.12360941,"('untruthful', 'truthful')",0.1465949,0.28884518,0.1197829,0.2062273,0.0864444
39,0.55813164,0.63422215,"('exploitative', 'cooperative')",0.011217862,0.03971732,0.2846748,0.3369697,0.0522949
40,-0.14380662,-0.23399524,"('stingy', 'generous')",-1.4581836,-1.7292706,-0.8009951,-0.9816329,-0.1806378
41,0.41871598,0.5339313,"('unforgiving', 'forgiving')",-0.07840583,-0.12637292,0.1701551,0.2037792,0.0336241
42,0.8485176,0.92597336,"('unreliable', 'reliable')",-3.1179051,-3.0707386,-1.1346937,-1.0723826,0.0623111
43,-0.14248061,-0.09995651,"('irresponsible', 'responsible')",0.9326803,0.9462625,0.3950998,0.423153,0.0280532
44,-0.11648567,-0.19735372,"('prejudiced', 'unprejudiced')",-1.800825,-1.8059787,-0.9586554,-1.0016662,-0.0430108
45,-0.038400516,-0.087919205,"('incompetent', 'competent')",0.2819845,0.23807076,0.121792,0.0750758,-0.0467162
46,-0.42789143,-0.35547662,"('uncompetitive', 'competitive')",-0.5595139,-0.59914553,-0.4937027,-0.4773111,0.0163916
47,0.46661818,0.5082712,"('stupid', 'smart')",5.6350183,5.978455,3.0508182,3.2433631,0.1925449
48,-0.89083195,-0.75222594,"('unintelligent', 'intelligent')",0.78693664,0.8626685,-0.0519477,0.0552213,0.107169
49,-0.40730017,-0.04266259,"('unable', 'able')",-0.09575431,0.1830554,-0.2515272,0.0701964,0.3217236
50,-0.03637981,0.05893756,"('clumsy', 'skillful')",0.110198446,0.14424668,0.0369093,0.1015921,0.0646828
51,-0.5439939,-0.65712076,"('uneducated', 'educated')",0.2723366,0.22300607,-0.1358286,-0.2170573,-0.0812287
52,0.0526284,-0.16249259,"('irrational', 'rational')",0.29096633,0.13271594,0.1717974,-0.0148883,-0.1866857
53,-0.81034756,-0.9535962,"('uncreative', 'creative')",0.99602664,0.90691984,0.0928395,-0.0233382,-0.1161777
54,-0.31621966,-0.43513352,"('incapable', 'capable')",1.0838537,1.2673056,0.383817,0.416086,0.032269
55,-0.53742635,-0.34036705,"('incompetent', 'clever')",0.08376413,0.13958459,-0.2268311,-0.1003912,0.1264399
56,0.7641364,0.76372683,"('impractical', 'practical')",0.24795257,0.33067906,0.5060444,0.5472029,0.0411585
57,-1.1346276,-1.2825621,"('unimaginative', 'imaginative')",-2.4967394,-2.7001452,-1.8156835,-1.9913538,-0.1756703
58,0.2900476,0.22274317,"('undiscriminating', 'discriminating')",0.19764619,0.13222264,0.2438469,0.1774829,-0.066364
59,0.45692548,0.44690305,"('foolish', 'wise')",0.5875462,0.6385466,0.5222359,0.5427248,0.0204889
60,0.045611043,0.2433011,"('inefficient', 'efficient')",0.2352462,0.47254872,0.1404286,0.3579249,0.2174963
61,-0.04406699,-0.2014932,"('illogical', 'logical')",0.43253034,0.25746349,0.1942317,0.0279851,-0.1662466
62,-0.00864457,0.27744398,"('incompetent', 'brilliant')",0.43502253,0.77282876,0.213189,0.5251364,0.3119474
63,-0.22904158,-0.13131346,"('unperceptive', 'insightful')",0.9909035,1.0898358,0.380931,0.4792612,0.0983302
64,-0.25933594,-0.35385877,"('shy', 'confident')",-6.870457,-7.0111723,-3.5648966,-3.6825156,-0.117619
65,-0.081762105,-0.14269441,"('insecure', 'secure')",-0.70140356,-0.651057,-0.3915828,-0.3968757,-0.0052929
66,-0.62691444,-0.9005581,"('inactive', 'active')",0.54156893,0.4191533,-0.0426728,-0.2407024,-0.1980296
67,0.081405744,0.12764925,"('doubtful', 'determined')",-0.46773195,-0.49599198,-0.1931631,-0.1841714,0.0089917
68,0.20580721,0.2154786,"('dependent', 'independent')",-0.305321,-0.26026723,-0.0497569,-0.0223943,0.0273626
69,0.17540257,-0.0018314272,"('lazy', 'industrious')",-0.6222249,-0.6948877,-0.2234112,-0.3483596,-0.1249484
70,0.15154168,0.20633772,"('lethargic', 'energetic')",0.51180935,0.5465779,0.3316755,0.3764578,0.0447823
71,0.35263768,0.14163174,"('diffident', 'self-confident')",0.7882362,0.7073075,0.570437,0.4244696,-0.1459674
