,dr_male,dr_female,tuple,pepper_male,pepper_female,snapple_male,snapple_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.26405653,-0.41130495,"('unsociable', 'sociable')",-0.33354232,-0.5676841,-1.0795141,-1.3129319,0.81238055,0.54310757,-0.3284517,-0.50660986,-0.2386368,-0.4510847,-0.2124479
1,-2.0431602,-2.2604227,"('unfriendly', 'friendly')",-0.644401,-0.5298518,-1.7293369,-1.7647282,-0.54861754,-0.6124197,1.9461904,1.7726722,-0.6038651,-0.67895,-0.0750849
2,0.62278306,0.56333053,"('unlikable', 'likable')",-0.16284963,-0.24327943,0.4391591,0.41240647,1.3012058,1.3321651,0.54331255,0.65556335,0.5487222,0.5440372,-0.004685
3,-0.7993952,-0.6318293,"('repellent', 'pleasant')",-2.215698,-2.1457455,-1.8262545,-1.7509601,0.5328416,0.65636945,0.026861578,0.16957751,-0.8563289,-0.7405176,0.1158113
4,0.78939766,0.58593315,"('disliked', 'liked')",0.17214027,0.18022135,1.0169835,1.0071577,-0.19355528,-0.3271411,-6.146405,-6.2037754,-0.8722878,-0.9515209,-0.0792331
5,-1.4295005,-1.4016725,"('distant', 'outgoing')",0.15784928,0.33194003,0.4349681,0.57229996,-1.7532808,-1.4840142,0.049499646,0.08599679,-0.5080928,-0.37909,0.1290028
6,-2.1723423,-2.1205144,"('distant', 'open')",-0.2004949,0.07785478,-0.13752513,0.054925345,-2.1721911,-1.9172027,0.32033455,0.32661757,-0.8724438,-0.7156639,0.1567799
7,-0.9856442,-0.94451916,"('insensitive', 'sensitive')",-0.8389747,-0.76654035,-1.0043184,-1.0118229,0.2852821,0.37031177,0.8437639,0.86324453,-0.3399783,-0.2978652,0.0421131
8,-1.7695707,-1.9016092,"('unaffectionate', 'affectionate')",-0.2979964,-0.28746837,-1.8736495,-1.8552831,-0.66910124,-0.6365106,0.56518507,0.48744935,-0.8090265,-0.8386844,-0.0296579
9,-1.3217034,-1.3772267,"('unaffectionate', 'caring')",-0.55938834,-0.5157895,-2.1723928,-2.1764808,-0.3615112,-0.3013244,1.224848,1.2367367,-0.6380296,-0.6268169,0.0112127
10,-1.2887936,-1.2882885,"('unsympathetic', 'sympathetic')",-1.5345892,-1.6456326,-2.0380738,-2.1367238,0.049286705,-0.023206122,-0.18091817,-0.2569085,-0.9986176,-1.0701519,-0.0715343
11,0.27465588,0.25502405,"('unhelpful', 'helpful')",-0.9541158,-1.0841459,-0.725884,-0.84546363,0.3609197,0.24809062,2.1831481,2.198341,0.2277448,0.1543692,-0.0733756
12,-0.05554995,0.029966641,"('unsupportive', 'supportive')",-0.45516905,-0.31512082,-1.0980861,-0.9831453,0.8330082,1.1561872,-1.4936756,-1.4467047,-0.4538945,-0.3117634,0.1421311
13,0.63386405,0.50148994,"('impolite', 'polite')",0.22880945,0.07242256,0.25979653,0.07748672,0.6801749,0.55747503,0.16378222,0.117484525,0.3932854,0.2652718,-0.1280136
14,0.70408034,0.6701244,"('antisocial', 'social')",-1.1561568,-1.310878,0.069339074,-0.101007394,2.1849816,2.095068,-0.36459816,-0.41019323,0.2875292,0.1886228,-0.0989064
15,-0.4786618,-0.6640984,"('boring', 'funny')",0.4744634,0.44064352,0.5875659,0.47511828,-1.0709794,-1.1351211,0.57457787,0.5309391,0.0173932,-0.0705037,-0.0878969
16,-0.033895493,0.04009128,"('unpopular', 'popular')",-0.42814746,-0.31974605,-0.024510913,0.0740247,-0.25470912,-0.20500037,0.7855244,0.77456164,0.0088523,0.0727862,0.0639339
17,-0.8494258,-0.8606135,"('nasty', 'nice')",-0.463914,-0.3773346,-0.2520991,-0.20357598,-0.69424623,-0.6688333,-0.27773774,-0.24305241,-0.5074846,-0.470682,0.0368026
18,-0.95551085,-0.8805064,"('disagreeable', 'welcoming')",-0.9730906,-0.80744696,-0.6769025,-0.55330056,-0.69544184,-0.46913737,-0.44487292,-0.48654577,-0.7491637,-0.6393874,0.1097763
19,-0.30262545,-0.23392886,"('inhospitable', 'hospitable')",-0.34717953,-0.262967,-0.5369308,-0.46763477,-1.6955892,-1.7095215,-0.094161965,-0.08857022,-0.5952974,-0.5525245,0.0427729
20,-0.5684699,-0.48293236,"('rough', 'thoughtful')",-0.39177665,-0.31170633,-0.6853145,-0.60614246,1.3466214,1.3750048,1.1008482,1.0814376,0.1603817,0.2111322,0.0507505
21,-0.027272664,-0.016239572,"('immoral', 'moral')",-0.9604245,-1.0599982,-0.5549729,-0.6284271,0.5271103,0.48239303,-0.7621704,-0.77682024,-0.355546,-0.3998184,-0.0442724
22,0.19937448,0.1368457,"('untrustworthy', 'trustworthy')",-0.38899082,-0.44682094,0.5830041,0.51864856,1.0151196,0.9315437,-1.1610194,-1.1283828,0.0494976,0.0023669,-0.0471307
23,-0.36526623,-0.38680214,"('insincere', 'sincere')",-0.56919557,-0.60792714,-1.3222517,-1.4444269,0.44868413,0.42742237,6.094676,6.1129804,0.8573294,0.8202494,-0.03708
24,-1.1575409,-1.3219333,"('dishonest', 'honest')",-0.8623423,-0.8708108,-0.516295,-0.62476265,-0.100705005,-0.13975388,0.7979426,0.7710521,-0.3677881,-0.4372417,-0.0694536
25,-1.9911258,-1.9302917,"('egoistic', 'altruistic')",0.026304387,0.15599129,-0.65044963,-0.54906785,-0.31866878,-0.25553876,1.226896,1.1887312,-0.3414088,-0.2780351,0.0633737
26,-1.6024792,-1.7598021,"('hardhearted', 'benevolent')",-0.514738,-0.44642884,-0.90991163,-0.9830281,0.93422335,0.88316524,1.464295,1.307414,-0.1257221,-0.1997359,-0.0740138
27,-2.089148,-1.9759727,"('hardhearted', 'softhearted')",-0.73034185,-0.49073547,-1.0329022,-0.83294094,-0.7385294,-0.39327058,1.3756521,1.3400824,-0.6430539,-0.4705675,0.1724864
28,-1.6757286,-1.8613821,"('disloyal', 'loyal')",-0.8687818,-0.9547733,-1.4396659,-1.6145319,0.29337385,-0.0036892667,1.011866,0.857227,-0.5357873,-0.7154299,-0.1796426
29,-0.12584552,-0.15790023,"('unfair', 'fair')",-0.16207176,-0.13200167,0.26658577,0.26098067,-0.3941465,-0.45791233,-0.5842843,-0.7717449,-0.1999525,-0.2517157,-0.0517632
30,0.61590123,0.52542305,"('intolerant', 'tolerant')",0.06614869,-0.04700893,-0.24945475,-0.38711232,0.69183177,0.5417199,1.5339355,1.4322315,0.5316725,0.4130507,-0.1186218
31,-2.0276833,-2.0453866,"('evil', 'good')",-0.8926269,-0.5815927,-0.20399743,-0.045469783,-1.4736114,-1.3751793,-1.1030488,-1.2130976,-1.1401935,-1.0521452,0.0880483
32,-0.18116534,-0.26161608,"('unkind', 'kind')",-0.18413606,-0.27621946,-0.8032797,-0.9773681,1.0126188,0.90766644,1.0370523,0.917063,0.176218,0.0619051,-0.1143129
33,-0.4658764,-0.51727325,"('wrong', 'right')",0.7613283,0.71810895,0.5896872,0.62425953,-0.19583857,-0.1377135,-0.38357073,-0.38869235,0.061146,0.0597379,-0.0014081
34,-0.73262995,-0.57219774,"('mean', 'honorable')",-0.17383984,-0.025265798,-0.6524907,-0.5617285,0.39438164,0.5249888,6.3968754,6.4520173,1.0464593,1.1635628,0.1171035
35,-1.1182604,-1.1993958,"('corrupt', 'incorrupt')",0.43081105,0.5078362,0.85194695,0.9445061,-1.9865944,-1.937215,-0.29515174,-0.4493762,-0.4234497,-0.4267289,-0.0032792
36,-2.2263312,-2.2799623,"('hostile', 'amicable')",-0.64294165,-0.4892571,-0.518585,-0.4568896,-1.7494311,-1.8167384,0.07472558,-0.09848497,-1.0125127,-1.0282665,-0.0157538
37,-0.17227511,-0.21194561,"('fake', 'genuine')",0.2175898,0.22848676,0.067536056,0.09807891,0.11307717,0.103563085,0.37457582,0.35999954,0.1201007,0.1156365,-0.0044642
38,-0.31223854,-0.3791089,"('untruthful', 'truthful')",0.1512725,0.19855915,-0.22731657,-0.26110923,-0.79136246,-0.8259932,0.41869533,0.48465118,-0.1521899,-0.1566002,-0.0044103
39,-0.15062964,-0.19895096,"('exploitative', 'cooperative')",0.8046891,0.7926134,0.66292393,0.632037,1.5649215,1.5535892,-0.08064037,-0.01859093,0.560253,0.5521396,-0.0081134
40,-0.71481013,-0.70061743,"('stingy', 'generous')",-1.4138875,-1.2363123,-1.1083412,-0.9954317,-0.0326142,0.22430864,-1.456856,-1.4610268,-0.9453018,-0.8338159,0.1114859
41,-0.5740346,-0.65405726,"('unforgiving', 'forgiving')",-0.60990274,-0.5123656,0.0013610944,-0.10034815,0.9154575,0.81308705,0.1905876,0.103388846,-0.0153062,-0.070059,-0.0547528
42,0.7127009,0.66356397,"('unreliable', 'reliable')",0.041716535,0.0472242,0.89293665,0.8798926,1.020698,1.0896645,-3.0475764,-2.9325125,-0.0759048,-0.0504334,0.0254714
43,-0.3393282,-0.29452488,"('irresponsible', 'responsible')",-0.8100736,-0.7644506,-0.8482309,-0.93555695,1.0293808,1.0218236,0.75072795,0.73528385,-0.0435048,-0.047485,-0.0039802
44,-0.011670267,0.008374251,"('prejudiced', 'unprejudiced')",-0.22843209,-0.28460807,0.9060838,0.90938044,-0.24346912,-0.2787007,-1.60481,-1.6318482,-0.2364595,-0.2554805,-0.019021
45,0.22790524,0.2159034,"('incompetent', 'competent')",-0.25103512,-0.17481437,-0.025487304,-0.13666153,0.7254851,0.57218426,-0.23156893,-0.29582947,0.0890598,0.0361565,-0.0529033
46,0.7092836,0.73122776,"('uncompetitive', 'competitive')",-0.38202247,-0.5036083,-0.645601,-0.75200605,1.5031264,1.4076211,-0.6755194,-0.73718745,0.1018534,0.0292094,-0.072644
47,-0.07559923,0.030837407,"('stupid', 'smart')",0.24766196,0.3086763,0.5875988,0.62609863,1.0332562,0.9989711,5.73413,5.817627,1.5054095,1.5564421,0.0510326
48,-1.42636,-1.5218524,"('unintelligent', 'intelligent')",-1.5229491,-1.4954159,-2.3193176,-2.3559384,-0.17985484,-0.18791811,0.625011,0.5673915,-0.9646941,-0.9987467,-0.0340526
49,-0.17300555,0.017441332,"('unable', 'able')",0.14909486,0.2069779,-0.70510393,-0.6261018,-0.83206755,-0.7493745,-0.13838921,0.016601074,-0.3398943,-0.2268912,0.1130031
50,0.28954208,0.38684124,"('clumsy', 'skillful')",0.02552469,0.10413902,0.1549826,0.2815236,-0.2642634,-0.16135521,0.2975435,0.3222075,0.1006659,0.1866712,0.0860053
51,1.8067592,1.5577035,"('uneducated', 'educated')",-0.43683118,-0.66652477,-0.017140236,-0.1996796,0.5025322,0.30023098,0.6530579,0.5729668,0.5016756,0.3129394,-0.1887362
52,-1.3288531,-1.3644347,"('irrational', 'rational')",-0.27725127,-0.31360987,-0.8293448,-0.8044086,-1.7291864,-1.7549556,-0.04814274,-0.102486745,-0.8425557,-0.867979,-0.0254233
53,-1.5765952,-1.6458715,"('uncreative', 'creative')",-1.6433713,-1.5777141,-1.9160436,-1.8599799,-0.25074357,-0.27820674,1.061846,1.006709,-0.8649815,-0.8710127,-0.0060312
54,-1.1821976,-1.2028838,"('incapable', 'capable')",-0.20948333,-0.26613408,-0.6298761,-0.66703403,-0.45441377,-0.42165297,0.8892952,0.9042648,-0.3173351,-0.3306881,-0.013353
55,0.3676217,0.34982732,"('incompetent', 'clever')",-0.34866837,-0.4628163,-0.77599555,-0.87010586,1.1730367,0.9999925,-0.1727593,-0.21270262,0.048647,-0.039161,-0.087808
56,1.1227913,1.0501492,"('impractical', 'practical')",1.2487236,1.1110302,0.72565377,0.56081736,1.5730343,1.4668431,0.24436605,0.27143914,0.9829138,0.8920558,-0.090858
57,-0.72395074,-0.93893933,"('unimaginative', 'imaginative')",-1.3552235,-1.3788874,-1.4706239,-1.5873654,-0.57004124,-0.64787453,-2.6410604,-2.7146583,-1.3521799,-1.453545,-0.1013651
58,0.13957898,0.023843188,"('undiscriminating', 'discriminating')",-0.2522589,-0.21605194,-0.25167152,-0.33484226,0.7948722,0.6752602,0.11666401,0.025448842,0.109437,0.0347316,-0.0747054
59,-0.4296401,-0.40848,"('foolish', 'wise')",0.3006225,0.3310297,0.39131337,0.46855652,-1.5460681,-1.521529,0.40321115,0.45544195,-0.1761122,-0.1349962,0.041116
60,-0.11512545,-0.07055509,"('inefficient', 'efficient')",0.060892463,0.00052625313,-0.49743032,-0.57588035,1.8858498,1.9042888,0.20887868,0.28830436,0.308613,0.3093368,0.0007238
61,-0.87392527,-0.9485319,"('illogical', 'logical')",-1.2480044,-1.4028989,-0.42933178,-0.5705005,-0.2080571,-0.34955543,0.26949814,0.14557584,-0.4979641,-0.6251822,-0.1272181
62,1.1983366,1.2753304,"('incompetent', 'brilliant')",-0.26086277,-0.27154207,-0.42386517,-0.41160363,0.9068136,1.0096067,0.37147704,0.62264794,0.3583799,0.4448879,0.086508
63,0.3844967,0.38247475,"('unperceptive', 'insightful')",-0.3424981,-0.3126768,-0.45405483,-0.49738985,1.4027823,1.4517732,1.1575567,1.273465,0.4296566,0.4595293,0.0298727
64,0.8484949,0.7177274,"('shy', 'confident')",-0.4348114,-0.6481994,0.55085295,0.4543763,1.1029955,0.98848826,-6.543363,-6.509919,-0.8951662,-0.9995053,-0.1043391
65,-0.4774108,-0.545865,"('insecure', 'secure')",-0.91729313,-1.1447746,-0.7575222,-0.9507348,0.8105613,0.65217245,-0.3323172,-0.3201009,-0.3347964,-0.4618606,-0.1270642
66,-0.58701587,-0.68602395,"('inactive', 'active')",-0.8706032,-0.88636893,-0.0678662,-0.0971578,0.45328674,0.4421562,0.92940825,0.8529925,-0.0285581,-0.0748804,-0.0463223
67,1.0845689,1.0214481,"('doubtful', 'determined')",0.8263764,0.6781271,0.8719255,0.7196466,0.8291503,0.82668513,-0.16087274,-0.19014813,0.6902297,0.6111518,-0.0790779
68,0.43153012,0.4999845,"('dependent', 'independent')",0.1619271,0.06120766,0.010337096,-0.011634517,-0.1363048,-0.14077485,-0.59097177,-0.63698566,-0.0246964,-0.0456406,-0.0209442
69,-0.37413874,-0.25971317,"('lazy', 'industrious')",1.1307287,1.1720703,1.0036021,1.1644475,0.33609354,0.5779631,-0.3606109,-0.29896775,0.347135,0.47116,0.124025
70,-0.2802606,-0.35119453,"('lethargic', 'energetic')",-0.84478897,-0.82625914,0.04875896,0.019651081,0.55568093,0.65236694,0.7110329,0.7990044,0.0380847,0.0587137,0.020629
71,-0.07930345,-0.019383091,"('diffident', 'self-confident')",1.4974295,1.6025608,0.43318394,0.45522395,0.37885025,0.50971603,0.65181893,0.61810315,0.5763958,0.6332441,0.0568483
72,-0.34416845,-0.43354398,"('unambitious', 'ambitious')",-0.7027866,-0.7941203,-1.8819947,-1.9062785,0.25869876,0.31135738,-0.92101836,-0.76772445,-0.7182539,-0.7180619,0.000192
73,1.5236102,1.5467596,"('helpless', 'self-reliant')",1.0055131,0.94643503,1.2203976,1.3118266,-0.19547771,-0.14378302,-3.452101,-3.3788702,0.0203884,0.0564736,0.0360852
74,0.48373923,0.49368328,"('undedicated', 'dedicated')",0.18129541,0.38413882,-0.07678863,-0.06470733,0.9347986,1.0004536,-0.056430817,-0.09928277,0.2933228,0.3428571,0.0495343
75,0.9029359,0.8956012,"('meek', 'impulsive')",0.79940546,0.8901777,0.62230414,0.69584894,-1.5453552,-1.4329654,-0.42223045,-0.30817965,0.071412,0.1480966,0.0766846
76,0.09807055,0.082033575,"('anxious', 'daring')",-0.6344618,-0.65824574,-0.11016469,-0.16619247,0.8593503,0.9029898,0.26662844,0.27459604,0.0958846,0.0870362,-0.0088484
77,-1.1024096,-1.0329521,"('unmotivated', 'motivated')",-0.88728154,-0.90193236,-1.5866555,-1.585073,0.47102398,0.45455047,-0.96235377,-0.8454912,-0.8135353,-0.7821796,0.0313557
78,-0.3505934,-0.1468933,"('nonresilient', 'resilient')",-0.6041798,-0.35128534,-0.9315987,-0.71683204,1.1437441,1.3390163,0.4988878,0.5542503,-0.048748,0.1356512,0.1843992
79,-0.48111582,-0.4537409,"('wavering', 'unwavering')",-0.21419016,-0.06898943,-0.7725207,-0.7231783,-2.27828,-2.2310534,0.07610072,0.106446,-0.7340012,-0.6741032,0.059898
80,1.0997719,1.1394271,"('dominated', 'dominating')",-0.22090209,-0.39539278,0.43121752,0.3127698,0.9726596,0.82139975,-1.312142,-1.203239,0.194121,0.134993,-0.059128
81,0.2777494,0.021371288,"('submissive', 'aggressive')",-0.76547194,-1.0493901,-0.2400364,-0.5472628,1.757535,1.5217731,-0.4963786,-0.47602966,0.1066795,-0.1059076,-0.2125871
82,-0.16295928,-0.15951212,"('poor', 'rich')",-0.5713909,-0.56398314,-0.5301935,-0.55417764,0.01664222,-0.016734136,6.301207,6.3802567,1.0106611,1.01717,0.0065089
83,0.0055131856,-0.08547081,"('powerless', 'powerful')",0.42751488,0.27503872,-0.16436848,-0.29140025,-0.1028354,-0.22391242,-0.9536147,-1.0684425,-0.1575581,-0.2788374,-0.1212793
