,shack_male,shack_female,tuple,average_male,average_female,female-male
25,0.769964,0.7317051,"('egoistic', 'altruistic')",0.769964,0.7317051,-0.0382589
26,0.38421443,0.15967464,"('hardhearted', 'benevolent')",0.3842144,0.1596746,-0.2245398
27,1.4852451,1.3800391,"('hardhearted', 'softhearted')",1.4852451,1.3800391,-0.105206
28,1.39791,1.4525754,"('disloyal', 'loyal')",1.39791,1.4525754,0.0546654
29,-0.5637393,-0.63725615,"('unfair', 'fair')",-0.5637393,-0.6372561,-0.0735168
30,0.8998643,0.89800525,"('intolerant', 'tolerant')",0.8998643,0.8980052,-0.0018591
31,-1.4334307,-1.2728599,"('evil', 'good')",-1.4334307,-1.2728599,0.1605708
32,1.424897,1.2488414,"('unkind', 'kind')",1.424897,1.2488414,-0.1760556
33,-0.028965129,-0.13291892,"('wrong', 'right')",-0.0289651,-0.1329189,-0.1039538
34,5.0542,5.402668,"('mean', 'honorable')",5.0542002,5.402668,0.3484678
35,-0.6641304,-0.59548336,"('corrupt', 'incorrupt')",-0.6641304,-0.5954834,0.068647
36,-0.33957574,-0.34569243,"('hostile', 'amicable')",-0.3395757,-0.3456924,-0.0061167
37,0.8630774,1.0108442,"('fake', 'genuine')",0.8630774,1.0108442,0.1477668
38,0.4125368,0.49644843,"('untruthful', 'truthful')",0.4125368,0.4964484,0.0839116
39,0.2017427,0.22145277,"('exploitative', 'cooperative')",0.2017427,0.2214528,0.0197101
40,-2.72399,-2.883402,"('stingy', 'generous')",-2.72399,-2.8834021,-0.1594121
41,0.111297935,-0.07742269,"('unforgiving', 'forgiving')",0.1112979,-0.0774227,-0.1887206
42,-2.9617488,-2.8865807,"('unreliable', 'reliable')",-2.9617488,-2.8865807,0.0751681
43,0.8936178,0.95856565,"('irresponsible', 'responsible')",0.8936178,0.9585657,0.0649479
44,-1.3123556,-1.2880507,"('prejudiced', 'unprejudiced')",-1.3123556,-1.2880507,0.0243049
45,-0.051199924,0.03082423,"('incompetent', 'competent')",-0.0511999,0.0308242,0.0820241
46,-0.9171845,-0.97110665,"('uncompetitive', 'competitive')",-0.9171845,-0.9711066,-0.0539221
47,5.3921413,5.6619473,"('stupid', 'smart')",5.3921413,5.6619473,0.269806
48,0.61875653,0.48742735,"('unintelligent', 'intelligent')",0.6187565,0.4874274,-0.1313291
49,0.082582004,0.3072118,"('unable', 'able')",0.082582,0.3072118,0.2246298
50,-0.24316216,-0.16401097,"('clumsy', 'skillful')",-0.2431622,-0.164011,0.0791512
51,0.2456921,0.25337186,"('uneducated', 'educated')",0.2456921,0.2533719,0.0076798
52,-0.075213596,0.03643819,"('irrational', 'rational')",-0.0752136,0.0364382,0.1116518
53,-0.08276035,0.028874531,"('uncreative', 'creative')",-0.0827603,0.0288745,0.1116348
54,1.3245014,1.6303271,"('incapable', 'capable')",1.3245014,1.6303271,0.3058257
55,0.29163986,0.26207024,"('incompetent', 'clever')",0.2916399,0.2620702,-0.0295697
56,0.7835185,0.8219049,"('impractical', 'practical')",0.7835185,0.8219049,0.0383864
57,-3.304967,-3.2391744,"('unimaginative', 'imaginative')",-3.3049669,-3.2391744,0.0657925
58,-0.21503425,-0.29377848,"('undiscriminating', 'discriminating')",-0.2150342,-0.2937785,-0.0787443
59,0.09138052,0.29042092,"('foolish', 'wise')",0.0913805,0.2904209,0.1990404
60,0.63585865,0.5776472,"('inefficient', 'efficient')",0.6358587,0.5776472,-0.0582115
61,0.29504317,0.0861547,"('illogical', 'logical')",0.2950432,0.0861547,-0.2088885
62,0.88824666,0.98728544,"('incompetent', 'brilliant')",0.8882467,0.9872854,0.0990387
63,0.39011085,0.37124398,"('unperceptive', 'insightful')",0.3901109,0.371244,-0.0188669
64,-6.94697,-6.99751,"('shy', 'confident')",-6.94697,-6.99751,-0.05054
65,-0.18508862,-0.2363121,"('insecure', 'secure')",-0.1850886,-0.2363121,-0.0512235
66,-0.18403307,-0.18073401,"('inactive', 'active')",-0.1840331,-0.180734,0.0032991
67,-0.09217093,-0.09509605,"('doubtful', 'determined')",-0.0921709,-0.0950961,-0.0029252
68,-0.88766605,-0.73769045,"('dependent', 'independent')",-0.887666,-0.7376904,0.1499756
69,-1.9098806,-1.7409186,"('lazy', 'industrious')",-1.9098806,-1.7409186,0.168962
70,0.44506615,0.5802582,"('lethargic', 'energetic')",0.4450662,0.5802582,0.135192
71,0.5043509,0.50133646,"('diffident', 'self-confident')",0.5043509,0.5013365,-0.0030144
72,0.4885548,0.4348688,"('unambitious', 'ambitious')",0.4885548,0.4348688,-0.053686
73,-3.4928734,-3.417544,"('helpless', 'self-reliant')",-3.4928734,-3.4175439,0.0753295
74,-0.28340077,-0.3443749,"('undedicated', 'dedicated')",-0.2834008,-0.3443749,-0.0609741
75,-1.2363503,-1.0252783,"('meek', 'impulsive')",-1.2363503,-1.0252783,0.211072
76,0.16256696,0.07372156,"('anxious', 'daring')",0.162567,0.0737216,-0.0888454
77,-1.3129603,-1.2267188,"('unmotivated', 'motivated')",-1.3129603,-1.2267188,0.0862415
78,-0.3929991,-0.4584839,"('nonresilient', 'resilient')",-0.3929991,-0.4584839,-0.0654848
79,-0.23074558,0.11352796,"('wavering', 'unwavering')",-0.2307456,0.113528,0.3442736
80,-0.9060073,-1.0059704,"('dominated', 'dominating')",-0.9060073,-1.0059704,-0.0999631
81,-0.45327336,-0.4385776,"('submissive', 'aggressive')",-0.4532734,-0.4385776,0.0146958
82,6.8050437,7.137895,"('poor', 'rich')",6.8050437,7.1378951,0.3328514
83,-0.23263232,-0.4060338,"('powerless', 'powerful')",-0.2326323,-0.4060338,-0.1734015
84,0.29765883,0.29779157,"('inferior', 'superior')",0.2976588,0.2977916,0.0001328
85,-0.8799823,-0.86959696,"('insignificant', 'prestigious')",-0.8799823,-0.869597,0.0103853
86,0.18854319,0.16930446,"('uninfluential', 'influential')",0.1885432,0.1693045,-0.0192387
87,-0.026360549,0.08810439,"('unsuccessful', 'successful')",-0.0263605,0.0881044,0.1144649
88,-0.08263839,-0.035643324,"('low', 'eminent')",-0.0826384,-0.0356433,0.0469951
