,waist_male,waist_female,tuple,average_male,average_female,female-male
0,-0.07821718,-0.17721732,"('unsociable', 'sociable')",-0.0782172,-0.1772173,-0.0990001
1,1.1389605,1.0735449,"('unfriendly', 'friendly')",1.1389605,1.0735449,-0.0654156
2,-0.015717242,0.09943196,"('unlikable', 'likable')",-0.0157172,0.099432,0.1151492
3,0.7506422,0.81270814,"('repellent', 'pleasant')",0.7506422,0.8127081,0.0620659
4,-7.250233,-7.3089695,"('disliked', 'liked')",-7.2502332,-7.3089695,-0.0587363
5,-0.5324007,-0.47012648,"('distant', 'outgoing')",-0.5324007,-0.4701265,0.0622742
6,-0.010696296,-0.01773898,"('distant', 'open')",-0.0106963,-0.017739,-0.0070427
7,0.9689713,1.0003402,"('insensitive', 'sensitive')",0.9689713,1.0003402,0.0313689
8,0.9005193,0.8623779,"('unaffectionate', 'affectionate')",0.9005193,0.8623779,-0.0381414
9,1.0961766,1.1459225,"('unaffectionate', 'caring')",1.0961766,1.1459225,0.0497459
10,1.3306928,1.2723355,"('unsympathetic', 'sympathetic')",1.3306928,1.2723355,-0.0583573
11,1.5404629,1.5433884,"('unhelpful', 'helpful')",1.5404629,1.5433884,0.0029255
12,-1.6968582,-1.7377161,"('unsupportive', 'supportive')",-1.6968582,-1.7377161,-0.0408579
13,-0.050066236,-0.12700811,"('impolite', 'polite')",-0.0500662,-0.1270081,-0.0769419
14,0.33162275,0.24155305,"('antisocial', 'social')",0.3316227,0.2415531,-0.0900696
15,0.0651066,-0.026425645,"('boring', 'funny')",0.0651066,-0.0264256,-0.0915322
16,-0.5553354,-0.44901088,"('unpopular', 'popular')",-0.5553354,-0.4490109,0.1063245
17,-0.39232737,-0.30069047,"('nasty', 'nice')",-0.3923274,-0.3006905,0.0916369
18,-0.19175376,-0.3097328,"('disagreeable', 'welcoming')",-0.1917538,-0.3097328,-0.117979
19,-0.7537385,-0.71037894,"('inhospitable', 'hospitable')",-0.7537385,-0.7103789,0.0433596
20,1.0320228,0.9788182,"('rough', 'thoughtful')",1.0320228,0.9788182,-0.0532046
21,-0.2950778,-0.23481345,"('immoral', 'moral')",-0.2950778,-0.2348135,0.0602643
22,-0.32620493,-0.399826,"('untrustworthy', 'trustworthy')",-0.3262049,-0.399826,-0.0736211
23,6.2971654,6.289,"('insincere', 'sincere')",6.2971654,6.289,-0.0081654
24,1.5991542,1.526968,"('dishonest', 'honest')",1.5991542,1.526968,-0.0721862
25,0.77275586,0.7279492,"('egoistic', 'altruistic')",0.7727559,0.7279492,-0.0448067
26,0.6941169,0.6112249,"('hardhearted', 'benevolent')",0.6941169,0.6112249,-0.082892
27,1.6491554,1.5039295,"('hardhearted', 'softhearted')",1.6491554,1.5039295,-0.1452259
28,1.0722775,1.0066664,"('disloyal', 'loyal')",1.0722775,1.0066664,-0.0656111
29,-0.72413665,-0.78908384,"('unfair', 'fair')",-0.7241367,-0.7890838,-0.0649471
30,0.9860746,0.91845995,"('intolerant', 'tolerant')",0.9860746,0.91846,-0.0676146
31,-1.5348532,-1.4560114,"('evil', 'good')",-1.5348532,-1.4560114,0.0788418
32,0.95666116,0.8928732,"('unkind', 'kind')",0.9566612,0.8928732,-0.063788
33,-0.6291774,-0.63645494,"('wrong', 'right')",-0.6291774,-0.6364549,-0.0072775
34,4.360847,4.5156126,"('mean', 'honorable')",4.360847,4.5156126,0.1547656
35,-0.815071,-0.937304,"('corrupt', 'incorrupt')",-0.815071,-0.937304,-0.122233
36,-0.99824643,-1.0107375,"('hostile', 'amicable')",-0.9982464,-1.0107375,-0.0124911
37,0.9643862,0.94309705,"('fake', 'genuine')",0.9643862,0.9430971,-0.0212891
38,-0.33941758,-0.33939308,"('untruthful', 'truthful')",-0.3394176,-0.3393931,2.45e-05
