,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,female-male
0,0.3276056,0.21893257,"('unsociable', 'sociable')",1.3528125,1.2312307,0.78590417,0.64130723,0.38539195,0.3107397,0.7129286,0.6005526,-0.112376
1,-0.53496444,-0.57558703,"('unfriendly', 'friendly')",-0.8420716,-0.86687064,-1.74892,-1.9044186,-1.2342808,-1.2646266,-1.0900593,-1.1528757,-0.0628164
2,2.0979347,2.1778402,"('unlikable', 'likable')",2.179159,2.2566373,0.8085408,0.8537043,1.1130213,1.1374049,1.549664,1.6063968,0.0567328
3,-0.40433398,-0.40160862,"('repellent', 'pleasant')",0.48255,0.47010165,0.13495463,0.24990968,0.4003182,0.5020533,0.1533722,0.205114,0.0517418
4,0.24664786,0.12945953,"('disliked', 'liked')",-0.7719936,-0.73701596,-0.791475,-0.80857605,-3.945414,-4.013413,-1.3155587,-1.3573864,-0.0418277
5,-1.0512893,-0.92249894,"('distant', 'outgoing')",-0.9759948,-0.7141057,-2.1958704,-2.1446486,-2.828028,-2.8177624,-1.7627957,-1.6497539,0.1130418
6,-1.1048255,-0.9763113,"('distant', 'open')",-1.8843617,-1.6479026,-2.9609632,-2.9047327,-2.8949447,-2.8442507,-2.2112737,-2.0932994,0.1179743
7,0.3708459,0.32795075,"('insensitive', 'sensitive')",0.87194073,0.7999551,0.12218316,0.11726777,0.1822033,0.22338301,0.3867933,0.3671392,-0.0196541
8,-0.8852108,-0.86740947,"('unaffectionate', 'affectionate')",-1.0620595,-1.0453091,-1.6350023,-1.782976,-1.7766751,-1.8275247,-1.3397369,-1.3808048,-0.0410679
9,-0.29909012,-0.24097309,"('unaffectionate', 'caring')",0.07869282,0.10188374,-1.3352853,-1.494231,-1.1688982,-1.1910121,-0.6811452,-0.7060831,-0.0249379
10,-0.55945796,-0.5629755,"('unsympathetic', 'sympathetic')",0.47741956,0.365284,0.60439205,0.56200534,0.31557447,0.32412922,0.209482,0.1721108,-0.0373712
11,0.7509072,0.79825217,"('unhelpful', 'helpful')",2.186212,2.1465776,0.87466395,0.76687306,1.5493665,1.5119839,1.3402874,1.3059217,-0.0343657
12,0.6994623,0.83649695,"('unsupportive', 'supportive')",0.9525639,1.1483873,-0.217033,-0.26231465,-1.9365546,-1.9255968,-0.1253904,-0.0507568,0.0746336
13,0.98853284,1.0532078,"('impolite', 'polite')",2.2861195,2.286923,1.5608958,1.5505781,0.93617153,0.9239636,1.4429299,1.4536681,0.0107382
14,1.7118968,1.6724415,"('antisocial', 'social')",2.777158,2.693571,1.9296168,1.9349767,1.2644106,1.2818302,1.9207705,1.8957049,-0.0250656
15,0.789539,0.7185037,"('boring', 'funny')",0.8053299,0.79320455,0.19706574,0.10251436,0.37300882,0.33003178,0.5412359,0.4860636,-0.0551723
16,0.09692773,-0.09688364,"('unpopular', 'popular')",-0.7836445,-0.9001045,-1.0032259,-1.073002,-0.36588377,-0.43891987,-0.5139566,-0.6272275,-0.1132709
17,-0.8686872,-0.8402376,"('nasty', 'nice')",-0.21767002,-0.14182985,-0.5371435,-0.52874637,-0.5813607,-0.5932855,-0.5512154,-0.5260248,0.0251906
18,1.0063655,1.0596628,"('disagreeable', 'welcoming')",-0.05969675,-0.04102879,-0.49645883,-0.4940573,-1.110663,-1.106083,-0.1651133,-0.1453766,0.0197367
19,-0.98055416,-0.9201935,"('inhospitable', 'hospitable')",-0.7951882,-0.7347861,-1.253768,-1.1834236,-1.6138176,-1.5823395,-1.1608319,-1.1051857,0.0556462
20,0.25254855,0.26481998,"('rough', 'thoughtful')",0.5365304,0.51626885,0.50239974,0.40041012,0.49761927,0.40638244,0.4472745,0.3969704,-0.0503041
21,1.2781731,1.2644404,"('immoral', 'moral')",2.858688,2.7253575,1.4943444,1.4785947,0.7031689,0.7102696,1.5835936,1.5446656,-0.038928
22,0.28876197,0.20730078,"('untrustworthy', 'trustworthy')",1.0188084,0.8504992,0.8572823,0.8393716,0.23312542,0.22374459,0.5994945,0.5302291,-0.0692654
23,0.5732217,0.55279595,"('insincere', 'sincere')",1.3417525,1.2249707,0.9749424,0.8794585,2.8291564,2.8533924,1.4297683,1.3776543,-0.052114
24,-0.35376835,-0.35455552,"('dishonest', 'honest')",0.017722188,0.0006163493,-0.29447898,-0.29367763,0.08069425,0.064408496,-0.1374577,-0.1458021,-0.0083444
25,0.29805607,0.17113888,"('egoistic', 'altruistic')",-0.49266908,-0.4946376,-0.28376225,-0.39858615,0.84843487,0.8012239,0.0925149,0.0197847,-0.0727302
26,1.2422144,1.2351322,"('hardhearted', 'benevolent')",0.48913231,0.49564856,-0.057628997,-0.15024388,0.77727485,0.7441852,0.6127481,0.5811806,-0.0315675
