,patina_male,patina_female,tuple,average_male,average_female,female-male
0,-0.06383912,-0.10885297,"('unsociable', 'sociable')",-0.0638391,-0.108853,-0.0450139
1,-0.46244162,-0.6983367,"('unfriendly', 'friendly')",-0.4624416,-0.6983367,-0.2358951
2,1.1523879,1.1264343,"('unlikable', 'likable')",1.1523879,1.1264343,-0.0259536
3,-0.19528052,-0.045550376,"('repellent', 'pleasant')",-0.1952805,-0.0455504,0.1497301
4,-2.91289,-3.124896,"('disliked', 'liked')",-2.91289,-3.124896,-0.212006
5,-1.7995423,-1.8457818,"('distant', 'outgoing')",-1.7995423,-1.8457818,-0.0462395
6,-2.0642614,-2.128227,"('distant', 'open')",-2.0642614,-2.128227,-0.0639656
7,0.04257445,0.17117846,"('insensitive', 'sensitive')",0.0425745,0.1711785,0.128604
8,0.20628807,-0.08964863,"('unaffectionate', 'affectionate')",0.2062881,-0.0896486,-0.2959367
9,-0.09227067,-0.24344769,"('unaffectionate', 'caring')",-0.0922707,-0.2434477,-0.151177
10,0.20411265,0.3077756,"('unsympathetic', 'sympathetic')",0.2041126,0.3077756,0.103663
11,1.0347273,1.109519,"('unhelpful', 'helpful')",1.0347273,1.109519,0.0747917
12,-0.5244506,-0.5372114,"('unsupportive', 'supportive')",-0.5244506,-0.5372114,-0.0127608
13,0.13231485,0.094420135,"('impolite', 'polite')",0.1323148,0.0944201,-0.0378947
14,0.892476,1.04851,"('antisocial', 'social')",0.892476,1.04851,0.156034
15,0.3361674,0.19981824,"('boring', 'funny')",0.3361674,0.1998182,-0.1363492
16,-0.34846056,-0.54743946,"('unpopular', 'popular')",-0.3484606,-0.5474395,-0.1989789
17,0.02820079,0.08783928,"('nasty', 'nice')",0.0282008,0.0878393,0.0596385
18,-0.7628791,-0.7022448,"('disagreeable', 'welcoming')",-0.7628791,-0.7022448,0.0606343
19,-1.3413515,-1.4630053,"('inhospitable', 'hospitable')",-1.3413515,-1.4630053,-0.1216538
20,0.62548864,0.68506145,"('rough', 'thoughtful')",0.6254886,0.6850615,0.0595729
21,1.0364996,1.1245348,"('immoral', 'moral')",1.0364996,1.1245348,0.0880352
22,0.06347103,0.14187571,"('untrustworthy', 'trustworthy')",0.063471,0.1418757,0.0784047
