,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2429393,-0.3106646,"('unsociable', 'sociable')",0.38048342,0.3318404,-0.09544988,-0.31476948,0.0140314,-0.0978646,-0.111896
1,-0.866855,-0.7842784,"('unfriendly', 'friendly')",0.47697324,0.49690717,1.6920602,1.6399245,0.4340595,0.4508511,0.0167916
2,0.12762633,0.20309162,"('unlikable', 'likable')",-0.01255288,0.11096333,0.570387,0.70263547,0.2284868,0.3388968,0.11041
3,-0.99976933,-0.93437177,"('repellent', 'pleasant')",-0.17178272,0.021227341,0.52164626,0.5233089,-0.2166353,-0.1299452,0.0866901
4,-0.13070785,-0.23790148,"('disliked', 'liked')",0.4149181,0.34643763,-6.0082836,-5.9935007,-1.9080245,-1.9616548,-0.0536303
5,-0.98674154,-0.9471026,"('distant', 'outgoing')",0.02238046,-0.062396843,-0.23233308,-0.1979427,-0.398898,-0.4024807,-0.0035827
6,-1.5289041,-1.4214661,"('distant', 'open')",-0.77442896,-0.77947986,0.23829503,0.26578042,-0.688346,-0.6450551,0.0432909
7,-0.12638247,-0.07055727,"('insensitive', 'sensitive')",-0.013758056,0.07921212,0.7336176,0.6958219,0.1978257,0.2348256,0.0369999
8,0.35519823,0.40835503,"('unaffectionate', 'affectionate')",0.26867184,0.29011154,0.6777687,0.6596325,0.4338796,0.4526997,0.0188201
9,0.66852367,0.6976385,"('unaffectionate', 'caring')",0.5823963,0.5839158,1.0502167,1.0656644,0.7670456,0.7824063,0.0153607
10,-0.16359513,-0.08510601,"('unsympathetic', 'sympathetic')",-0.28387192,-0.18336573,-0.15928051,-0.2131003,-0.2022492,-0.160524,0.0417252
11,0.30755463,0.31737047,"('unhelpful', 'helpful')",-0.47122422,-0.43957883,2.1443172,2.1969113,0.6602159,0.6915677,0.0313518
12,1.1107085,1.2170054,"('unsupportive', 'supportive')",0.5459806,0.6590641,-1.8657751,-1.7917677,-0.0696954,0.0281006,0.097796
13,0.2548255,0.21335782,"('impolite', 'polite')",0.34291756,0.25999177,0.011285268,-0.12124549,0.2030094,0.117368,-0.0856414
14,0.5565209,0.44335705,"('antisocial', 'social')",1.2866333,1.2412938,-0.3491702,-0.4941695,0.4979947,0.3968271,-0.1011676
15,0.63822764,0.4634491,"('boring', 'funny')",0.5241468,0.35079205,0.69654846,0.61049646,0.619641,0.4749126,-0.1447284
16,-0.840704,-0.91576195,"('unpopular', 'popular')",-0.97364056,-0.9605407,0.6944596,0.6439204,-0.373295,-0.4107941,-0.0374991
17,-0.6382019,-0.5569786,"('nasty', 'nice')",-0.34531847,-0.3058651,-0.0047199186,-0.033297308,-0.3294134,-0.2987137,0.0306997
18,-0.63083696,-0.5056882,"('disagreeable', 'welcoming')",-0.8743043,-0.7521885,-0.57280093,-0.5944404,-0.6926474,-0.617439,0.0752084
19,0.102009535,0.18165502,"('inhospitable', 'hospitable')",-0.6432865,-0.59674937,-0.018397987,0.06009908,-0.1865583,-0.1183318,0.0682265
20,-0.7540782,-0.5749546,"('rough', 'thoughtful')",-1.1173042,-0.9235191,0.99941814,1.0367302,-0.2906548,-0.1539145,0.1367403
21,0.10746785,0.11386929,"('immoral', 'moral')",0.37953353,0.4640934,-0.6194532,-0.6260048,-0.0441506,-0.016014,0.0281366
22,-0.13462612,-0.14842631,"('untrustworthy', 'trustworthy')",-0.35026065,-0.29745042,-0.7824384,-0.81961524,-0.4224417,-0.4218307,0.000611
