,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8369417,-1.0805792,"('unsociable', 'sociable')",1.1310178,0.9599733,-0.09976524,-0.26518267,0.0647703,-0.1285962,-0.1933665
1,-1.109961,-0.8535237,"('unfriendly', 'friendly')",-0.02348876,0.13631484,1.2373224,1.1875405,0.0346242,0.1567772,0.122153
2,0.6537828,0.6229519,"('unlikable', 'likable')",0.5463245,0.6143571,0.81501365,0.93575424,0.671707,0.7243544,0.0526474
3,-1.3029454,-1.1460334,"('repellent', 'pleasant')",-0.54240626,-0.3565703,-0.028225545,0.007637851,-0.6245257,-0.498322,0.1262037
4,0.40988716,0.59240067,"('disliked', 'liked')",-0.23429726,-0.1566777,-5.6137753,-5.6338105,-1.8127284,-1.7326959,0.0800325
5,-0.49085715,-0.2153048,"('distant', 'outgoing')",-0.20018506,0.011874963,-0.3615974,-0.290074,-0.3508799,-0.1645013,0.1863786
6,-1.182692,-0.8182358,"('distant', 'open')",-0.9785607,-0.73780113,-0.04436659,-0.013966711,-0.7352064,-0.5233345,0.2118719
7,-0.5441377,-0.62954545,"('insensitive', 'sensitive')",0.49701545,0.49925816,0.48270193,0.44152534,0.1451932,0.103746,-0.0414472
8,-1.1502093,-1.0494746,"('unaffectionate', 'affectionate')",-0.72328675,-0.6299078,0.12534976,0.07980834,-0.5827154,-0.5331913,0.0495241
9,-1.2665482,-1.2058485,"('unaffectionate', 'caring')",0.0057786256,0.078089684,0.6217693,0.6103705,-0.2130001,-0.1724627,0.0405374
10,-1.4454336,-1.5583513,"('unsympathetic', 'sympathetic')",0.24954626,0.18615183,-0.3380655,-0.44307452,-0.5113176,-0.6050913,-0.0937737
11,-0.48571366,-0.68499017,"('unhelpful', 'helpful')",0.5487551,0.5100989,2.128052,2.1171253,0.7303645,0.6474113,-0.0829532
12,-0.67263436,-0.45067787,"('unsupportive', 'supportive')",0.49319264,0.7506945,-1.5512671,-1.4594136,-0.5769029,-0.3864657,0.1904372
13,0.08599921,-0.21721472,"('impolite', 'polite')",1.036016,0.87900084,-0.06193793,-0.12511751,0.3533591,0.1788896,-0.1744695
14,-0.6857626,-0.8542608,"('antisocial', 'social')",0.96318483,0.8710952,-0.49401522,-0.5852068,-0.0721977,-0.1894575,-0.1172598
15,1.0817218,0.89339566,"('boring', 'funny')",0.5895629,0.43669102,0.68973607,0.6204375,0.7870069,0.6501747,-0.1368322
16,0.053116288,0.19566332,"('unpopular', 'popular')",-0.6159607,-0.44228354,0.55396146,0.5669935,-0.002961,0.1067911,0.1097521
17,0.6005784,0.65262437,"('nasty', 'nice')",-0.6988481,-0.57670075,-0.6126401,-0.56201047,-0.2369699,-0.1620289,0.074941
18,-0.27307037,-0.13736458,"('disagreeable', 'welcoming')",-0.6055709,-0.45312607,-0.4787234,-0.45507076,-0.4524549,-0.3485205,0.1039344
19,-0.37685698,-0.19899535,"('inhospitable', 'hospitable')",-0.54018563,-0.45908695,-0.06799855,0.07103084,-0.328347,-0.1956838,0.1326632
20,0.21885833,0.22935575,"('rough', 'thoughtful')",0.37534,0.4426108,0.84658444,0.8026275,0.4802609,0.4915314,0.0112705
21,-0.35503623,-0.5745295,"('immoral', 'moral')",0.84445214,0.75521135,-0.30686408,-0.33947802,0.0608506,-0.0529321,-0.1137827
22,-0.25339836,-0.2890499,"('untrustworthy', 'trustworthy')",0.20619449,0.15128234,-0.9083214,-0.96167266,-0.3185084,-0.3664801,-0.0479717
23,-0.18101823,-0.36096433,"('insincere', 'sincere')",0.97135496,0.9163307,5.3547034,5.237288,2.0483467,1.9308848,-0.1174619
24,-0.2534039,-0.41403323,"('dishonest', 'honest')",-0.5670687,-0.62767565,0.43911287,0.37546825,-0.1271199,-0.2220802,-0.0949603
25,-0.6142677,-0.61322767,"('egoistic', 'altruistic')",-0.6586771,-0.59564567,1.0714824,1.0645075,-0.0671541,-0.0481219,0.0190322
26,-0.62866336,-0.5548202,"('hardhearted', 'benevolent')",0.6855607,0.7395134,1.5324975,1.4549265,0.5297983,0.5465399,0.0167416
27,0.01825501,0.07211394,"('hardhearted', 'softhearted')",0.09792767,0.12473522,0.82123053,0.716048,0.3124711,0.3042991,-0.008172
28,-0.62483335,-0.8222122,"('disloyal', 'loyal')",-0.22350557,-0.34668726,1.009411,0.86042494,0.0536907,-0.1028249,-0.1565156
29,-0.18252331,-0.21093561,"('unfair', 'fair')",-1.1168894,-1.1237905,-0.89425075,-0.96086025,-0.7312212,-0.7651954,-0.0339742
30,0.484542,0.3280029,"('intolerant', 'tolerant')",1.8550019,1.7455388,1.5207372,1.4362283,1.2867603,1.1699233,-0.116837
31,-0.92313856,-0.39474863,"('evil', 'good')",-2.1028936,-1.8528996,-1.499129,-1.4072372,-1.5083871,-1.2182951,0.290092
32,-0.08626543,-0.35737237,"('unkind', 'kind')",1.0159941,0.79918075,0.881072,0.70059973,0.6036002,0.3808027,-0.2227975
33,0.7052388,0.7827358,"('wrong', 'right')",0.15606634,0.24245465,-0.68179065,-0.64878726,0.0598382,0.1254677,0.0656295
