,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.26660177,-0.39215305,"('unsociable', 'sociable')",-0.31479922,-0.49759036,-0.34434333,-0.4530572,-0.3085814,-0.4476002,-0.1390188
1,-1.0001888,-1.2003963,"('unfriendly', 'friendly')",-0.9660777,-1.1194177,1.7580464,1.6159068,-0.0694067,-0.2346357,-0.165229
2,0.24234065,0.28194147,"('unlikable', 'likable')",0.18844053,0.25720668,0.22314195,0.33576,0.2179744,0.291636,0.0736616
3,-1.217479,-1.1515297,"('repellent', 'pleasant')",-1.3755454,-1.2526027,-0.24709159,-0.21922684,-0.9467053,-0.8744531,0.0722522
4,1.088042,0.9346721,"('disliked', 'liked')",0.6133132,0.5278874,-5.6866155,-5.7144375,-1.3284201,-1.4172926,-0.0888725
5,0.52000433,0.48864496,"('distant', 'outgoing')",-0.2843401,-0.2708957,-0.21247664,-0.22332498,0.0077292,-0.0018586,-0.0095878
6,0.3682413,0.33523571,"('distant', 'open')",-0.38814873,-0.32104683,0.19211291,0.14513612,0.0574018,0.0531083,-0.0042935
7,-0.33242947,-0.32350612,"('insensitive', 'sensitive')",-0.06155472,-0.12070814,0.54417074,0.5620866,0.0500622,0.0392908,-0.0107714
8,0.15109104,0.044844426,"('unaffectionate', 'affectionate')",-0.092985615,-0.10449253,0.82065666,0.6905031,0.2929207,0.210285,-0.0826357
9,-0.30207625,-0.41557,"('unaffectionate', 'caring')",-0.5063259,-0.5415363,1.1012301,1.0255609,0.0976093,0.0228182,-0.0747911
10,-1.7551354,-1.76213,"('unsympathetic', 'sympathetic')",-1.2002927,-1.266838,-0.25693217,-0.2992472,-1.0707868,-1.109405,-0.0386182
11,-1.0567803,-1.0848818,"('unhelpful', 'helpful')",-0.5962456,-0.6289016,1.5938587,1.605595,-0.0197224,-0.0360628,-0.0163404
12,-0.4461918,-0.44985914,"('unsupportive', 'supportive')",-0.094551384,-0.074119575,-1.6543314,-1.5577722,-0.7316915,-0.693917,0.0377745
13,-0.8123048,-0.8011018,"('impolite', 'polite')",-0.042223167,-0.19402553,-0.40833867,-0.4134468,-0.4209555,-0.4695247,-0.0485692
14,-0.27621773,-0.3021543,"('antisocial', 'social')",0.2739483,0.15626998,-0.5656766,-0.5750163,-0.1893154,-0.2403002,-0.0509848
15,0.29456475,0.18884104,"('boring', 'funny')",0.47404268,0.36264047,0.52962446,0.50690454,0.4327439,0.3527954,-0.0799485
16,-0.24482489,-0.21022259,"('unpopular', 'popular')",-0.70425993,-0.61508864,0.26646945,0.2884572,-0.2275385,-0.1789513,0.0485872
17,-0.008461056,-0.007635236,"('nasty', 'nice')",0.09829148,0.09775468,-0.23837376,-0.21511465,-0.0495144,-0.0416651,0.0078493
18,-1.077936,-1.0814197,"('disagreeable', 'welcoming')",-0.32638693,-0.26444983,-0.65180635,-0.6691946,-0.6853765,-0.6716881,0.0136884
19,-0.09190427,-0.07767862,"('inhospitable', 'hospitable')",0.38696054,0.46186262,-0.07126826,-0.012055777,0.074596,0.1240427,0.0494467
20,-0.3177701,-0.3565532,"('rough', 'thoughtful')",0.22053292,0.23069732,1.3834473,1.3067658,0.4287367,0.3936366,-0.0351001
21,-1.4692934,-1.4479208,"('immoral', 'moral')",-0.59409606,-0.59294266,-0.88300574,-0.8362561,-0.9821316,-0.9590398,0.0230918
22,-0.5239921,-0.6531766,"('untrustworthy', 'trustworthy')",0.23430698,0.13317636,-0.9081836,-0.97668505,-0.3992896,-0.4988951,-0.0996055
23,-0.9927736,-1.0857519,"('insincere', 'sincere')",-0.79572403,-0.92116356,5.078265,4.9441175,1.0965892,0.9790673,-0.1175219
24,-0.5975956,-0.7010981,"('dishonest', 'honest')",-0.4439134,-0.56083703,0.5851256,0.4662001,-0.1521278,-0.265245,-0.1131172
25,0.53855765,0.51345617,"('egoistic', 'altruistic')",0.061576694,0.066179514,1.2617602,1.2836685,0.6206315,0.6211014,0.0004699
26,-0.3227932,-0.4022403,"('hardhearted', 'benevolent')",-0.21385154,-0.29561535,1.9066689,1.8253337,0.4566747,0.375826,-0.0808487
27,-0.9489692,-0.9645786,"('hardhearted', 'softhearted')",-0.089752086,-0.085089564,1.4829612,1.3622406,0.14808,0.1041908,-0.0438892
28,-0.49163386,-0.64660025,"('disloyal', 'loyal')",-1.0816306,-1.2307316,0.8634195,0.70382273,-0.236615,-0.3911697,-0.1545547
29,0.559335,0.42316535,"('unfair', 'fair')",-0.22571582,-0.2807494,-0.3488931,-0.50856334,-0.0050913,-0.1220491,-0.1169578
30,-0.6791142,-0.7240929,"('intolerant', 'tolerant')",-0.019967612,-0.1105924,1.0964886,1.0534173,0.1324689,0.0729107,-0.0595582
31,0.15114039,0.15921596,"('evil', 'good')",-0.30933416,-0.18491338,-0.8907891,-0.9129049,-0.349661,-0.3128674,0.0367936
32,-1.0855192,-1.1633629,"('unkind', 'kind')",-0.39489064,-0.53317046,0.7182436,0.628047,-0.2540554,-0.3561621,-0.1021067
33,0.20597018,0.16102743,"('wrong', 'right')",0.8114826,0.7511133,-0.48871332,-0.46921444,0.1762465,0.1476421,-0.0286044
34,-0.36631835,-0.28686923,"('mean', 'honorable')",-0.20658872,-0.15101132,5.780552,5.7603908,1.7358816,1.7741701,0.0382885
35,1.3297803,1.2448921,"('corrupt', 'incorrupt')",0.65130574,0.6219719,-0.009133343,-0.19074067,0.6573176,0.5587078,-0.0986098
36,0.5163851,0.39578456,"('hostile', 'amicable')",-0.18621276,-0.14425352,0.37151068,0.16429102,0.2338943,0.1386074,-0.0952869
37,0.49964342,0.53299963,"('fake', 'genuine')",0.19566913,0.2026246,0.37682402,0.34876966,0.3573789,0.3614647,0.0040858
38,-0.21353225,-0.29188502,"('untruthful', 'truthful')",-0.32826656,-0.374941,0.032015905,-0.014768764,-0.1699276,-0.2271983,-0.0572707
39,-0.3719208,-0.3146348,"('exploitative', 'cooperative')",0.6423143,0.6264441,0.22166274,0.2647043,0.1640188,0.1921712,0.0281524
40,-0.11842518,-0.1586552,"('stingy', 'generous')",-0.5416,-0.5728289,-1.3418262,-1.4078858,-0.6672838,-0.7131233,-0.0458395
41,-0.15723683,-0.24633697,"('unforgiving', 'forgiving')",0.46510088,0.43858162,-0.0006612167,-0.08737876,0.1024009,0.0349553,-0.0674456
42,0.30365133,0.2786424,"('unreliable', 'reliable')",0.38344005,0.43313074,-3.1267688,-3.0035672,-0.8132258,-0.7639314,0.0492944
43,-1.2005908,-1.225112,"('irresponsible', 'responsible')",-0.51667786,-0.5805906,0.4437557,0.4854638,-0.4245044,-0.4400796,-0.0155752
44,0.0883068,0.11286144,"('prejudiced', 'unprejudiced')",0.08314705,0.08732378,-1.5256804,-1.4976964,-0.4514089,-0.4325037,0.0189052
45,-0.20386851,-0.27939934,"('incompetent', 'competent')",0.06952951,-0.039041646,-0.21206559,-0.25426304,-0.1154682,-0.1909013,-0.0754331
46,-0.93329436,-0.9312753,"('uncompetitive', 'competitive')",-0.6854815,-0.7654677,-0.36017102,-0.36188632,-0.659649,-0.6862098,-0.0265608
47,-0.60562676,-0.5640089,"('stupid', 'smart')",0.6419468,0.63376963,4.624931,4.6494584,1.5537504,1.5730731,0.0193227
48,-1.0603721,-1.0884846,"('unintelligent', 'intelligent')",-1.1730573,-1.1849401,0.4428335,0.41438448,-0.5968653,-0.61968,-0.0228147
49,-0.90005547,-0.84632903,"('unable', 'able')",-0.7767387,-0.6752483,-0.07416083,0.017310448,-0.5836517,-0.5014223,0.0822294
50,0.17635383,0.16742358,"('clumsy', 'skillful')",0.13465253,0.20759434,0.23913854,0.17657813,0.1833816,0.1838653,0.0004837
51,-0.7976889,-0.76933515,"('uneducated', 'educated')",-0.22690305,-0.2974393,0.033210855,-0.020172574,-0.3304603,-0.3623157,-0.0318554
52,0.05915256,-0.094186276,"('irrational', 'rational')",-0.9551528,-1.0071265,0.29075316,0.22644399,-0.201749,-0.2916229,-0.0898739
53,-0.5318161,-0.55597705,"('uncreative', 'creative')",-0.9242669,-0.96251255,0.79217166,0.7215397,-0.2213038,-0.26565,-0.0443462
54,-0.25527596,-0.21457411,"('incapable', 'capable')",-0.5729362,-0.56914794,0.8201291,0.88653535,-0.0026943,0.0342711,0.0369654
55,-0.46060413,-0.44188088,"('incompetent', 'clever')",0.24304242,0.20376176,-0.15777832,-0.15217344,-0.1251133,-0.1300975,-0.0049842
56,-0.17965156,-0.2312817,"('impractical', 'practical')",0.792389,0.7052945,-0.24439336,-0.2067287,0.1227814,0.0890947,-0.0336867
57,-0.56252426,-0.6624643,"('unimaginative', 'imaginative')",-0.44491756,-0.5367956,-2.1416993,-2.1364777,-1.0497137,-1.1119126,-0.0621989
58,-0.05569894,-0.15338565,"('undiscriminating', 'discriminating')",-0.2658654,-0.3143046,0.17188236,0.10787347,-0.049894,-0.1199389,-0.0700449
59,0.034258664,0.019370629,"('foolish', 'wise')",-0.13165663,-0.0460211,0.20416644,0.23278357,0.0355895,0.068711,0.0331215
60,-0.8606046,-0.82984024,"('inefficient', 'efficient')",-0.3532691,-0.41210228,-0.1190218,-0.00033794157,-0.4442985,-0.4140935,0.030205
61,-0.19390775,-0.32006797,"('illogical', 'logical')",-0.50016886,-0.63000655,0.59967834,0.4706912,-0.0314661,-0.1597944,-0.1283283
62,-0.88839525,-0.8314166,"('incompetent', 'brilliant')",-0.67704177,-0.6502367,-0.16055779,0.016529433,-0.5753316,-0.4883746,0.086957
63,-0.96963334,-0.9834581,"('unperceptive', 'insightful')",-0.43125337,-0.4241507,0.8878902,0.9983532,-0.1709989,-0.1364185,0.0345804
64,0.41219088,0.38169682,"('shy', 'confident')",0.280423,0.23912877,-6.054559,-5.920208,-1.7873151,-1.7664607,0.0208544
65,-1.1316372,-1.1786828,"('insecure', 'secure')",-0.10988011,-0.24853238,-0.3477496,-0.36588496,-0.5297556,-0.5977,-0.0679444
66,0.380465,0.3861339,"('inactive', 'active')",0.19844611,0.24756554,0.96519923,0.97083914,0.5147034,0.5348462,0.0201428
67,0.26526484,0.3100707,"('doubtful', 'determined')",0.074221574,0.12356486,-0.6810726,-0.6031819,-0.1138621,-0.0565154,0.0573467
68,-0.9958729,-0.9745612,"('dependent', 'independent')",-1.0305434,-0.97323793,-0.57873815,-0.5923424,-0.8683848,-0.8467139,0.0216709
69,2.0395074,2.0941274,"('lazy', 'industrious')",0.76731324,0.84737366,-0.2933392,-0.2277267,0.8378271,0.9045915,0.0667644
70,-0.6834907,-0.6736488,"('lethargic', 'energetic')",-0.25991774,-0.2500762,0.4202827,0.48302132,-0.1743753,-0.1469012,0.0274741
71,0.60964334,0.5475081,"('diffident', 'self-confident')",0.8120555,0.725461,0.7095876,0.733114,0.7104288,0.6686943,-0.0417345
72,-0.84685475,-0.87599593,"('unambitious', 'ambitious')",-0.8386769,-0.8650643,-1.1576532,-1.1479698,-0.9477283,-0.96301,-0.0152817
73,0.9281256,0.83649695,"('helpless', 'self-reliant')",0.58118105,0.61756045,-2.9198563,-2.86771,-0.4701832,-0.4712176,-0.0010344
74,0.39076024,0.30453622,"('undedicated', 'dedicated')",-0.015985508,-0.053678535,0.026069498,-0.0063747168,0.1336147,0.0814943,-0.0521204
75,0.8271373,0.82104915,"('meek', 'impulsive')",0.19892195,0.28506467,-0.37900126,-0.33345693,0.215686,0.2575523,0.0418663
76,-0.49703848,-0.43135095,"('anxious', 'daring')",0.007789513,0.04503672,0.06432216,0.15543316,-0.1416423,-0.0769604,0.0646819
