,neologism_male,neologism_female,tuple,average_male,average_female,female-male
0,-0.2842757,-0.4005271,"('unsociable', 'sociable')",-0.2842757,-0.4005271,-0.1162514
1,-1.2477348,-1.5761904,"('unfriendly', 'friendly')",-1.2477348,-1.5761904,-0.3284556
2,-0.92883915,-1.0028784,"('unlikable', 'likable')",-0.9288391,-1.0028784,-0.0740393
3,-0.16515559,-0.06565431,"('repellent', 'pleasant')",-0.1651556,-0.0656543,0.0995013
4,-2.54042,-2.6635275,"('disliked', 'liked')",-2.5404201,-2.6635275,-0.1231074
5,-0.82929695,-0.9018694,"('distant', 'outgoing')",-0.8292969,-0.9018694,-0.0725725
6,-0.7990792,-0.91050386,"('distant', 'open')",-0.7990792,-0.9105039,-0.1114247
7,-0.7735496,-0.7621374,"('insensitive', 'sensitive')",-0.7735496,-0.7621374,0.0114122
8,-1.5138466,-1.7464359,"('unaffectionate', 'affectionate')",-1.5138466,-1.7464359,-0.2325893
9,-1.4099737,-1.617129,"('unaffectionate', 'caring')",-1.4099737,-1.617129,-0.2071553
10,-0.004720092,-0.094038524,"('unsympathetic', 'sympathetic')",-0.0047201,-0.0940385,-0.0893184
11,0.8103386,0.75225836,"('unhelpful', 'helpful')",0.8103386,0.7522584,-0.0580802
12,-1.2572107,-1.2798603,"('unsupportive', 'supportive')",-1.2572107,-1.2798603,-0.0226496
13,0.20922694,0.14267515,"('impolite', 'polite')",0.2092269,0.1426751,-0.0665518
14,-0.43500566,-0.38498703,"('antisocial', 'social')",-0.4350057,-0.384987,0.0500187
15,0.51633227,0.37457556,"('boring', 'funny')",0.5163323,0.3745756,-0.1417567
16,-1.523499,-1.5314813,"('unpopular', 'popular')",-1.523499,-1.5314813,-0.0079823
17,-1.4351825,-1.2973423,"('nasty', 'nice')",-1.4351825,-1.2973423,0.1378402
18,-1.1380422,-1.135054,"('disagreeable', 'welcoming')",-1.1380422,-1.135054,0.0029882
19,-0.8476137,-0.9786868,"('inhospitable', 'hospitable')",-0.8476137,-0.9786868,-0.1310731
20,0.75030696,0.82262874,"('rough', 'thoughtful')",0.750307,0.8226287,0.0723217
21,0.9144708,0.8481804,"('immoral', 'moral')",0.9144708,0.8481804,-0.0662904
22,0.62967235,0.52428025,"('untrustworthy', 'trustworthy')",0.6296723,0.5242803,-0.105392
23,1.5046659,1.430633,"('insincere', 'sincere')",1.5046659,1.4306329,-0.074033
24,-0.7245525,-0.83684176,"('dishonest', 'honest')",-0.7245525,-0.8368418,-0.1122893
25,-1.2824317,-1.2691436,"('egoistic', 'altruistic')",-1.2824317,-1.2691436,0.0132881
26,-0.02840424,-0.2643624,"('hardhearted', 'benevolent')",-0.0284042,-0.2643624,-0.2359582
27,-0.69319344,-0.64245224,"('hardhearted', 'softhearted')",-0.6931934,-0.6424522,0.0507412
28,-0.87861717,-1.0491077,"('disloyal', 'loyal')",-0.8786172,-1.0491077,-0.1704905
29,-0.30338284,-0.4034059,"('unfair', 'fair')",-0.3033828,-0.4034059,-0.1000231
30,0.13506335,0.15422088,"('intolerant', 'tolerant')",0.1350634,0.1542209,0.0191575
31,-1.7745214,-1.7271405,"('evil', 'good')",-1.7745214,-1.7271405,0.0473809
32,-0.43978432,-0.5217334,"('unkind', 'kind')",-0.4397843,-0.5217334,-0.0819491
33,-0.6952717,-0.81482065,"('wrong', 'right')",-0.6952717,-0.8148206,-0.1195489
34,1.521965,1.6351165,"('mean', 'honorable')",1.521965,1.6351165,0.1131515
35,-0.71737176,-0.67694,"('corrupt', 'incorrupt')",-0.7173718,-0.67694,0.0404318
36,-1.58776,-1.730722,"('hostile', 'amicable')",-1.58776,-1.730722,-0.142962
37,-0.28921658,-0.32560337,"('fake', 'genuine')",-0.2892166,-0.3256034,-0.0363868
38,-0.08667515,-0.2295758,"('untruthful', 'truthful')",-0.0866752,-0.2295758,-0.1429006
39,-0.27642667,-0.21146744,"('exploitative', 'cooperative')",-0.2764267,-0.2114674,0.0649593
40,-1.7593895,-1.7633973,"('stingy', 'generous')",-1.7593895,-1.7633973,-0.0040078
41,-0.5873714,-0.7292175,"('unforgiving', 'forgiving')",-0.5873714,-0.7292175,-0.1418461
42,-0.15358569,-0.13286093,"('unreliable', 'reliable')",-0.1535857,-0.1328609,0.0207248
43,0.27478465,0.15159476,"('irresponsible', 'responsible')",0.2747847,0.1515948,-0.1231899
44,-0.015824554,0.115088716,"('prejudiced', 'unprejudiced')",-0.0158246,0.1150887,0.1309133
45,-0.30911374,-0.39082116,"('incompetent', 'competent')",-0.3091137,-0.3908212,-0.0817075
46,-0.53423846,-0.55075425,"('uncompetitive', 'competitive')",-0.5342385,-0.5507542,-0.0165157
47,1.0717654,1.1718956,"('stupid', 'smart')",1.0717654,1.1718956,0.1001302
48,0.38943383,0.34073642,"('unintelligent', 'intelligent')",0.3894338,0.3407364,-0.0486974
49,-0.22427699,-0.069343336,"('unable', 'able')",-0.224277,-0.0693433,0.1549337
50,-0.7758018,-0.757127,"('clumsy', 'skillful')",-0.7758018,-0.757127,0.0186748
51,0.36091554,0.2627106,"('uneducated', 'educated')",0.3609155,0.2627106,-0.0982049
52,-1.023446,-1.22332,"('irrational', 'rational')",-1.023446,-1.22332,-0.199874
53,-1.0577081,-1.2860913,"('uncreative', 'creative')",-1.0577081,-1.2860913,-0.2283832
54,-0.59156847,-0.75679284,"('incapable', 'capable')",-0.5915685,-0.7567928,-0.1652243
55,0.5051968,0.5188423,"('incompetent', 'clever')",0.5051968,0.5188423,0.0136455
56,1.4746501,1.375499,"('impractical', 'practical')",1.4746501,1.375499,-0.0991511
57,-0.6933744,-0.8111983,"('unimaginative', 'imaginative')",-0.6933744,-0.8111983,-0.1178239
58,0.6165255,0.43463567,"('undiscriminating', 'discriminating')",0.6165255,0.4346357,-0.1818898
59,-1.0238175,-1.1107295,"('foolish', 'wise')",-1.0238175,-1.1107295,-0.086912
60,1.14127,1.2732803,"('inefficient', 'efficient')",1.14127,1.2732803,0.1320103
61,-0.21253364,-0.34016198,"('illogical', 'logical')",-0.2125336,-0.340162,-0.1276284
62,0.16175319,0.2557603,"('incompetent', 'brilliant')",0.1617532,0.2557603,0.0940071
63,0.71441644,0.59980315,"('unperceptive', 'insightful')",0.7144164,0.5998031,-0.1146133
64,-1.257418,-1.2355158,"('shy', 'confident')",-1.257418,-1.2355158,0.0219022
65,0.17084676,0.21717371,"('insecure', 'secure')",0.1708468,0.2171737,0.0463269
66,-1.6881201,-1.7797688,"('inactive', 'active')",-1.6881201,-1.7797688,-0.0916487
67,0.1930702,0.16201447,"('doubtful', 'determined')",0.1930702,0.1620145,-0.0310557
68,0.033391226,0.095733315,"('dependent', 'independent')",0.0333912,0.0957333,0.0623421
69,-1.0423055,-1.010721,"('lazy', 'industrious')",-1.0423055,-1.010721,0.0315845
70,0.051028885,0.051917516,"('lethargic', 'energetic')",0.0510289,0.0519175,0.0008886
71,-0.9453066,-0.982701,"('diffident', 'self-confident')",-0.9453066,-0.982701,-0.0373944
72,-0.78732544,-0.7991046,"('unambitious', 'ambitious')",-0.7873254,-0.7991046,-0.0117792
73,0.007100906,0.026692139,"('helpless', 'self-reliant')",0.0071009,0.0266921,0.0195912
74,0.006614539,-0.1462613,"('undedicated', 'dedicated')",0.0066145,-0.1462613,-0.1528758
75,0.33438396,0.29339072,"('meek', 'impulsive')",0.334384,0.2933907,-0.0409933
76,1.3676873,1.3802465,"('anxious', 'daring')",1.3676873,1.3802465,0.0125592
77,0.1947984,0.20320587,"('unmotivated', 'motivated')",0.1947984,0.2032059,0.0084075
78,-0.43998897,-0.40092978,"('nonresilient', 'resilient')",-0.439989,-0.4009298,0.0390592
79,-0.4562157,-0.5604057,"('wavering', 'unwavering')",-0.4562157,-0.5604057,-0.10419
80,0.83726984,0.9659282,"('dominated', 'dominating')",0.8372698,0.9659282,0.1286584
81,0.7501155,0.78829724,"('submissive', 'aggressive')",0.7501155,0.7882972,0.0381817
82,1.0830055,1.0810279,"('poor', 'rich')",1.0830055,1.0810279,-0.0019776
83,0.47475624,0.35036737,"('powerless', 'powerful')",0.4747562,0.3503674,-0.1243888
84,-0.22235177,-0.22540179,"('inferior', 'superior')",-0.2223518,-0.2254018,-0.00305
85,-0.63227725,-0.8131383,"('insignificant', 'prestigious')",-0.6322773,-0.8131383,-0.180861
86,-0.008586608,-0.35391235,"('uninfluential', 'influential')",-0.0085866,-0.3539124,-0.3453258
87,-0.6838747,-0.618827,"('unsuccessful', 'successful')",-0.6838747,-0.618827,0.0650477
88,0.03502056,-0.018690534,"('low', 'eminent')",0.0350206,-0.0186905,-0.0537111
