,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.44510797,-0.46468666,"('unsociable', 'sociable')",-0.33859265,-0.37705526,-0.3918503,-0.420871,-0.0290207
1,0.4731852,0.5093339,"('unfriendly', 'friendly')",1.900218,1.774133,1.1867017,1.1417334,-0.0449683
2,-0.08066721,-0.11026539,"('unlikable', 'likable')",0.39124778,0.4676869,0.1552903,0.1787108,0.0234205
3,-1.2385523,-1.0512066,"('repellent', 'pleasant')",0.18998176,0.2611033,-0.5242853,-0.3950517,0.1292336
4,0.5528653,0.4884116,"('disliked', 'liked')",-7.1501303,-7.264434,-3.2986324,-3.3880112,-0.0893788
5,0.5011592,0.524253,"('distant', 'outgoing')",-0.17064002,-0.19302353,0.1652596,0.1656147,0.0003551
6,0.31915116,0.38374716,"('distant', 'open')",0.2733891,0.24805349,0.2962701,0.3159003,0.0196302
7,-0.38373914,-0.31029597,"('insensitive', 'sensitive')",-0.0149488095,-0.0036484022,-0.199344,-0.1569722,0.0423718
8,0.48690307,0.41563872,"('unaffectionate', 'affectionate')",1.201662,1.0613673,0.8442825,0.738503,-0.1057795
9,0.40255865,0.37745923,"('unaffectionate', 'caring')",1.3928163,1.326478,0.8976875,0.8519686,-0.0457189
10,-0.8270134,-0.7481897,"('unsympathetic', 'sympathetic')",-0.4404022,-0.43143728,-0.6337078,-0.5898135,0.0438943
11,-1.2206427,-1.2847884,"('unhelpful', 'helpful')",1.3131962,1.3250505,0.0462767,0.0201311,-0.0261456
12,-0.35388643,-0.2894247,"('unsupportive', 'supportive')",-2.1793284,-2.1826708,-1.2666074,-1.2360477,0.0305597
13,-0.7357573,-0.8408478,"('impolite', 'polite')",-0.8369413,-0.78664386,-0.7863493,-0.8137459,-0.0273966
14,0.005895965,-0.060058236,"('antisocial', 'social')",-0.3924774,-0.43160674,-0.1932907,-0.2458325,-0.0525418
15,0.5197958,0.44563174,"('boring', 'funny')",0.34083766,0.2803664,0.4303167,0.3629991,-0.0673176
16,-0.5595145,-0.45642853,"('unpopular', 'popular')",-0.14892898,-0.20891389,-0.3542218,-0.3326712,0.0215506
17,-0.5844766,-0.6089721,"('nasty', 'nice')",-0.37168652,-0.3864675,-0.4780816,-0.4977198,-0.0196382
18,-0.32774416,-0.2350881,"('disagreeable', 'welcoming')",-0.8328375,-0.8798853,-0.5802909,-0.5574867,0.0228042
19,-0.73991865,-0.75454676,"('inhospitable', 'hospitable')",-0.33944955,-0.32087624,-0.5396841,-0.5377115,0.0019726
20,0.032823123,0.11075183,"('rough', 'thoughtful')",0.5220237,0.5000963,0.2774234,0.3054241,0.0280007
21,-0.98653907,-0.8784073,"('immoral', 'moral')",-1.3699149,-1.2386082,-1.1782269,-1.0585078,0.1197191
22,-0.6633648,-0.7688141,"('untrustworthy', 'trustworthy')",-1.0038573,-1.0588377,-0.833611,-0.9138259,-0.0802149
23,-1.0539805,-1.0422186,"('insincere', 'sincere')",5.781258,5.730794,2.3636389,2.3442876,-0.0193513
24,-0.015641376,-0.071551494,"('dishonest', 'honest')",0.93387765,0.90095127,0.4591181,0.4146999,-0.0444182
25,1.0472869,1.1703783,"('egoistic', 'altruistic')",1.3628325,1.327063,1.2050598,1.2487206,0.0436608
26,1.4536606,1.4495363,"('hardhearted', 'benevolent')",1.6714249,1.5972986,1.5625427,1.5234175,-0.0391252
27,0.3634939,0.40835395,"('hardhearted', 'softhearted')",1.1537931,1.0559213,0.7586435,0.7321376,-0.0265059
28,-0.2969419,-0.36605307,"('disloyal', 'loyal')",1.0974517,0.9598813,0.4002549,0.2969141,-0.1033408
29,-0.22532794,-0.32001984,"('unfair', 'fair')",-0.56001616,-0.6364524,-0.3926721,-0.4782361,-0.085564
30,-0.65386105,-0.68756086,"('intolerant', 'tolerant')",-0.029710794,0.042759195,-0.3417859,-0.3224008,0.0193851
31,0.10931837,0.21880144,"('evil', 'good')",-0.6179855,-0.6504961,-0.2543336,-0.2158473,0.0384863
32,-0.35464922,-0.37807268,"('unkind', 'kind')",0.8009044,0.70090514,0.2231276,0.1614162,-0.0617114
33,0.81331795,0.7564362,"('wrong', 'right')",-0.2233286,-0.23138626,0.2949947,0.262525,-0.0324697
34,-1.0130228,-0.8642964,"('mean', 'honorable')",5.1144977,5.237545,2.0507374,2.1866243,0.1358869
35,0.86960244,0.73057395,"('corrupt', 'incorrupt')",-0.14337626,-0.27343494,0.3631131,0.2285695,-0.1345436
36,0.49107474,0.5305891,"('hostile', 'amicable')",0.30209088,0.19612986,0.3965828,0.3633595,-0.0332233
37,0.2523942,0.24468248,"('fake', 'genuine')",0.37916496,0.35154906,0.3157796,0.2981158,-0.0176638
38,-0.8090923,-0.8305267,"('untruthful', 'truthful')",-0.02395276,0.03552548,-0.4165225,-0.3975006,0.0190219
39,0.34484333,0.33426583,"('exploitative', 'cooperative')",0.52981025,0.5927705,0.4373268,0.4635182,0.0261914
40,0.52617806,0.6278661,"('stingy', 'generous')",-2.0870545,-2.200049,-0.7804382,-0.7860914,-0.0056532
41,0.26493204,0.2853117,"('unforgiving', 'forgiving')",0.17161609,0.13496345,0.2182741,0.2101376,-0.0081365
42,0.05318754,0.1524571,"('unreliable', 'reliable')",-3.5527172,-3.5290062,-1.7497648,-1.6882746,0.0614902
43,-0.811609,-0.827766,"('irresponsible', 'responsible')",0.29848266,0.34931472,-0.2565632,-0.2392256,0.0173376
44,-0.014821846,-0.031369306,"('prejudiced', 'unprejudiced')",-1.2549505,-1.262092,-0.6348862,-0.6467307,-0.0118445
45,-0.26954153,-0.32932028,"('incompetent', 'competent')",-0.4453294,-0.46023336,-0.3574355,-0.3947768,-0.0373413
46,-1.0683076,-1.0747211,"('uncompetitive', 'competitive')",-1.2396115,-1.2330006,-1.1539595,-1.1538608,9.87e-05
47,0.4019459,0.36949387,"('stupid', 'smart')",5.2178507,5.327105,2.8098984,2.8482995,0.0384011
48,-1.0955129,-1.060024,"('unintelligent', 'intelligent')",-0.25963607,-0.26067075,-0.6775745,-0.6603474,0.0172271
49,-0.2891384,-0.3548724,"('unable', 'able')",-0.67901075,-0.6458588,-0.4840746,-0.5003656,-0.016291
50,0.30100584,0.26952147,"('clumsy', 'skillful')",-0.2655209,-0.3458628,0.0177425,-0.0381707,-0.0559132
