,theology_male,theology_female,tuple,average_male,average_female,female-male
0,0.030838156,-0.122165516,"('unsociable', 'sociable')",0.0308382,-0.1221655,-0.1530037
1,1.2017688,1.0370209,"('unfriendly', 'friendly')",1.2017688,1.0370209,-0.1647479
2,-0.040513128,-0.08574331,"('unlikable', 'likable')",-0.0405131,-0.0857433,-0.0452302
3,0.4446849,0.5952558,"('repellent', 'pleasant')",0.4446849,0.5952558,0.1505709
4,-7.532182,-7.6594014,"('disliked', 'liked')",-7.5321822,-7.6594014,-0.1272192
5,-0.49442157,-0.5930024,"('distant', 'outgoing')",-0.4944216,-0.5930024,-0.0985808
6,0.018693697,-0.12774843,"('distant', 'open')",0.0186937,-0.1277484,-0.1464421
7,0.6699977,0.7002058,"('insensitive', 'sensitive')",0.6699977,0.7002058,0.0302081
8,1.143534,0.9458834,"('unaffectionate', 'affectionate')",1.1435339,0.9458834,-0.1976505
9,1.7171578,1.622611,"('unaffectionate', 'caring')",1.7171578,1.622611,-0.0945468
10,0.6156851,0.69152606,"('unsympathetic', 'sympathetic')",0.6156851,0.6915261,0.075841
11,1.6791334,1.6603969,"('unhelpful', 'helpful')",1.6791334,1.6603969,-0.0187365
12,-1.637924,-1.6989121,"('unsupportive', 'supportive')",-1.637924,-1.6989121,-0.0609881
13,-0.61495405,-0.5895189,"('impolite', 'polite')",-0.6149541,-0.5895189,0.0254352
14,-0.053734433,-0.06470024,"('antisocial', 'social')",-0.0537344,-0.0647002,-0.0109658
15,0.1171624,0.0038234303,"('boring', 'funny')",0.1171624,0.0038234,-0.113339
16,-0.93145174,-0.8289183,"('unpopular', 'popular')",-0.9314517,-0.8289183,0.1025334
17,-0.26894164,-0.26600274,"('nasty', 'nice')",-0.2689416,-0.2660027,0.0029389
18,-0.5539006,-0.549953,"('disagreeable', 'welcoming')",-0.5539006,-0.549953,0.0039476
19,-0.24945877,-0.4239095,"('inhospitable', 'hospitable')",-0.2494588,-0.4239095,-0.1744507
20,1.0521148,1.0100082,"('rough', 'thoughtful')",1.0521148,1.0100082,-0.0421066
21,0.18555343,0.106646836,"('immoral', 'moral')",0.1855534,0.1066468,-0.0789066
22,-0.33284563,-0.43284687,"('untrustworthy', 'trustworthy')",-0.3328456,-0.4328469,-0.1000013
23,6.9756956,6.842921,"('insincere', 'sincere')",6.9756956,6.8429208,-0.1327748
24,1.7092574,1.4166864,"('dishonest', 'honest')",1.7092574,1.4166864,-0.292571
25,0.71847016,0.60876393,"('egoistic', 'altruistic')",0.7184702,0.6087639,-0.1097063
26,0.8596381,0.73457223,"('hardhearted', 'benevolent')",0.8596381,0.7345722,-0.1250659
27,1.445307,1.3079911,"('hardhearted', 'softhearted')",1.445307,1.3079911,-0.1373159
28,1.1777977,1.0069176,"('disloyal', 'loyal')",1.1777977,1.0069176,-0.1708801
29,-0.12726726,-0.34641433,"('unfair', 'fair')",-0.1272673,-0.3464143,-0.219147
30,1.1195503,1.0955956,"('intolerant', 'tolerant')",1.1195503,1.0955956,-0.0239547
31,-1.3238509,-1.3391306,"('evil', 'good')",-1.3238509,-1.3391306,-0.0152797
32,1.0764618,0.93508464,"('unkind', 'kind')",1.0764618,0.9350846,-0.1413772
33,-0.39501837,-0.47319382,"('wrong', 'right')",-0.3950184,-0.4731938,-0.0781754
34,4.783043,4.781672,"('mean', 'honorable')",4.7830429,4.781672,-0.0013709
35,-0.40350428,-0.6696078,"('corrupt', 'incorrupt')",-0.4035043,-0.6696078,-0.2661035
36,-0.64155626,-0.79657257,"('hostile', 'amicable')",-0.6415563,-0.7965726,-0.1550163
37,1.0367026,0.89446443,"('fake', 'genuine')",1.0367026,0.8944644,-0.1422382
38,0.013992637,-0.15289813,"('untruthful', 'truthful')",0.0139926,-0.1528981,-0.1668907
39,0.664179,0.6122396,"('exploitative', 'cooperative')",0.664179,0.6122396,-0.0519394
40,-1.6519058,-1.7986921,"('stingy', 'generous')",-1.6519058,-1.7986921,-0.1467863
41,0.024763547,-0.075172946,"('unforgiving', 'forgiving')",0.0247635,-0.0751729,-0.0999364
42,-2.8821175,-2.753273,"('unreliable', 'reliable')",-2.8821175,-2.753273,0.1288445
43,1.2078581,1.0951028,"('irresponsible', 'responsible')",1.2078581,1.0951028,-0.1127553
44,-1.4001682,-1.1476316,"('prejudiced', 'unprejudiced')",-1.4001682,-1.1476316,0.2525366
45,0.084867045,-0.020644743,"('incompetent', 'competent')",0.084867,-0.0206447,-0.1055117
46,-1.2771851,-1.1583525,"('uncompetitive', 'competitive')",-1.2771851,-1.1583525,0.1188326
47,5.477435,5.4903593,"('stupid', 'smart')",5.4774351,5.4903593,0.0129242
48,0.48304543,0.38669884,"('unintelligent', 'intelligent')",0.4830454,0.3866988,-0.0963466
49,0.07445601,0.1572535,"('unable', 'able')",0.074456,0.1572535,0.0827975
50,-0.51283437,-0.5299989,"('clumsy', 'skillful')",-0.5128344,-0.5299989,-0.0171645
51,0.08868051,0.05841926,"('uneducated', 'educated')",0.0886805,0.0584193,-0.0302612
52,-0.24602361,-0.3895048,"('irrational', 'rational')",-0.2460236,-0.3895048,-0.1434812
53,-0.09190923,-0.18056399,"('uncreative', 'creative')",-0.0919092,-0.180564,-0.0886548
54,0.9522264,0.98791724,"('incapable', 'capable')",0.9522264,0.9879172,0.0356908
55,0.6430413,0.69201684,"('incompetent', 'clever')",0.6430413,0.6920168,0.0489755
56,0.5836272,0.47082028,"('impractical', 'practical')",0.5836272,0.4708203,-0.1128069
57,-2.9174278,-2.9085338,"('unimaginative', 'imaginative')",-2.9174278,-2.9085338,0.008894
58,0.21768558,0.13009484,"('undiscriminating', 'discriminating')",0.2176856,0.1300948,-0.0875908
59,0.33703655,0.17899308,"('foolish', 'wise')",0.3370366,0.1789931,-0.1580435
60,0.4276661,0.49173748,"('inefficient', 'efficient')",0.4276661,0.4917375,0.0640714
61,0.3582155,0.199307,"('illogical', 'logical')",0.3582155,0.199307,-0.1589085
62,0.4744102,0.5315583,"('incompetent', 'brilliant')",0.4744102,0.5315583,0.0571481
63,0.29572007,0.17886095,"('unperceptive', 'insightful')",0.2957201,0.1788609,-0.1168592
64,-6.6991067,-6.706439,"('shy', 'confident')",-6.6991067,-6.706439,-0.0073323
65,0.13715911,0.24936397,"('insecure', 'secure')",0.1371591,0.249364,0.1122049
66,-0.18730326,-0.28050843,"('inactive', 'active')",-0.1873033,-0.2805084,-0.0932051
67,-0.28811517,-0.22015049,"('doubtful', 'determined')",-0.2881152,-0.2201505,0.0679647
68,-0.86968374,-0.8515136,"('dependent', 'independent')",-0.8696837,-0.8515136,0.0181701
69,-1.7760062,-1.9214396,"('lazy', 'industrious')",-1.7760062,-1.9214396,-0.1454334
70,0.67136717,0.7673789,"('lethargic', 'energetic')",0.6713672,0.7673789,0.0960117
71,0.68525136,0.63816714,"('diffident', 'self-confident')",0.6852514,0.6381671,-0.0470843
72,0.4045947,0.5398231,"('unambitious', 'ambitious')",0.4045947,0.5398231,0.1352284
73,-2.939324,-2.9157183,"('helpless', 'self-reliant')",-2.9393239,-2.9157183,0.0236056
74,-0.037234172,-0.21059172,"('undedicated', 'dedicated')",-0.0372342,-0.2105917,-0.1733575
75,-0.87806904,-0.8152327,"('meek', 'impulsive')",-0.878069,-0.8152327,0.0628363
76,0.51659304,0.686524,"('anxious', 'daring')",0.516593,0.686524,0.169931
77,-1.2060934,-1.1203892,"('unmotivated', 'motivated')",-1.2060934,-1.1203892,0.0857042
78,-0.48158816,-0.57141644,"('nonresilient', 'resilient')",-0.4815882,-0.5714164,-0.0898282
79,0.24051963,0.084389366,"('wavering', 'unwavering')",0.2405196,0.0843894,-0.1561302
80,-0.5080609,-0.4731662,"('dominated', 'dominating')",-0.5080609,-0.4731662,0.0348947
81,-0.5517744,-0.39988697,"('submissive', 'aggressive')",-0.5517744,-0.399887,0.1518874
82,6.131986,6.2399116,"('poor', 'rich')",6.1319861,6.2399116,0.1079255
83,-0.15951727,-0.15050863,"('powerless', 'powerful')",-0.1595173,-0.1505086,0.0090087
84,0.58096886,0.63681185,"('inferior', 'superior')",0.5809689,0.6368119,0.055843
85,-0.051364213,-0.20794253,"('insignificant', 'prestigious')",-0.0513642,-0.2079425,-0.1565783
86,0.65944844,0.38941428,"('uninfluential', 'influential')",0.6594484,0.3894143,-0.2700341
87,-0.6564771,-0.5527767,"('unsuccessful', 'successful')",-0.6564771,-0.5527767,0.1037004
88,0.057016082,0.11246303,"('low', 'eminent')",0.0570161,0.112463,0.0554469
