,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.16316694,0.008183934,"('unsociable', 'sociable')",-0.25075725,-0.42067826,-0.0437952,-0.2062472,-0.162452
1,-1.1764475,-1.3457785,"('unfriendly', 'friendly')",1.7938344,1.7001057,0.3086935,0.1771636,-0.1315299
2,0.5089001,0.55922514,"('unlikable', 'likable')",0.14659889,0.18981144,0.3277495,0.3745183,0.0467688
3,-0.45264405,-0.32802805,"('repellent', 'pleasant')",-0.10206787,-0.07040395,-0.277356,-0.199216,0.07814
4,0.15613577,0.018921688,"('disliked', 'liked')",-6.289882,-6.3985043,-3.0668733,-3.1897912,-0.1229179
5,-1.1572876,-1.1599773,"('distant', 'outgoing')",-0.25957382,-0.27846092,-0.7084307,-0.7192191,-0.0107884
6,-1.1763855,-1.124179,"('distant', 'open')",0.24196613,0.17741895,-0.4672097,-0.47338,-0.0061703
7,-0.08922425,-0.06988539,"('insensitive', 'sensitive')",0.58457357,0.567229,0.2476747,0.2486718,0.0009971
8,-0.2216471,-0.3114569,"('unaffectionate', 'affectionate')",1.239825,1.1386046,0.5090889,0.4135739,-0.095515
9,-0.25430351,-0.38699085,"('unaffectionate', 'caring')",1.1656995,1.119942,0.455698,0.3664756,-0.0892224
10,0.25409523,0.224542,"('unsympathetic', 'sympathetic')",-0.093718834,-0.16549206,0.0801882,0.029525,-0.0506632
11,-0.43783742,-0.45766154,"('unhelpful', 'helpful')",1.6202704,1.6633394,0.5912164,0.6028389,0.0116225
12,-0.09261718,-0.0624535,"('unsupportive', 'supportive')",-1.7527429,-1.7395177,-0.92268,-0.9009856,0.0216944
13,0.4461125,0.43289688,"('impolite', 'polite')",-0.6184376,-0.6330913,-0.0861625,-0.1000972,-0.0139347
14,0.47685045,0.3736916,"('antisocial', 'social')",-0.46140197,-0.5430458,0.0077242,-0.0846771,-0.0924013
15,-0.3317888,-0.44350913,"('boring', 'funny')",0.5996073,0.556795,0.1339092,0.0566429,-0.0772663
16,-1.0304011,-0.9682337,"('unpopular', 'popular')",0.13744342,0.19794282,-0.4464788,-0.3851454,0.0613334
17,-0.20634055,-0.16060016,"('nasty', 'nice')",-0.23276597,-0.17242262,-0.2195533,-0.1665114,0.0530419
18,-1.1057222,-1.0126762,"('disagreeable', 'welcoming')",-0.47495162,-0.4908312,-0.7903369,-0.7517537,0.0385832
19,-0.47242537,-0.40205476,"('inhospitable', 'hospitable')",0.16463746,0.24223223,-0.1538939,-0.0799113,0.0739826
20,0.19719309,0.22217423,"('rough', 'thoughtful')",1.3257761,1.2938278,0.7614846,0.758001,-0.0034836
21,0.2191889,0.28611428,"('immoral', 'moral')",-0.7029732,-0.6639891,-0.2418921,-0.1889374,0.0529547
22,-0.0052036163,-0.045654863,"('untrustworthy', 'trustworthy')",-0.96859884,-1.0716755,-0.4869012,-0.5586652,-0.071764
23,-0.63381594,-0.6898439,"('insincere', 'sincere')",5.4713707,5.4060698,2.4187775,2.3581128,-0.0606647
24,-0.044492975,-0.08320899,"('dishonest', 'honest')",0.7620772,0.6793407,0.3587921,0.2980659,-0.0607262
25,0.1459918,0.12417874,"('egoistic', 'altruistic')",1.5238998,1.5633589,0.8349458,0.8437688,0.008823
26,0.13825846,-0.011469744,"('hardhearted', 'benevolent')",2.0384715,2.0298996,1.088365,1.0092149,-0.0791501
27,-0.12776332,-0.07918983,"('hardhearted', 'softhearted')",1.6680479,1.5783901,0.7701423,0.7496002,-0.0205421
28,0.4091161,0.16767567,"('disloyal', 'loyal')",1.0632911,0.9277268,0.7362036,0.5477012,-0.1885024
29,-0.20970875,-0.2792114,"('unfair', 'fair')",-0.26110262,-0.40548396,-0.2354057,-0.3423477,-0.106942
30,0.9966894,0.929825,"('intolerant', 'tolerant')",1.2788867,1.2396407,1.1377881,1.0847329,-0.0530552
31,-1.1693747,-1.1206132,"('evil', 'good')",-0.7269865,-0.7330711,-0.9481806,-0.9268422,0.0213384
32,-0.19051445,-0.26150948,"('unkind', 'kind')",0.70562595,0.57643956,0.2575558,0.157465,-0.1000908
