,keycorp_male,keycorp_female,tuple,average_male,average_female,female-male
0,-0.3265218,-0.3402664,"('unsociable', 'sociable')",-0.3265218,-0.3402664,-0.0137446
1,1.1395892,0.9153246,"('unfriendly', 'friendly')",1.1395892,0.9153246,-0.2242646
2,1.2245232,1.2693855,"('unlikable', 'likable')",1.2245232,1.2693855,0.0448623
3,0.11418849,0.29893973,"('repellent', 'pleasant')",0.1141885,0.2989397,0.1847512
4,-3.407929,-3.7319036,"('disliked', 'liked')",-3.4079289,-3.7319036,-0.3239747
5,-0.023283064,-0.14692011,"('distant', 'outgoing')",-0.0232831,-0.1469201,-0.123637
6,-0.39274544,-0.48224,"('distant', 'open')",-0.3927454,-0.48224,-0.0894946
7,0.9252,0.8950362,"('insensitive', 'sensitive')",0.9252,0.8950362,-0.0301638
8,0.53510165,0.3833952,"('unaffectionate', 'affectionate')",0.5351017,0.3833952,-0.1517065
9,1.0227302,0.9307186,"('unaffectionate', 'caring')",1.0227302,0.9307186,-0.0920116
10,-0.5046079,-0.36400354,"('unsympathetic', 'sympathetic')",-0.5046079,-0.3640035,0.1406044
11,1.6501288,1.7770121,"('unhelpful', 'helpful')",1.6501288,1.7770121,0.1268833
12,-0.33770195,-0.32818314,"('unsupportive', 'supportive')",-0.3377019,-0.3281831,0.0095188
13,-0.35797274,-0.27749044,"('impolite', 'polite')",-0.3579727,-0.2774904,0.0804823
14,0.53747773,0.55579567,"('antisocial', 'social')",0.5374777,0.5557957,0.018318
15,0.7265012,0.52816385,"('boring', 'funny')",0.7265012,0.5281639,-0.1983373
16,-0.2742088,-0.24834429,"('unpopular', 'popular')",-0.2742088,-0.2483443,0.0258645
17,-0.7652683,-0.706555,"('nasty', 'nice')",-0.7652683,-0.706555,0.0587133
18,-0.086098604,-0.033582855,"('disagreeable', 'welcoming')",-0.0860986,-0.0335829,0.0525157
19,-0.7657013,-0.81983256,"('inhospitable', 'hospitable')",-0.7657013,-0.8198326,-0.0541313
20,-0.125536,-0.051365905,"('rough', 'thoughtful')",-0.125536,-0.0513659,0.0741701
21,-0.3820482,-0.13869494,"('immoral', 'moral')",-0.3820482,-0.1386949,0.2433533
22,-0.11518336,-0.120802075,"('untrustworthy', 'trustworthy')",-0.1151834,-0.1208021,-0.0056187
23,3.2754273,3.3869493,"('insincere', 'sincere')",3.2754273,3.3869493,0.111522
24,0.61480284,0.6393913,"('dishonest', 'honest')",0.6148028,0.6393913,0.0245885
25,0.47715047,0.38699108,"('egoistic', 'altruistic')",0.4771505,0.3869911,-0.0901594
26,1.1803652,0.8411829,"('hardhearted', 'benevolent')",1.1803652,0.8411829,-0.3391823
27,0.6157815,0.64386076,"('hardhearted', 'softhearted')",0.6157815,0.6438608,0.0280793
28,0.7314171,0.53361934,"('disloyal', 'loyal')",0.7314171,0.5336193,-0.1977978
29,-0.4450791,-0.49549714,"('unfair', 'fair')",-0.4450791,-0.4954971,-0.050418
30,0.45849523,0.5827536,"('intolerant', 'tolerant')",0.4584952,0.5827536,0.1242584
31,-1.2351687,-1.4179714,"('evil', 'good')",-1.2351687,-1.4179714,-0.1828027
32,0.6025003,0.547628,"('unkind', 'kind')",0.6025003,0.547628,-0.0548723
33,0.54989165,0.44811487,"('wrong', 'right')",0.5498917,0.4481149,-0.1017768
34,2.3569765,2.6123438,"('mean', 'honorable')",2.3569765,2.6123438,0.2553673
35,-1.03007,-1.2945336,"('corrupt', 'incorrupt')",-1.0300699,-1.2945336,-0.2644637
36,-0.63557076,-0.8304471,"('hostile', 'amicable')",-0.6355708,-0.8304471,-0.1948763
37,-0.14363098,-0.2540359,"('fake', 'genuine')",-0.143631,-0.2540359,-0.1104049
