,illegal_male,illegal_female,tuple,average_male,average_female,female-male
0,0.13742407,-0.12096712,"('unsociable', 'sociable')",0.1374241,-0.1209671,-0.2583912
1,1.2722456,1.4208784,"('unfriendly', 'friendly')",1.2722456,1.4208784,0.1486328
2,-0.25881153,-0.17952219,"('unlikable', 'likable')",-0.2588115,-0.1795222,0.0792893
3,1.1694802,1.0235138,"('repellent', 'pleasant')",1.1694802,1.0235138,-0.1459664
4,-7.387728,-7.431001,"('disliked', 'liked')",-7.3877282,-7.4310012,-0.043273
5,-0.9021521,-0.587656,"('distant', 'outgoing')",-0.9021521,-0.587656,0.3144961
6,-0.51078594,-0.23578197,"('distant', 'open')",-0.5107859,-0.235782,0.2750039
7,1.0508171,1.0447689,"('insensitive', 'sensitive')",1.0508171,1.0447689,-0.0060482
8,0.9822829,1.1173066,"('unaffectionate', 'affectionate')",0.9822829,1.1173066,0.1350237
9,1.5891204,1.7821033,"('unaffectionate', 'caring')",1.5891204,1.7821033,0.1929829
10,1.1007152,1.0387464,"('unsympathetic', 'sympathetic')",1.1007152,1.0387464,-0.0619688
11,1.9628326,2.0303204,"('unhelpful', 'helpful')",1.9628326,2.0303204,0.0674878
12,-1.802683,-1.6233503,"('unsupportive', 'supportive')",-1.802683,-1.6233503,0.1793327
13,0.07496149,-0.10859635,"('impolite', 'polite')",0.0749615,-0.1085963,-0.1835578
14,-0.116415486,-0.4048301,"('antisocial', 'social')",-0.1164155,-0.4048301,-0.2884146
15,0.050084647,0.08562754,"('boring', 'funny')",0.0500846,0.0856275,0.0355429
16,-1.1929259,-1.1021886,"('unpopular', 'popular')",-1.1929259,-1.1021886,0.0907373
17,-1.5926143,-1.4511632,"('nasty', 'nice')",-1.5926143,-1.4511632,0.1414511
18,-0.7042315,-0.6514746,"('disagreeable', 'welcoming')",-0.7042315,-0.6514746,0.0527569
19,-0.93940383,-0.6237731,"('inhospitable', 'hospitable')",-0.9394038,-0.6237731,0.3156307
20,0.05042404,-0.037445165,"('rough', 'thoughtful')",0.050424,-0.0374452,-0.0878692
