,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3345909,-0.51570666,"('unsociable', 'sociable')",0.55838144,0.3716369,-0.4639782,-0.58629954,-0.0800626,-0.2434564,-0.1633938
1,-1.1092006,-1.1982225,"('unfriendly', 'friendly')",-0.45461267,-0.5238103,1.3681061,1.2942536,-0.0652357,-0.1425931,-0.0773574
2,1.1550641,1.2017353,"('unlikable', 'likable')",1.8205585,1.911994,0.9371445,1.0578772,1.3042557,1.3905355,0.0862798
3,0.11433055,0.17035376,"('repellent', 'pleasant')",0.95581424,1.0205309,0.4757186,0.50025666,0.5152878,0.5637138,0.048426
4,-0.20074977,-0.29075587,"('disliked', 'liked')",-0.17832334,-0.29510555,-6.090202,-6.12367,-2.156425,-2.2365106,-0.0800856
5,-1.0717537,-0.9214695,"('distant', 'outgoing')",-2.271151,-2.072611,-0.4469839,-0.3634463,-1.2632962,-1.1191756,0.1441206
6,-1.3603104,-1.210918,"('distant', 'open')",-2.6167934,-2.4086306,-0.18333194,-0.12669964,-1.3868119,-1.2487494,0.1380625
7,0.22787277,0.19325371,"('insensitive', 'sensitive')",0.25959542,0.3162083,0.3444988,0.39483488,0.2773223,0.3014323,0.02411
8,-0.8302308,-0.90870744,"('unaffectionate', 'affectionate')",-0.24819854,-0.24346682,0.6186717,0.60252905,-0.1532525,-0.1832151,-0.0299626
9,-0.8576855,-0.9491673,"('unaffectionate', 'caring')",-0.15220633,-0.17156255,1.1076343,1.1232952,0.0325808,0.0008551,-0.0317257
10,-0.6125365,-0.72114956,"('unsympathetic', 'sympathetic')",0.34447077,0.3902381,-0.46304277,-0.45461556,-0.2437028,-0.2618423,-0.0181395
11,0.6847298,0.58743155,"('unhelpful', 'helpful')",0.71269375,0.70392424,2.1214993,2.1621006,1.1729743,1.1511521,-0.0218222
12,0.31273797,0.3746577,"('unsupportive', 'supportive')",0.68223983,0.85567796,-1.8858291,-1.8025881,-0.2969504,-0.1907508,0.1061996
13,0.27872995,0.24749681,"('impolite', 'polite')",0.16520406,0.13231075,-0.3144759,-0.2862035,0.0431527,0.0312014,-0.0119513
14,0.6741196,0.60487795,"('antisocial', 'social')",1.8165072,1.7992808,-0.21497433,-0.28630397,0.7585508,0.7059515,-0.0525993
15,0.5823107,0.473123,"('boring', 'funny')",-0.50693446,-0.6223218,0.87627363,0.7958291,0.3172166,0.2155434,-0.1016732
16,-0.059105065,-0.115065366,"('unpopular', 'popular')",-0.046194293,-0.09306318,0.8419879,0.8103224,0.2455629,0.2007313,-0.0448316
17,-0.082012296,-0.007884417,"('nasty', 'nice')",-0.3430465,-0.32277334,-0.014915448,-0.04783158,-0.1466581,-0.1261631,0.020495
18,-0.44135314,-0.46916682,"('disagreeable', 'welcoming')",-0.59970754,-0.46634558,-0.46833625,-0.46868706,-0.5031323,-0.4680665,0.0350658
19,-0.45486322,-0.4240715,"('inhospitable', 'hospitable')",-1.5154022,-1.5641575,-0.21646906,-0.117299974,-0.7289115,-0.701843,0.0270685
20,0.52573514,0.5452956,"('rough', 'thoughtful')",1.3991426,1.4597551,1.1159453,1.0912102,1.0136077,1.032087,0.0184793
21,0.9853077,0.8966513,"('immoral', 'moral')",0.9276265,0.9403075,-0.5088233,-0.47266126,0.468037,0.4547659,-0.0132711
22,0.43735293,0.35843837,"('untrustworthy', 'trustworthy')",0.5936422,0.5791741,-0.92151135,-0.96431816,0.0364946,-0.0089019,-0.0453965
23,-0.11037916,-0.19682622,"('insincere', 'sincere')",0.6747147,0.67113245,5.7999067,5.6753407,2.121414,2.0498823,-0.0715317
24,-0.2831895,-0.32702032,"('dishonest', 'honest')",-0.18648066,-0.062724166,0.55760473,0.57449013,0.0293115,0.0615819,0.0322704
25,-0.34562463,-0.3853866,"('egoistic', 'altruistic')",-0.15495968,-0.22044194,1.4050093,1.325152,0.301475,0.2397745,-0.0617005
26,-0.16269627,-0.21463744,"('hardhearted', 'benevolent')",1.2501571,1.2639817,1.6594774,1.581345,0.9156461,0.8768964,-0.0387497
27,-0.9160956,-0.8140269,"('hardhearted', 'softhearted')",-0.72412235,-0.64331585,0.9606738,0.9419676,-0.2265147,-0.1717917,0.054723
28,-0.1991863,-0.43230745,"('disloyal', 'loyal')",0.6277005,0.47080952,0.9221572,0.74570835,0.4502238,0.2614035,-0.1888203
29,-0.39401487,-0.41638577,"('unfair', 'fair')",-0.75842565,-0.77064276,-0.7728623,-0.91343987,-0.6417676,-0.7001561,-0.0583885
30,1.0482289,0.95117617,"('intolerant', 'tolerant')",1.0542504,1.0070578,1.3242749,1.3194,1.1422513,1.0925446,-0.0497067
31,-0.891792,-0.74150246,"('evil', 'good')",-1.5434536,-1.4704688,-1.1198305,-1.1679522,-1.1850254,-1.1266411,0.0583843
32,-0.018846683,-0.15584837,"('unkind', 'kind')",1.1659995,1.0362897,0.9907341,0.8478438,0.712629,0.576095,-0.136534
33,0.59757614,0.52739006,"('wrong', 'right')",-0.6762479,-0.67681104,-0.4602002,-0.5439134,-0.179624,-0.2311115,-0.0514875
34,-0.37909138,-0.19971278,"('mean', 'honorable')",0.20608878,0.3811692,5.814652,5.9853334,1.8805497,2.0555967,0.175047
35,-0.68810207,-0.68869555,"('corrupt', 'incorrupt')",-1.7593542,-1.778563,-0.10945697,-0.2975263,-0.8523045,-0.9215949,-0.0692904
36,-1.0197033,-1.12952,"('hostile', 'amicable')",-1.3792461,-1.5290543,0.36995852,0.15757039,-0.6763302,-0.833668,-0.1573378
37,-0.009603424,0.0033623092,"('fake', 'genuine')",-0.17810981,-0.17089662,0.10889157,0.14197151,-0.0262739,-0.0085209,0.017753
38,-0.18641318,-0.17457268,"('untruthful', 'truthful')",-0.8849848,-0.7975237,0.14116843,0.18991855,-0.3100765,-0.2607259,0.0493506
39,2.0218837,2.043744,"('exploitative', 'cooperative')",2.0515726,2.1460629,0.16659375,0.18509534,1.4133499,1.4583007,0.0449508
40,-0.39466572,-0.43111682,"('stingy', 'generous')",-0.0745469,0.015206568,-2.0638537,-2.0683897,-0.8443554,-0.8281,0.0162554
41,-0.04994978,-0.108979255,"('unforgiving', 'forgiving')",0.4331423,0.4658404,0.4291525,0.3451131,0.2707817,0.2339914,-0.0367903
42,0.62613463,0.7026464,"('unreliable', 'reliable')",0.90144974,1.0686828,-3.0914536,-2.9879248,-0.5212897,-0.4055319,0.1157578
43,0.37595853,0.4993863,"('irresponsible', 'responsible')",0.7098924,0.87223196,0.43098247,0.50283533,0.5056111,0.6248178,0.1192067
44,-0.0639632,0.053515766,"('prejudiced', 'unprejudiced')",-0.35698646,-0.31697363,-1.2764983,-1.2570659,-0.565816,-0.5068413,0.0589747
45,-0.09424573,-0.11444517,"('incompetent', 'competent')",0.56551975,0.560533,-0.35455918,-0.3799311,0.0389049,0.0220522,-0.0168527
