,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,female-male
0,-0.9367023,-0.9945005,"('unsociable', 'sociable')",-0.52749324,-0.45188737,-1.5941799,-1.6357404,-1.3424016,-1.3739535,-0.95950747,-0.8877412,-1.0720569,-1.0687646,0.0032923
1,-0.13891393,-0.118219376,"('unfriendly', 'friendly')",-0.44662476,-0.38501853,-0.9308891,-0.9367105,0.6315151,0.6064973,2.316361,2.2122128,0.2862896,0.2757524,-0.0105372
2,-0.6568927,-0.60827583,"('unlikable', 'likable')",-0.0033239312,0.10393648,0.092076585,0.18952253,0.6603621,0.72339475,0.30112448,0.37804437,0.0786693,0.1573245,0.0786552
3,-0.44878685,-0.43423656,"('repellent', 'pleasant')",-0.14855388,-0.06809898,-0.48904854,-0.44518802,-0.7246418,-0.6749259,0.09008681,0.2322959,-0.3441889,-0.2780307,0.0661582
4,0.733046,0.68413794,"('disliked', 'liked')",-0.14746833,-0.30186564,0.009920003,-0.044900313,0.78233236,0.6872817,-7.369358,-7.5219116,-1.1983056,-1.2994516,-0.101146
5,0.82721865,0.8753345,"('distant', 'outgoing')",-0.19599137,-0.21827698,0.6352422,0.6593271,0.60790205,0.5533028,0.22098464,0.14620471,0.4190712,0.4031784,-0.0158928
6,0.56798434,0.6004858,"('distant', 'open')",-0.104117736,-0.16479236,0.970229,1.0171877,1.165979,1.1017106,1.06067,0.988879,0.7321489,0.7086941,-0.0234548
7,0.18773258,0.14258689,"('insensitive', 'sensitive')",-0.5036049,-0.30701658,-0.8581335,-0.8470181,-0.7922703,-0.7211707,0.16824323,0.3197689,-0.3596066,-0.2825699,0.0770367
8,-0.3714615,-0.2865663,"('unaffectionate', 'affectionate')",-0.09801935,-0.092269935,-0.8573398,-0.80972767,0.377986,0.3445065,1.6580395,1.5719904,0.141841,0.1455866,0.0037456
9,0.574662,0.6319744,"('unaffectionate', 'caring')",-0.044279244,-0.0027968474,-0.79858667,-0.77592105,-0.080636844,-0.096038714,2.0964234,2.0209837,0.3495165,0.3556403,0.0061238
10,-0.47130558,-0.5035674,"('unsympathetic', 'sympathetic')",-0.8431116,-0.83095104,-2.1366305,-2.148029,-1.7664741,-1.762304,-0.6566032,-0.47575426,-1.174825,-1.1441212,0.0307038
11,-0.05165572,-0.04926262,"('unhelpful', 'helpful')",-0.6625178,-0.5925331,-1.3277229,-1.2734089,-1.1818799,-1.1659286,1.0505625,1.0836014,-0.4346428,-0.3995064,0.0351364
