,partridge_male,partridge_female,tuple,average_male,average_female,female-male
0,0.28821644,0.30380014,"('unsociable', 'sociable')",0.2882164,0.3038001,0.0155837
1,1.1690338,1.2037362,"('unfriendly', 'friendly')",1.1690338,1.2037362,0.0347024
2,0.6569624,0.79933935,"('unlikable', 'likable')",0.6569624,0.7993394,0.142377
3,1.158523,1.2979387,"('repellent', 'pleasant')",1.158523,1.2979387,0.1394157
4,-6.859969,-6.8050284,"('disliked', 'liked')",-6.8599691,-6.8050284,0.0549407
5,-0.5174495,-0.2960813,"('distant', 'outgoing')",-0.5174495,-0.2960813,0.2213682
6,-0.156122,-0.024255708,"('distant', 'open')",-0.156122,-0.0242557,0.1318663
7,1.5157765,1.595789,"('insensitive', 'sensitive')",1.5157765,1.595789,0.0800125
8,0.8537488,0.779918,"('unaffectionate', 'affectionate')",0.8537488,0.779918,-0.0738308
9,1.1216556,1.182589,"('unaffectionate', 'caring')",1.1216556,1.1825891,0.0609335
10,1.9329313,1.8693193,"('unsympathetic', 'sympathetic')",1.9329313,1.8693193,-0.063612
11,2.0383987,2.0699186,"('unhelpful', 'helpful')",2.0383987,2.0699186,0.0315199
12,-0.92577237,-0.8138971,"('unsupportive', 'supportive')",-0.9257724,-0.8138971,0.1118753
13,0.38213074,0.36227626,"('impolite', 'polite')",0.3821307,0.3622763,-0.0198544
14,0.4541848,0.386521,"('antisocial', 'social')",0.4541848,0.386521,-0.0676638
15,0.18740678,0.21053714,"('boring', 'funny')",0.1874068,0.2105371,0.0231303
16,-0.80292916,-0.5785874,"('unpopular', 'popular')",-0.8029292,-0.5785874,0.2243418
17,0.05917574,0.007883731,"('nasty', 'nice')",0.0591757,0.0078837,-0.051292
18,-0.2010411,-0.16598144,"('disagreeable', 'welcoming')",-0.2010411,-0.1659814,0.0350597
19,-0.33775356,-0.26414683,"('inhospitable', 'hospitable')",-0.3377536,-0.2641468,0.0736068
20,0.9892669,0.8367803,"('rough', 'thoughtful')",0.9892669,0.8367803,-0.1524866
21,0.5665629,0.66635436,"('immoral', 'moral')",0.5665629,0.6663544,0.0997915
22,0.47858498,0.4107119,"('untrustworthy', 'trustworthy')",0.478585,0.4107119,-0.0678731
23,6.4908853,6.619506,"('insincere', 'sincere')",6.4908853,6.6195059,0.1286206
24,2.2819386,2.3380358,"('dishonest', 'honest')",2.2819386,2.3380358,0.0560972
25,0.41049692,0.37285167,"('egoistic', 'altruistic')",0.4104969,0.3728517,-0.0376452
26,0.11114752,-0.007127948,"('hardhearted', 'benevolent')",0.1111475,-0.0071279,-0.1182754
27,1.5405713,1.400298,"('hardhearted', 'softhearted')",1.5405713,1.400298,-0.1402733
28,1.1479954,1.1711923,"('disloyal', 'loyal')",1.1479954,1.1711923,0.0231969
29,-0.22462603,-0.32144,"('unfair', 'fair')",-0.224626,-0.32144,-0.096814
30,1.2711408,1.2179554,"('intolerant', 'tolerant')",1.2711408,1.2179554,-0.0531854
31,-1.3169217,-1.2868298,"('evil', 'good')",-1.3169217,-1.2868298,0.0300919
32,1.4065995,1.327797,"('unkind', 'kind')",1.4065995,1.3277971,-0.0788024
33,-0.9562481,-0.75675994,"('wrong', 'right')",-0.9562481,-0.7567599,0.1994882
34,4.0855813,4.358234,"('mean', 'honorable')",4.0855813,4.3582339,0.2726526
35,-1.0682358,-1.1363413,"('corrupt', 'incorrupt')",-1.0682358,-1.1363413,-0.0681055
36,-1.1987743,-1.2353296,"('hostile', 'amicable')",-1.1987743,-1.2353296,-0.0365553
37,1.2314675,1.1575255,"('fake', 'genuine')",1.2314675,1.1575255,-0.073942
38,0.16055928,0.20536453,"('untruthful', 'truthful')",0.1605593,0.2053645,0.0448052
39,0.15331857,0.16681668,"('exploitative', 'cooperative')",0.1533186,0.1668167,0.0134981
40,-0.78863204,-0.8135747,"('stingy', 'generous')",-0.788632,-0.8135747,-0.0249427
41,0.13299155,0.024941616,"('unforgiving', 'forgiving')",0.1329916,0.0249416,-0.10805
42,-1.2124922,-1.2335048,"('unreliable', 'reliable')",-1.2124922,-1.2335048,-0.0210126
43,1.6469283,1.6222354,"('irresponsible', 'responsible')",1.6469283,1.6222354,-0.0246929
44,-1.0899686,-1.3388761,"('prejudiced', 'unprejudiced')",-1.0899686,-1.3388761,-0.2489075
45,0.9147285,0.96837324,"('incompetent', 'competent')",0.9147285,0.9683732,0.0536447
46,-0.095162295,-0.039085675,"('uncompetitive', 'competitive')",-0.0951623,-0.0390857,0.0560766
47,5.298768,5.5027027,"('stupid', 'smart')",5.298768,5.5027027,0.2039347
48,1.0760492,1.0854156,"('unintelligent', 'intelligent')",1.0760492,1.0854156,0.0093664
49,0.009637471,0.22380108,"('unable', 'able')",0.0096375,0.2238011,0.2141636
50,0.21854691,0.28241217,"('clumsy', 'skillful')",0.2185469,0.2824122,0.0638653
51,0.9972557,1.0227981,"('uneducated', 'educated')",0.9972557,1.0227981,0.0255424
52,-0.7247,-0.69044167,"('irrational', 'rational')",-0.7247,-0.6904417,0.0342583
53,0.4507904,0.48587438,"('uncreative', 'creative')",0.4507904,0.4858744,0.035084
54,1.0008589,1.1905135,"('incapable', 'capable')",1.0008589,1.1905135,0.1896546
55,1.521748,1.5192394,"('incompetent', 'clever')",1.5217479,1.5192394,-0.0025085
56,0.9911294,1.1069304,"('impractical', 'practical')",0.9911294,1.1069304,0.115801
57,-2.0124524,-1.9478605,"('unimaginative', 'imaginative')",-2.0124524,-1.9478605,0.0645919
58,0.08376107,0.06432696,"('undiscriminating', 'discriminating')",0.0837611,0.064327,-0.0194341
59,-0.047525674,0.0906696,"('foolish', 'wise')",-0.0475257,0.0906696,0.1381953
60,0.97552806,1.0743195,"('inefficient', 'efficient')",0.9755281,1.0743195,0.0987914
61,0.45290694,0.3838691,"('illogical', 'logical')",0.4529069,0.3838691,-0.0690378
62,1.9596314,2.144207,"('incompetent', 'brilliant')",1.9596314,2.144207,0.1845756
63,1.3029603,1.4964753,"('unperceptive', 'insightful')",1.3029603,1.4964753,0.193515
64,-4.910329,-4.8867946,"('shy', 'confident')",-4.9103289,-4.8867946,0.0235343
65,1.4589899,1.3651677,"('insecure', 'secure')",1.4589899,1.3651677,-0.0938222
66,-0.03300862,-0.022901433,"('inactive', 'active')",-0.0330086,-0.0229014,0.0101072
67,-0.74450314,-0.68828726,"('doubtful', 'determined')",-0.7445031,-0.6882873,0.0562158
68,-0.15986963,-0.0026727114,"('dependent', 'independent')",-0.1598696,-0.0026727,0.1571969
