,four_male,four_female,tuple,corners_male,corners_female,property_male,property_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,0.052051954,-0.17594048,"('unsociable', 'sociable')",-0.047491778,-0.23920764,-0.5941597,-0.65564924,1.1359389,1.0662761,-0.42721686,-0.56090444,0.0238245,-0.1130852,-0.1369097
1,-1.9419128,-1.9480984,"('unfriendly', 'friendly')",-0.51772606,-0.45693263,-0.052974403,-0.0010085385,0.16914085,0.14206266,2.387156,2.3461027,0.0087367,0.0164252,0.0076885
2,-0.3037165,-0.15997258,"('unlikable', 'likable')",0.59945345,0.7691877,0.78031594,0.90461063,1.6812735,1.7485669,0.44785538,0.5165014,0.6410364,0.7557788,0.1147424
3,0.7044435,0.6642935,"('repellent', 'pleasant')",-0.12568343,0.0143708475,-0.764983,-0.6172095,0.7148604,0.83886373,0.066544436,0.08919194,0.1190364,0.1979021,0.0788657
4,-0.5219282,-0.46991026,"('disliked', 'liked')",0.21666826,0.27778554,0.6917412,0.60087585,-0.58270293,-0.6632675,-7.077239,-7.121682,-1.4546922,-1.4752398,-0.0205476
5,-1.4781156,-1.3360751,"('distant', 'outgoing')",0.05988486,0.18117732,0.24142663,0.27512696,-0.7485601,-0.77286863,0.048042,0.06106873,-0.3754644,-0.3183141,0.0571503
6,-2.086468,-1.9080874,"('distant', 'open')",-0.16108243,0.04572493,0.1018764,0.173693,-0.93295443,-0.9471069,0.8364251,0.81742126,-0.4484407,-0.363671,0.0847697
7,1.6472887,1.5578747,"('insensitive', 'sensitive')",1.1091524,1.1288909,0.7769176,0.8440412,1.841122,1.9163438,1.1196741,1.0988636,1.298831,1.3092029,0.0103719
8,-0.83039355,-0.77862656,"('unaffectionate', 'affectionate')",-0.25627035,-0.16603799,0.9419767,0.9565634,-0.07152008,-0.03544735,1.165491,1.1154087,0.1898567,0.218372,0.0285153
9,-0.12902135,-0.15933678,"('unaffectionate', 'caring')",0.39948222,0.45400986,0.84845024,0.8684591,0.6917059,0.75095445,1.5497899,1.5712147,0.6720814,0.6970603,0.0249789
10,1.9501759,1.7406917,"('unsympathetic', 'sympathetic')",0.69275403,0.66659623,-0.7032827,-0.59058917,0.8287536,0.9316835,-0.19577575,-0.2338459,0.514525,0.5029072,-0.0116178
11,1.0562726,1.0361354,"('unhelpful', 'helpful')",1.0772243,1.0763702,-0.15906614,-0.12123503,1.0148296,1.064907,1.9338001,2.010029,0.9846121,1.0132414,0.0286293
12,0.27720067,0.3897056,"('unsupportive', 'supportive')",1.8435959,1.9810789,1.2016757,1.4002258,1.1639131,1.4157838,-1.7440871,-1.7228076,0.5484596,0.6927973,0.1443377
