,lam_male,lam_female,tuple,resh_male,resh_female,corp_male,corp_female,average_male,average_female,female-male
0,1.1082239,0.8902911,"('unsociable', 'sociable')",0.9616265,0.82731134,0.399596,0.16041994,0.8231488,0.6260075,-0.1971413
1,0.11892915,-0.011983433,"('unfriendly', 'friendly')",-1.1168324,-1.3445964,1.1577791,0.89384127,0.053292,-0.1542462,-0.2075382
2,1.6740198,1.6460123,"('unlikable', 'likable')",1.3600806,1.325252,0.91618514,0.97105885,1.3167619,1.3141077,-0.0026542
3,0.25200447,0.3585643,"('repellent', 'pleasant')",0.26796108,0.36334288,1.0416573,1.0568725,0.520541,0.5929265,0.0723855
4,-0.12279827,-0.1829965,"('disliked', 'liked')",-0.39136112,-0.43159282,-6.0901465,-6.0838456,-2.2014352,-2.2328116,-0.0313764
5,-1.5352919,-1.6064413,"('distant', 'outgoing')",-2.211157,-2.2898257,-1.053879,-1.112152,-1.6001094,-1.669473,-0.0693636
6,-1.7997084,-1.8280076,"('distant', 'open')",-2.717452,-2.7874784,-1.1409436,-1.224712,-1.8860346,-1.9467327,-0.0606981
7,0.6690167,0.6732496,"('insensitive', 'sensitive')",0.67362785,0.7297176,0.5298891,0.48644012,0.6241779,0.6298025,0.0056246
8,-0.06416187,-0.1251633,"('unaffectionate', 'affectionate')",-1.1871494,-1.2960916,0.5013353,0.3756773,-0.249992,-0.3485258,-0.0985338
9,0.5476545,0.4434987,"('unaffectionate', 'caring')",-1.2174363,-1.3466187,1.0485057,0.9202013,0.1262413,0.0056938,-0.1205475
10,1.0805486,1.0907142,"('unsympathetic', 'sympathetic')",1.0439079,1.0939914,-0.2225337,-0.3068502,0.6339742,0.6259518,-0.0080224
11,0.19017749,0.11329441,"('unhelpful', 'helpful')",0.41816008,0.47238952,2.3620744,2.41537,0.9901373,1.0003513,0.010214
12,1.7069249,1.7419807,"('unsupportive', 'supportive')",0.18631813,0.24271032,-1.8953187,-1.9487761,-0.0006919,0.0119716,0.0126635
13,-0.22358154,-0.29086593,"('impolite', 'polite')",0.21519807,0.23158549,-0.30790678,-0.2946518,-0.1054301,-0.1179774,-0.0125473
14,1.3293258,1.4219139,"('antisocial', 'social')",2.123527,2.2339537,0.6525195,0.571491,1.3684575,1.4091196,0.0406621
15,0.26908514,0.20861322,"('boring', 'funny')",0.42251012,0.33586437,0.25537202,0.24344656,0.3156557,0.2626414,-0.0530143
16,-1.4153892,-1.4448195,"('unpopular', 'popular')",-0.91622275,-0.8960383,0.71019787,0.648237,-0.5404713,-0.5642069,-0.0237356
