,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3372799,-1.5576967,"('unsociable', 'sociable')",-0.16474359,-0.3073208,-0.7510117,-0.9325088,-0.1814971
1,-0.35716283,-0.4148118,"('unfriendly', 'friendly')",1.5683515,1.4549956,0.6055943,0.5200919,-0.0855024
2,0.724506,0.7366453,"('unlikable', 'likable')",0.91604763,0.9405388,0.8202769,0.8385921,0.0183152
3,-0.79663485,-0.81406486,"('repellent', 'pleasant')",0.5514005,0.5925547,-0.1226172,-0.1107551,0.0118621
4,0.6541619,0.5919767,"('disliked', 'liked')",-5.8123584,-5.899519,-2.5790982,-2.6537712,-0.074673
5,0.13250044,0.25325102,"('distant', 'outgoing')",-0.25342837,-0.28820598,-0.060464,-0.0174775,0.0429865
6,0.09281613,0.18646143,"('distant', 'open')",-0.400714,-0.4722489,-0.1539489,-0.1428937,0.0110552
7,-0.61741185,-0.6525799,"('insensitive', 'sensitive')",0.039667625,0.0400763,-0.2888721,-0.3062518,-0.0173797
8,-0.2987351,-0.23934114,"('unaffectionate', 'affectionate')",0.6091231,0.5462536,0.155194,0.1534562,-0.0017378
9,-0.5734359,-0.55915713,"('unaffectionate', 'caring')",0.9098168,0.8805915,0.1681904,0.1607172,-0.0074732
10,-2.388718,-2.5894117,"('unsympathetic', 'sympathetic')",-0.96800387,-1.0219424,-1.6783609,-1.8056771,-0.1273162
11,-1.5252557,-1.5694351,"('unhelpful', 'helpful')",0.9015569,0.93450016,-0.3118494,-0.3174675,-0.0056181
12,-0.62319154,-0.62262344,"('unsupportive', 'supportive')",-1.8291183,-1.8328543,-1.2261549,-1.2277389,-0.001584
13,-1.4831448,-1.5674026,"('impolite', 'polite')",-1.3330967,-1.3677824,-1.4081208,-1.4675925,-0.0594717
14,-0.8280597,-0.950123,"('antisocial', 'social')",-0.015841674,-0.106007844,-0.4219507,-0.5280654,-0.1061147
15,0.5896993,0.5810132,"('boring', 'funny')",0.27950627,0.27340996,0.4346028,0.4272116,-0.0073912
16,0.857636,0.83822376,"('unpopular', 'popular')",0.560577,0.5224503,0.7091064,0.6803371,-0.0287693
17,0.023913957,0.07234488,"('nasty', 'nice')",-0.25188208,-0.20599769,-0.1139841,-0.0668264,0.0471577
18,-0.59199166,-0.5717465,"('disagreeable', 'welcoming')",-0.43579704,-0.5137259,-0.5138943,-0.5427362,-0.0288419
19,-0.3239113,-0.25963575,"('inhospitable', 'hospitable')",-0.16230094,-0.13015082,-0.2431061,-0.1948933,0.0482128
20,0.39804476,0.31875375,"('rough', 'thoughtful')",0.9639462,0.91471153,0.6809955,0.6167327,-0.0642628
21,-1.049688,-1.141747,"('immoral', 'moral')",-0.6124528,-0.581896,-0.8310704,-0.8618215,-0.0307511
22,-1.2026932,-1.2480294,"('untrustworthy', 'trustworthy')",-0.97731173,-1.0598491,-1.0900025,-1.1539392,-0.0639367
23,-1.4968237,-1.6498933,"('insincere', 'sincere')",4.7528753,4.655579,1.6280258,1.5028429,-0.1251829
24,-0.84278333,-0.9224399,"('dishonest', 'honest')",0.37528655,0.31400958,-0.2337484,-0.3042151,-0.0704667
25,1.3549949,1.4654843,"('egoistic', 'altruistic')",1.828525,1.873045,1.5917599,1.6692646,0.0775047
26,0.083212934,0.05403927,"('hardhearted', 'benevolent')",2.1295335,2.0611765,1.1063732,1.0576079,-0.0487653
27,-0.29456255,-0.18801613,"('hardhearted', 'softhearted')",1.1918731,1.122401,0.4486552,0.4671924,0.0185372
28,-1.4878578,-1.72129,"('disloyal', 'loyal')",0.69937265,0.58757025,-0.3942426,-0.5668598,-0.1726172
29,0.40230572,0.3463253,"('unfair', 'fair')",0.016620107,-0.07927619,0.2094629,0.1335246,-0.0759383
30,-0.9527306,-1.0595164,"('intolerant', 'tolerant')",0.61254513,0.51898116,-0.1700927,-0.2702676,-0.1001749
31,0.8478947,1.0075086,"('evil', 'good')",-0.043354437,-0.059042826,0.4022701,0.4742329,0.0719628
32,-0.53876185,-0.62909746,"('unkind', 'kind')",0.28002125,0.11752242,-0.1293703,-0.2557875,-0.1264172
33,1.1120486,1.0421633,"('wrong', 'right')",-0.3544188,-0.35981193,0.3788149,0.3411757,-0.0376392
34,-0.6316556,-0.55982834,"('mean', 'honorable')",4.778552,4.881859,2.0734482,2.1610153,0.0875671
35,1.5177248,1.528305,"('corrupt', 'incorrupt')",-0.04760823,-0.12633036,0.7350582,0.7009873,-0.0340709
36,1.2189281,1.1702251,"('hostile', 'amicable')",0.10475961,-0.020730503,0.6618438,0.5747473,-0.0870965
37,0.00018773973,-0.06042435,"('fake', 'genuine')",-0.32229385,-0.3228947,-0.1610531,-0.1916595,-0.0306064
38,-0.78167915,-0.80301046,"('untruthful', 'truthful')",-0.5274107,-0.5141217,-0.6545449,-0.6585661,-0.0040212
39,0.8315837,0.8254781,"('exploitative', 'cooperative')",0.30017096,0.32671225,0.5658773,0.5760952,0.0102179
40,0.7215052,0.6639328,"('stingy', 'generous')",-1.3131979,-1.4377764,-0.2958463,-0.3869218,-0.0910755
41,-0.73666966,-0.86810607,"('unforgiving', 'forgiving')",0.018220862,-0.11197679,-0.3592244,-0.4900414,-0.130817
42,0.30487883,0.27624232,"('unreliable', 'reliable')",-3.1519892,-3.1766014,-1.4235551,-1.4501796,-0.0266245
43,-1.490132,-1.5255654,"('irresponsible', 'responsible')",-0.049914986,-0.049134664,-0.7700235,-0.78735,-0.0173265
44,0.71237624,0.7736654,"('prejudiced', 'unprejudiced')",-1.554047,-1.5546412,-0.4208354,-0.3904879,0.0303475
45,-1.9066466,-2.099833,"('incompetent', 'competent')",-0.2821961,-0.3546754,-1.0944214,-1.2272542,-0.1328328
46,-1.4140146,-1.5747452,"('uncompetitive', 'competitive')",-1.1618117,-1.1637973,-1.2879131,-1.3692713,-0.0813582
47,-0.45456994,-0.41463974,"('stupid', 'smart')",4.6387286,4.6565866,2.0920794,2.1209733,0.0288939
48,0.39083302,0.31665313,"('unintelligent', 'intelligent')",0.9430224,0.96503764,0.6669277,0.6408454,-0.0260823
49,-0.39356002,-0.413998,"('unable', 'able')",-0.3120589,-0.27921212,-0.3528095,-0.3466051,0.0062044
50,0.48476774,0.43993768,"('clumsy', 'skillful')",-0.1791368,-0.29031023,0.1528155,0.0748137,-0.0780018
