,prey_male,prey_female,tuple,average_male,average_female,female-male
0,0.26193008,0.17992175,"('unsociable', 'sociable')",0.2619301,0.1799217,-0.0820084
1,0.7767657,0.68506956,"('unfriendly', 'friendly')",0.7767657,0.6850696,-0.0916961
2,-0.047997393,0.14498198,"('unlikable', 'likable')",-0.0479974,0.144982,0.1929794
3,0.7993533,0.8813521,"('repellent', 'pleasant')",0.7993533,0.8813521,0.0819988
4,-6.931297,-7.175321,"('disliked', 'liked')",-6.9312968,-7.1753211,-0.2440243
5,-0.7935925,-0.7758469,"('distant', 'outgoing')",-0.7935925,-0.7758469,0.0177456
6,-0.26849046,-0.3633113,"('distant', 'open')",-0.2684905,-0.3633113,-0.0948208
7,1.2642199,1.2110829,"('insensitive', 'sensitive')",1.2642199,1.2110829,-0.053137
8,0.661135,0.55598783,"('unaffectionate', 'affectionate')",0.661135,0.5559878,-0.1051472
9,1.1351242,1.1546375,"('unaffectionate', 'caring')",1.1351242,1.1546375,0.0195133
10,1.3421514,1.3013353,"('unsympathetic', 'sympathetic')",1.3421514,1.3013353,-0.0408161
11,1.6205012,1.7108408,"('unhelpful', 'helpful')",1.6205012,1.7108408,0.0903396
12,-1.6244223,-1.6412164,"('unsupportive', 'supportive')",-1.6244223,-1.6412164,-0.0167941
13,0.16992931,0.22571674,"('impolite', 'polite')",0.1699293,0.2257167,0.0557874
14,0.24106176,0.201644,"('antisocial', 'social')",0.2410618,0.201644,-0.0394178
15,0.105448134,-0.01501222,"('boring', 'funny')",0.1054481,-0.0150122,-0.1204603
16,-0.49022055,-0.46935767,"('unpopular', 'popular')",-0.4902205,-0.4693577,0.0208628
17,-0.17553796,-0.18326826,"('nasty', 'nice')",-0.175538,-0.1832683,-0.0077303
18,-0.41614383,-0.36571586,"('disagreeable', 'welcoming')",-0.4161438,-0.3657159,0.0504279
19,-1.3178118,-1.3172599,"('inhospitable', 'hospitable')",-1.3178118,-1.3172599,0.0005519
20,1.0669756,1.022497,"('rough', 'thoughtful')",1.0669756,1.0224971,-0.0444785
21,0.024897257,0.14071257,"('immoral', 'moral')",0.0248973,0.1407126,0.1158153
22,0.061139844,-0.008689046,"('untrustworthy', 'trustworthy')",0.0611398,-0.008689,-0.0698288
23,5.50664,5.6598554,"('insincere', 'sincere')",5.50664,5.6598554,0.1532154
24,1.3420742,1.2668405,"('dishonest', 'honest')",1.3420742,1.2668405,-0.0752337
25,0.33944857,0.34165817,"('egoistic', 'altruistic')",0.3394486,0.3416582,0.0022096
26,0.8645021,0.62475985,"('hardhearted', 'benevolent')",0.8645021,0.6247599,-0.2397422
27,1.656945,1.4191893,"('hardhearted', 'softhearted')",1.656945,1.4191893,-0.2377557
28,0.9831526,0.9074075,"('disloyal', 'loyal')",0.9831526,0.9074075,-0.0757451
29,-0.50859916,-0.66476285,"('unfair', 'fair')",-0.5085992,-0.6647629,-0.1561637
30,0.7859748,0.8514585,"('intolerant', 'tolerant')",0.7859748,0.8514585,0.0654837
31,-1.6343814,-1.7053875,"('evil', 'good')",-1.6343814,-1.7053875,-0.0710061
32,1.2216908,1.1286768,"('unkind', 'kind')",1.2216908,1.1286768,-0.093014
33,-0.6339774,-0.67280847,"('wrong', 'right')",-0.6339774,-0.6728085,-0.0388311
34,3.7776096,4.027554,"('mean', 'honorable')",3.7776096,4.027554,0.2499444
35,-1.3291955,-1.632713,"('corrupt', 'incorrupt')",-1.3291955,-1.632713,-0.3035175
36,-1.0857866,-1.2579122,"('hostile', 'amicable')",-1.0857866,-1.2579122,-0.1721256
37,0.87488836,0.8697066,"('fake', 'genuine')",0.8748884,0.8697066,-0.0051818
38,-0.68419486,-0.5810549,"('untruthful', 'truthful')",-0.6841949,-0.5810549,0.10314
39,0.3544153,0.3744507,"('exploitative', 'cooperative')",0.3544153,0.3744507,0.0200354
40,-1.0682479,-1.2993776,"('stingy', 'generous')",-1.0682479,-1.2993776,-0.2311297
41,0.4438372,0.37768978,"('unforgiving', 'forgiving')",0.4438372,0.3776898,-0.0661474
42,-1.311557,-1.370249,"('unreliable', 'reliable')",-1.3115571,-1.370249,-0.0586919
43,1.1083834,1.2381802,"('irresponsible', 'responsible')",1.1083834,1.2381802,0.1297968
44,-0.6833903,-0.62021095,"('prejudiced', 'unprejudiced')",-0.6833903,-0.6202109,0.0631794
45,0.37128958,0.2216044,"('incompetent', 'competent')",0.3712896,0.2216044,-0.1496852
46,0.036063127,0.01884551,"('uncompetitive', 'competitive')",0.0360631,0.0188455,-0.0172176
47,4.5108232,4.705286,"('stupid', 'smart')",4.5108232,4.705286,0.1944628
48,0.3698652,0.34574577,"('unintelligent', 'intelligent')",0.3698652,0.3457458,-0.0241194
49,-0.31853953,-0.15043084,"('unable', 'able')",-0.3185395,-0.1504308,0.1681087
50,-0.39644986,-0.3988845,"('clumsy', 'skillful')",-0.3964499,-0.3988845,-0.0024346
51,0.075950935,0.04089694,"('uneducated', 'educated')",0.0759509,0.0408969,-0.035054
52,-0.698646,-0.88847053,"('irrational', 'rational')",-0.698646,-0.8884705,-0.1898245
53,-0.063058205,-0.1348364,"('uncreative', 'creative')",-0.0630582,-0.1348364,-0.0717782
54,0.5954963,0.70277387,"('incapable', 'capable')",0.5954963,0.7027739,0.1072776
55,0.9434066,0.98856485,"('incompetent', 'clever')",0.9434066,0.9885648,0.0451582
56,0.63642275,0.6491657,"('impractical', 'practical')",0.6364228,0.6491657,0.0127429
57,-1.8348918,-1.9964317,"('unimaginative', 'imaginative')",-1.8348918,-1.9964317,-0.1615399
58,0.39904928,0.2674803,"('undiscriminating', 'discriminating')",0.3990493,0.2674803,-0.131569
59,-0.3119365,-0.3187078,"('foolish', 'wise')",-0.3119365,-0.3187078,-0.0067713
60,0.6023067,0.87503743,"('inefficient', 'efficient')",0.6023067,0.8750374,0.2727307
61,0.395546,0.23583084,"('illogical', 'logical')",0.395546,0.2358308,-0.1597152
62,0.6966431,0.8672799,"('incompetent', 'brilliant')",0.6966431,0.8672799,0.1706368
63,0.112547435,0.192021,"('unperceptive', 'insightful')",0.1125474,0.192021,0.0794736
64,-5.363001,-5.350142,"('shy', 'confident')",-5.3630009,-5.350142,0.0128589
65,0.90154225,0.9818314,"('insecure', 'secure')",0.9015422,0.9818314,0.0802892
66,0.0060582086,-0.20185259,"('inactive', 'active')",0.0060582,-0.2018526,-0.2079108
67,-0.8088864,-0.65270936,"('doubtful', 'determined')",-0.8088864,-0.6527094,0.156177
68,-0.7997773,-0.7457814,"('dependent', 'independent')",-0.7997773,-0.7457814,0.0539959
69,-2.1070783,-2.122099,"('lazy', 'industrious')",-2.1070783,-2.1220989,-0.0150206
70,1.8586243,1.7683893,"('lethargic', 'energetic')",1.8586243,1.7683893,-0.090235
71,0.4260589,0.3575123,"('diffident', 'self-confident')",0.4260589,0.3575123,-0.0685466
72,0.8275835,1.0037885,"('unambitious', 'ambitious')",0.8275835,1.0037885,0.176205
73,-2.731562,-2.7322273,"('helpless', 'self-reliant')",-2.7315619,-2.7322273,-0.0006654
74,0.2405061,0.077950135,"('undedicated', 'dedicated')",0.2405061,0.0779501,-0.162556
75,-0.9479928,-0.85349005,"('meek', 'impulsive')",-0.9479928,-0.8534901,0.0945027
76,0.9660143,1.0547128,"('anxious', 'daring')",0.9660143,1.0547128,0.0886985
77,-1.4025565,-1.1848259,"('unmotivated', 'motivated')",-1.4025565,-1.1848259,0.2177306
78,-0.8119451,-0.80479467,"('nonresilient', 'resilient')",-0.8119451,-0.8047947,0.0071504
79,-0.8415817,-0.87976754,"('wavering', 'unwavering')",-0.8415817,-0.8797675,-0.0381858
80,0.18104753,0.07347665,"('dominated', 'dominating')",0.1810475,0.0734766,-0.1075709
81,0.22168289,0.30830914,"('submissive', 'aggressive')",0.2216829,0.3083091,0.0866262
82,5.685247,5.8393693,"('poor', 'rich')",5.6852469,5.8393693,0.1541224
83,-0.32617968,-0.2766206,"('powerless', 'powerful')",-0.3261797,-0.2766206,0.0495591
84,0.36040828,0.35719717,"('inferior', 'superior')",0.3604083,0.3571972,-0.0032111
85,-1.2102106,-1.3327318,"('insignificant', 'prestigious')",-1.2102106,-1.3327318,-0.1225212
86,0.36504075,0.2536973,"('uninfluential', 'influential')",0.3650407,0.2536973,-0.1113434
87,-0.27654096,-0.31054926,"('unsuccessful', 'successful')",-0.276541,-0.3105493,-0.0340083
88,-0.070282266,-0.033518273,"('low', 'eminent')",-0.0702823,-0.0335183,0.036764
