,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.14521751,-0.3036252,"('unsociable', 'sociable')",-0.48034802,-0.65430164,-0.3127828,-0.4789634,-0.1661806
1,2.4304755,2.4246807,"('unfriendly', 'friendly')",1.5739633,1.394843,2.0022194,1.9097619,-0.0924575
2,0.36797875,0.36178282,"('unlikable', 'likable')",0.5680611,0.6557061,0.4680199,0.5087445,0.0407246
3,-0.86312234,-0.74562544,"('repellent', 'pleasant')",-0.027201582,0.013825264,-0.445162,-0.3659001,0.0792619
4,-0.7108917,-0.7497268,"('disliked', 'liked')",-6.461924,-6.4062395,-3.5864079,-3.5779831,0.0084248
5,1.0546722,1.0924354,"('distant', 'outgoing')",-0.43657234,-0.40100914,0.30905,0.3457131,0.0366631
6,0.62950206,0.6343727,"('distant', 'open')",-0.1830742,-0.18185438,0.2232139,0.2262592,0.0030453
7,0.17315307,0.19096878,"('insensitive', 'sensitive')",0.3939553,0.38456857,0.2835542,0.2877687,0.0042145
8,0.7385031,0.7521394,"('unaffectionate', 'affectionate')",0.11396215,0.0426747,0.4262326,0.3974071,-0.0288255
9,1.701827,1.7260739,"('unaffectionate', 'caring')",0.70646447,0.67917025,1.2041458,1.2026221,-0.0015237
10,-0.32118604,-0.31343836,"('unsympathetic', 'sympathetic')",-0.2303632,-0.34241968,-0.2757746,-0.327929,-0.0521544
11,0.111436576,0.081796825,"('unhelpful', 'helpful')",2.1560051,2.2053976,1.1337209,1.1435972,0.0098763
12,1.6985536,1.7957301,"('unsupportive', 'supportive')",-1.4552598,-1.4311454,0.1216469,0.1822923,0.0606454
13,-0.63901126,-0.76024806,"('impolite', 'polite')",-0.2581945,-0.30026418,-0.4486029,-0.5302562,-0.0816533
14,-0.8424634,-0.94757867,"('antisocial', 'social')",-0.9320405,-0.91848564,-0.887252,-0.9330322,-0.0457802
15,-0.10990892,-0.23927161,"('boring', 'funny')",0.05657442,0.10644132,-0.0266673,-0.0664151,-0.0397478
16,-0.43076319,-0.38463336,"('unpopular', 'popular')",0.5127548,0.48889732,0.0409958,0.052132,0.0111362
17,-1.029079,-0.93933356,"('nasty', 'nice')",-0.5426621,-0.39754197,-0.7858706,-0.6684378,0.1174328
18,0.06775626,-0.011007659,"('disagreeable', 'welcoming')",-0.5404504,-0.55866456,-0.2363471,-0.2848361,-0.048489
19,0.36296004,0.38406062,"('inhospitable', 'hospitable')",-0.023666456,0.013523294,0.1696468,0.198792,0.0291452
20,-0.08060158,-0.023824096,"('rough', 'thoughtful')",1.1752025,1.1295981,0.5473005,0.552887,0.0055865
21,0.12304094,0.035572354,"('immoral', 'moral')",-0.48800927,-0.502405,-0.1824842,-0.2334163,-0.0509321
22,-0.75781703,-0.88497317,"('untrustworthy', 'trustworthy')",-1.2606094,-1.2379866,-1.0092132,-1.0614798,-0.0522666
23,1.2094127,1.1915141,"('insincere', 'sincere')",6.0587983,5.9760714,3.6341054,3.5837927,-0.0503127
24,1.064212,1.0190048,"('dishonest', 'honest')",1.2942231,1.2392454,1.1792176,1.1291251,-0.0500925
25,0.6526301,0.6372368,"('egoistic', 'altruistic')",1.2727273,1.245552,0.9626787,0.9413943,-0.0212844
26,2.022226,2.029444,"('hardhearted', 'benevolent')",1.3255416,1.2174059,1.6738839,1.623425,-0.0504589
27,0.07232172,0.21212167,"('hardhearted', 'softhearted')",1.0405322,1.0410722,0.556427,0.6265969,0.0701699
28,0.3463658,0.28303513,"('disloyal', 'loyal')",1.0077144,0.8972206,0.6770401,0.5901279,-0.0869122
29,-0.87880415,-0.9696198,"('unfair', 'fair')",-0.40235728,-0.5109355,-0.6405807,-0.7402776,-0.0996969
30,0.48811954,0.42967126,"('intolerant', 'tolerant')",1.1371063,1.0626484,0.8126129,0.7461599,-0.066453
31,0.11458288,0.14471868,"('evil', 'good')",-1.6334323,-1.6733202,-0.7594247,-0.7643008,-0.0048761
32,0.923366,0.9625314,"('unkind', 'kind')",1.1025499,0.99953306,1.0129579,0.9810323,-0.0319256
33,1.7025504,1.599443,"('wrong', 'right')",-0.5162327,-0.5045156,0.5931588,0.5474637,-0.0456951
34,0.32964787,0.43951833,"('mean', 'honorable')",6.0503187,6.1126704,3.1899834,3.2760944,0.086111
35,-0.39987606,-0.50306654,"('corrupt', 'incorrupt')",-0.3608231,-0.35153085,-0.3803496,-0.4272987,-0.0469491
36,-0.17281556,-0.22188327,"('hostile', 'amicable')",-0.30351055,-0.4347712,-0.2381631,-0.3283272,-0.0901641
37,-0.1023691,-0.103311054,"('fake', 'genuine')",0.28965145,0.31228954,0.0936412,0.1044892,0.010848
38,0.59637666,0.6034784,"('untruthful', 'truthful')",0.55482554,0.6493856,0.5756011,0.6264319,0.0508308
39,1.1848183,1.1682959,"('exploitative', 'cooperative')",-0.0036578304,0.053660993,0.5905802,0.6109784,0.0203982
40,-0.10418709,-0.08661401,"('stingy', 'generous')",-2.009017,-2.0799935,-1.056602,-1.0833037,-0.0267017
41,0.14852864,0.1063894,"('unforgiving', 'forgiving')",-0.20253593,-0.25370142,-0.0270036,-0.073656,-0.0466524
42,-0.23881274,-0.20327778,"('unreliable', 'reliable')",-3.0453002,-2.9649103,-1.6420565,-1.584094,0.0579625
43,0.3720774,0.37320447,"('irresponsible', 'responsible')",0.68135536,0.6689791,0.5267164,0.5210918,-0.0056246
44,-1.7536559,-1.7275584,"('prejudiced', 'unprejudiced')",-1.4625216,-1.356692,-1.6080887,-1.5421252,0.0659635
45,-1.1467218,-1.1120331,"('incompetent', 'competent')",-0.5011911,-0.5419792,-0.8239565,-0.8270062,-0.0030497
46,-0.6081207,-0.5737292,"('uncompetitive', 'competitive')",-0.30078834,-0.3806418,-0.4544545,-0.4771855,-0.022731
47,0.39169136,0.43305504,"('stupid', 'smart')",5.1089997,5.1660233,2.7503455,2.7995391,0.0491936
48,0.20835716,0.1666065,"('unintelligent', 'intelligent')",0.943933,0.8117399,0.5761451,0.4891732,-0.0869719
49,0.052927945,0.09615256,"('unable', 'able')",-0.26211026,-0.1092723,-0.1045912,-0.0065599,0.0980313
