,symptom_male,symptom_female,tuple,average_male,average_female,female-male
0,-0.5828207,-0.8843624,"('unsociable', 'sociable')",-0.5828207,-0.8843624,-0.3015417
1,-1.4160519,-1.7304733,"('unfriendly', 'friendly')",-1.4160519,-1.7304733,-0.3144214
2,-0.32148698,-0.42529517,"('unlikable', 'likable')",-0.321487,-0.4252952,-0.1038082
3,-1.1304804,-0.9477939,"('repellent', 'pleasant')",-1.1304804,-0.9477939,0.1826865
4,-1.6701386,-1.8092057,"('disliked', 'liked')",-1.6701386,-1.8092057,-0.1390671
5,-1.2725078,-1.3399444,"('distant', 'outgoing')",-1.2725078,-1.3399444,-0.0674366
6,-1.4066818,-1.4978111,"('distant', 'open')",-1.4066818,-1.4978111,-0.0911293
7,-0.554155,-0.41943517,"('insensitive', 'sensitive')",-0.554155,-0.4194352,0.1347198
8,-1.418556,-1.6736083,"('unaffectionate', 'affectionate')",-1.418556,-1.6736083,-0.2550523
9,-1.160771,-1.3758174,"('unaffectionate', 'caring')",-1.160771,-1.3758174,-0.2150464
10,-1.0153425,-1.1373402,"('unsympathetic', 'sympathetic')",-1.0153425,-1.1373402,-0.1219977
11,0.47304887,0.4399734,"('unhelpful', 'helpful')",0.4730489,0.4399734,-0.0330755
12,-0.84984475,-0.95946753,"('unsupportive', 'supportive')",-0.8498448,-0.9594675,-0.1096227
13,-0.29555884,-0.48218456,"('impolite', 'polite')",-0.2955588,-0.4821846,-0.1866258
14,-0.12674275,-0.2620636,"('antisocial', 'social')",-0.1267428,-0.2620636,-0.1353208
15,0.60537827,0.4916119,"('boring', 'funny')",0.6053783,0.4916119,-0.1137664
16,-0.6834596,-0.5814532,"('unpopular', 'popular')",-0.6834596,-0.5814532,0.1020064
17,-0.57870823,-0.5826434,"('nasty', 'nice')",-0.5787082,-0.5826434,-0.0039352
18,-0.8381116,-0.84639335,"('disagreeable', 'welcoming')",-0.8381116,-0.8463933,-0.0082817
19,-1.6614816,-1.5832527,"('inhospitable', 'hospitable')",-1.6614816,-1.5832527,0.0782289
20,0.22843608,0.16165602,"('rough', 'thoughtful')",0.2284361,0.161656,-0.0667801
21,0.54521316,0.5801052,"('immoral', 'moral')",0.5452132,0.5801052,0.034892
22,0.3047246,0.08934969,"('untrustworthy', 'trustworthy')",0.3047246,0.0893497,-0.2153749
23,0.023130568,-0.0514467,"('insincere', 'sincere')",0.0231306,-0.0514467,-0.0745773
24,-1.0826669,-1.369071,"('dishonest', 'honest')",-1.0826669,-1.369071,-0.2864041
25,-0.6895872,-0.7281669,"('egoistic', 'altruistic')",-0.6895872,-0.7281669,-0.0385797
26,0.73106027,0.36208755,"('hardhearted', 'benevolent')",0.7310603,0.3620875,-0.3689728
27,0.58185256,0.375656,"('hardhearted', 'softhearted')",0.5818526,0.375656,-0.2061966
28,-0.75373346,-0.93630433,"('disloyal', 'loyal')",-0.7537335,-0.9363043,-0.1825708
29,-0.45237085,-0.51035434,"('unfair', 'fair')",-0.4523709,-0.5103543,-0.0579834
30,-0.6521363,-0.7765574,"('intolerant', 'tolerant')",-0.6521363,-0.7765574,-0.1244211
31,-1.3658909,-1.451528,"('evil', 'good')",-1.3658909,-1.451528,-0.0856371
32,0.46589676,0.25098246,"('unkind', 'kind')",0.4658968,0.2509825,-0.2149143
33,-0.024377558,-0.09543887,"('wrong', 'right')",-0.0243776,-0.0954389,-0.0710613
34,0.41676596,0.5835948,"('mean', 'honorable')",0.416766,0.5835948,0.1668288
35,-0.26901907,-0.3330454,"('corrupt', 'incorrupt')",-0.2690191,-0.3330454,-0.0640263
36,-1.3452536,-1.3205137,"('hostile', 'amicable')",-1.3452536,-1.3205137,0.0247399
37,0.021753402,0.036436316,"('fake', 'genuine')",0.0217534,0.0364363,0.0146829
38,-0.6416559,-0.7998451,"('untruthful', 'truthful')",-0.6416559,-0.7998451,-0.1581892
39,0.22163546,0.06759015,"('exploitative', 'cooperative')",0.2216355,0.0675901,-0.1540454
40,-1.1886373,-1.3480617,"('stingy', 'generous')",-1.1886373,-1.3480617,-0.1594244
