,tenth_male,tenth_female,tuple,average_male,average_female,female-male
66,-0.009127572,-0.06275535,"('inactive', 'active')",-0.0091276,-0.0627553,-0.0536277
67,-0.5486995,-0.485708,"('doubtful', 'determined')",-0.5486995,-0.485708,0.0629915
68,-0.4797109,-0.5878469,"('dependent', 'independent')",-0.4797109,-0.5878469,-0.108136
69,-2.0299225,-1.998486,"('lazy', 'industrious')",-2.0299225,-1.998486,0.0314365
70,1.2300665,1.1466776,"('lethargic', 'energetic')",1.2300665,1.1466776,-0.0833889
71,0.8260753,0.86951244,"('diffident', 'self-confident')",0.8260753,0.8695124,0.0434371
72,0.70173806,0.81533355,"('unambitious', 'ambitious')",0.7017381,0.8153335,0.1135954
73,-2.925807,-2.9443922,"('helpless', 'self-reliant')",-2.925807,-2.9443922,-0.0185852
74,0.40655488,0.22894117,"('undedicated', 'dedicated')",0.4065549,0.2289412,-0.1776137
75,-0.7766756,-0.65677905,"('meek', 'impulsive')",-0.7766756,-0.6567791,0.1198965
76,0.93894744,0.869898,"('anxious', 'daring')",0.9389474,0.869898,-0.0690494
77,-1.7127609,-1.55679,"('unmotivated', 'motivated')",-1.7127609,-1.55679,0.1559709
78,-0.6777559,-0.7172698,"('nonresilient', 'resilient')",-0.6777559,-0.7172698,-0.0395139
79,-0.07063341,-0.08961449,"('wavering', 'unwavering')",-0.0706334,-0.0896145,-0.0189811
80,-0.2393531,-0.33492574,"('dominated', 'dominating')",-0.2393531,-0.3349257,-0.0955726
81,0.20232072,0.17843056,"('submissive', 'aggressive')",0.2023207,0.1784306,-0.0238901
82,6.367186,6.4818125,"('poor', 'rich')",6.3671861,6.4818125,0.1146264
83,-0.04640875,-0.04947236,"('powerless', 'powerful')",-0.0464088,-0.0494724,-0.0030636
84,0.5702231,0.5696454,"('inferior', 'superior')",0.5702231,0.5696454,-0.0005777
85,-0.29561168,-0.32482883,"('insignificant', 'prestigious')",-0.2956117,-0.3248288,-0.0292171
86,0.41339085,0.36070657,"('uninfluential', 'influential')",0.4133908,0.3607066,-0.0526842
87,-0.35178244,-0.2445957,"('unsuccessful', 'successful')",-0.3517824,-0.2445957,0.1071867
88,0.47208434,0.4234776,"('low', 'eminent')",0.4720843,0.4234776,-0.0486067
