,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,female-male
0,0.13891616,0.023535147,"('unsociable', 'sociable')",-0.28798375,-0.34811646,-0.50204945,-0.47487697,-0.217039,-0.2664861,-0.0494471
1,-0.20423396,-0.27118215,"('unfriendly', 'friendly')",0.91143644,0.8725662,1.3090371,1.3030498,0.6720799,0.6348113,-0.0372686
2,1.2782353,1.3623085,"('unlikable', 'likable')",1.6356906,1.6809165,0.93817216,0.96873397,1.2840327,1.3373197,0.053287
3,0.19285183,0.28118935,"('repellent', 'pleasant')",-0.88154656,-0.8033345,0.4098141,0.43531632,-0.0929602,-0.0289429,0.0640173
4,-0.34846744,-0.30946743,"('disliked', 'liked')",0.22212006,0.29261884,-7.149876,-7.1459975,-2.4254079,-2.3876154,0.0377925
5,-0.61941653,-0.6043118,"('distant', 'outgoing')",1.645597,1.7173188,0.3011053,0.2922151,0.4424286,0.4684074,0.0259788
6,-0.53572017,-0.48717675,"('distant', 'open')",1.2805133,1.3392881,0.7461917,0.7469168,0.4969949,0.5330094,0.0360145
7,0.472751,0.45221135,"('insensitive', 'sensitive')",-0.3014149,-0.21616012,0.3254807,0.5247693,0.1656056,0.2536068,0.0880012
8,-0.5446942,-0.61890554,"('unaffectionate', 'affectionate')",0.33724838,0.25415698,0.9704507,0.9751763,0.254335,0.2034759,-0.0508591
9,0.6853252,0.6856668,"('unaffectionate', 'caring')",1.1876198,1.1549447,1.4356997,1.4972199,1.1028816,1.1126105,0.0097289
10,1.164654,1.1080637,"('unsympathetic', 'sympathetic')",-2.0507092,-2.055774,0.25831673,0.46128312,-0.2092462,-0.1621424,0.0471038
11,1.5884768,1.6551946,"('unhelpful', 'helpful')",-0.40171248,-0.3780462,1.5616301,1.6555312,0.9161315,0.9775599,0.0614284
12,1.6048789,1.6966296,"('unsupportive', 'supportive')",-0.03963089,0.09948239,-1.7908765,-1.6254249,-0.0752095,0.0568957,0.1321052
13,0.76200217,0.7008708,"('impolite', 'polite')",-0.040358268,-0.04385351,-0.32689965,-0.28323746,0.1315814,0.1245933,-0.0069881
14,0.3514543,0.4095962,"('antisocial', 'social')",-0.64528084,-0.57605934,-0.35568312,-0.38069564,-0.2165032,-0.1823863,0.0341169
15,0.17883956,0.17920202,"('boring', 'funny')",1.424875,1.3897742,0.47578755,0.42100108,0.6931674,0.6633257,-0.0298417
16,-1.0928904,-1.059137,"('unpopular', 'popular')",0.082991354,0.131452,0.44315135,0.3659529,-0.1889159,-0.187244,0.0016719
