,adtalem_male,adtalem_female,tuple,global_male,global_female,education_male,education_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5893483,0.45365137,"('unsociable', 'sociable')",-0.09464921,-0.22600244,1.0042508,0.83418757,-0.30960244,-0.5143008,0.2973369,0.1368839,-0.160453
1,-2.0612652,-2.0567818,"('unfriendly', 'friendly')",1.1677068,1.2795758,-0.84954673,-0.90955657,1.3145008,1.1895679,-0.1071511,-0.1242987,-0.0171476
2,1.0746996,1.0919732,"('unlikable', 'likable')",1.5837402,1.6539816,0.71402293,0.7767551,0.99625045,1.1541966,1.0921783,1.1692266,0.0770483
3,0.08509311,0.19593112,"('repellent', 'pleasant')",-1.0661601,-0.9109154,0.6413745,0.71753204,0.21697971,0.23283806,-0.0306782,0.0588465,0.0895247
4,-0.80358016,-0.77829176,"('disliked', 'liked')",1.0199252,1.0585053,0.8028912,0.7617188,-5.3535213,-5.3951716,-1.0835712,-1.0883098,-0.0047386
5,-2.3788831,-2.2338643,"('distant', 'outgoing')",1.0965226,1.2978773,-0.5963951,-0.44631323,-0.35020766,-0.1988545,-0.5572408,-0.3952887,0.1619521
6,-2.6952286,-2.5234082,"('distant', 'open')",0.49584764,0.7113987,-1.0945033,-0.957028,-0.13838062,0.015492467,-0.8580662,-0.6883863,0.1696799
7,1.1437792,1.1363295,"('insensitive', 'sensitive')",0.045833286,0.015605516,1.3770078,1.3650631,0.45391318,0.37927148,0.7551334,0.7240674,-0.031066
8,-2.5417936,-2.5138319,"('unaffectionate', 'affectionate')",0.07934734,0.18212548,-1.2498484,-1.2440274,-0.025072496,-0.060329624,-0.9343418,-0.9090158,0.025326
9,-2.1533127,-2.1196136,"('unaffectionate', 'caring')",0.5065652,0.5823578,-0.33867782,-0.34058508,0.6501878,0.6268142,-0.3338094,-0.3127567,0.0210527
10,1.3227831,1.242666,"('unsympathetic', 'sympathetic')",-0.706505,-0.7050837,0.9551126,0.9630769,-0.07758188,-0.23829278,0.3734522,0.3155916,-0.0578606
11,0.828506,0.77710634,"('unhelpful', 'helpful')",0.327694,0.31989515,1.240366,1.2186182,2.5101688,2.4133976,1.2266836,1.1822543,-0.0444293
12,0.1235495,0.27590078,"('unsupportive', 'supportive')",1.9316564,2.169107,1.2245117,1.4169084,-1.6175337,-1.5770818,0.4155459,0.5712086,0.1556627
13,1.4583772,1.3779023,"('impolite', 'polite')",-0.21892625,-0.3335096,1.4253229,1.3307244,0.005083952,-0.09357705,0.6674645,0.570385,-0.0970795
