,screw_male,screw_female,tuple,average_male,average_female,female-male
0,-0.11802773,-0.19233885,"('unsociable', 'sociable')",-0.1180277,-0.1923389,-0.0743112
1,1.5210955,1.5899265,"('unfriendly', 'friendly')",1.5210955,1.5899265,0.068831
2,0.50816274,0.64502573,"('unlikable', 'likable')",0.5081627,0.6450257,0.136863
3,0.7223134,0.8781539,"('repellent', 'pleasant')",0.7223134,0.8781539,0.1558405
4,-7.387211,-7.480414,"('disliked', 'liked')",-7.3872108,-7.4804139,-0.0932031
5,-0.1058414,0.16286972,"('distant', 'outgoing')",-0.1058414,0.1628697,0.2687111
6,0.18431064,0.46138945,"('distant', 'open')",0.1843106,0.4613895,0.2770789
7,0.6539634,0.8618646,"('insensitive', 'sensitive')",0.6539634,0.8618646,0.2079012
8,1.2413377,1.2994624,"('unaffectionate', 'affectionate')",1.2413377,1.2994624,0.0581247
9,1.6626002,1.9063642,"('unaffectionate', 'caring')",1.6626002,1.9063642,0.243764
10,1.0554291,1.2531644,"('unsympathetic', 'sympathetic')",1.0554291,1.2531644,0.1977353
11,1.8936443,1.9771539,"('unhelpful', 'helpful')",1.8936443,1.9771539,0.0835096
12,-1.5621704,-1.4940706,"('unsupportive', 'supportive')",-1.5621704,-1.4940706,0.0680998
13,0.28327948,0.24869743,"('impolite', 'polite')",0.2832795,0.2486974,-0.0345821
14,-0.32529813,-0.40376294,"('antisocial', 'social')",-0.3252981,-0.4037629,-0.0784648
15,0.3860756,0.29532298,"('boring', 'funny')",0.3860756,0.295323,-0.0907526
16,-0.3832168,-0.2955157,"('unpopular', 'popular')",-0.3832168,-0.2955157,0.0877011
17,-0.16999419,-0.17817089,"('nasty', 'nice')",-0.1699942,-0.1781709,-0.0081767
18,-0.5370602,-0.62258965,"('disagreeable', 'welcoming')",-0.5370602,-0.6225896,-0.0855294
19,-0.3778106,-0.14050128,"('inhospitable', 'hospitable')",-0.3778106,-0.1405013,0.2373093
20,0.58619803,0.43330157,"('rough', 'thoughtful')",0.586198,0.4333016,-0.1528964
21,-0.039868765,0.22821298,"('immoral', 'moral')",-0.0398688,0.228213,0.2680818
22,-0.64136153,-0.5808042,"('untrustworthy', 'trustworthy')",-0.6413615,-0.5808042,0.0605573
23,6.2917795,6.4771566,"('insincere', 'sincere')",6.2917795,6.4771566,0.1853771
24,1.6562707,1.8146298,"('dishonest', 'honest')",1.6562707,1.8146298,0.1583591
25,0.48937705,0.4087786,"('egoistic', 'altruistic')",0.4893771,0.4087786,-0.0805985
26,0.48077387,0.27403638,"('hardhearted', 'benevolent')",0.4807739,0.2740364,-0.2067375
27,1.6544178,1.5844817,"('hardhearted', 'softhearted')",1.6544178,1.5844817,-0.0699361
28,1.2115991,1.3376337,"('disloyal', 'loyal')",1.2115991,1.3376337,0.1260346
29,-0.36638317,-0.464881,"('unfair', 'fair')",-0.3663832,-0.464881,-0.0984978
30,0.7124474,0.8303207,"('intolerant', 'tolerant')",0.7124474,0.8303207,0.1178733
31,-1.4562597,-1.4426097,"('evil', 'good')",-1.4562597,-1.4426097,0.01365
32,1.4253052,1.3522203,"('unkind', 'kind')",1.4253052,1.3522203,-0.0730849
33,-0.26190323,-0.18869178,"('wrong', 'right')",-0.2619032,-0.1886918,0.0732114
34,4.64275,4.978887,"('mean', 'honorable')",4.6427498,4.9788871,0.3361373
35,-0.9651322,-1.0484469,"('corrupt', 'incorrupt')",-0.9651322,-1.0484469,-0.0833147
36,-0.7650817,-0.76255006,"('hostile', 'amicable')",-0.7650817,-0.7625501,0.0025316
37,1.068275,1.093222,"('fake', 'genuine')",1.068275,1.093222,0.024947
38,0.028411813,0.126788,"('untruthful', 'truthful')",0.0284118,0.126788,0.0983762
39,-0.2218349,-0.23086889,"('exploitative', 'cooperative')",-0.2218349,-0.2308689,-0.009034
40,-1.7776448,-1.9787521,"('stingy', 'generous')",-1.7776448,-1.9787521,-0.2011073
41,-0.071877316,0.034585882,"('unforgiving', 'forgiving')",-0.0718773,0.0345859,0.1064632
42,-2.2790205,-2.288873,"('unreliable', 'reliable')",-2.2790205,-2.288873,-0.0098525
43,1.1327106,1.2834039,"('irresponsible', 'responsible')",1.1327106,1.2834039,0.1506933
44,-1.1135074,-1.3161238,"('prejudiced', 'unprejudiced')",-1.1135074,-1.3161238,-0.2026164
45,0.2862826,0.441953,"('incompetent', 'competent')",0.2862826,0.441953,0.1556704
46,-0.61286616,-0.5351663,"('uncompetitive', 'competitive')",-0.6128662,-0.5351663,0.0776999
47,5.4152327,5.7493806,"('stupid', 'smart')",5.4152327,5.7493806,0.3341479
48,0.5227116,0.54648274,"('unintelligent', 'intelligent')",0.5227116,0.5464827,0.0237711
49,0.1637204,0.46566996,"('unable', 'able')",0.1637204,0.46567,0.3019496
50,-0.0018296344,-0.042353816,"('clumsy', 'skillful')",-0.0018296,-0.0423538,-0.0405242
51,0.52984,0.5551865,"('uneducated', 'educated')",0.52984,0.5551865,0.0253465
52,-0.2798582,-0.2941131,"('irrational', 'rational')",-0.2798582,-0.2941131,-0.0142549
53,0.112141475,0.21110211,"('uncreative', 'creative')",0.1121415,0.2111021,0.0989606
54,1.2338408,1.5436972,"('incapable', 'capable')",1.2338408,1.5436972,0.3098564
55,0.6030336,0.6817739,"('incompetent', 'clever')",0.6030336,0.6817739,0.0787403
56,0.5673904,0.66196513,"('impractical', 'practical')",0.5673904,0.6619651,0.0945747
57,-2.6303153,-2.5845897,"('unimaginative', 'imaginative')",-2.6303153,-2.5845897,0.0457256
58,-0.05606295,-0.051988292,"('undiscriminating', 'discriminating')",-0.056063,-0.0519883,0.0040747
59,0.16142209,0.20312063,"('foolish', 'wise')",0.1614221,0.2031206,0.0416985
60,0.8274553,0.92080414,"('inefficient', 'efficient')",0.8274553,0.9208041,0.0933488
61,0.082515195,0.060858447,"('illogical', 'logical')",0.0825152,0.0608584,-0.0216568
62,1.0865481,1.2427446,"('incompetent', 'brilliant')",1.0865481,1.2427446,0.1561965
63,0.4634164,0.6471954,"('unperceptive', 'insightful')",0.4634164,0.6471954,0.183779
64,-6.2001247,-6.1815624,"('shy', 'confident')",-6.2001247,-6.1815624,0.0185623
65,0.2906356,0.24030568,"('insecure', 'secure')",0.2906356,0.2403057,-0.0503299
66,0.059074275,0.098564774,"('inactive', 'active')",0.0590743,0.0985648,0.0394905
67,-0.2125079,-0.20013472,"('doubtful', 'determined')",-0.2125079,-0.2001347,0.0123732
68,-0.598791,-0.42713356,"('dependent', 'independent')",-0.598791,-0.4271336,0.1716574
69,-1.8983178,-1.8281145,"('lazy', 'industrious')",-1.8983178,-1.8281145,0.0702033
70,1.1630319,1.2926981,"('lethargic', 'energetic')",1.1630319,1.2926981,0.1296662
71,0.5149858,0.5989289,"('diffident', 'self-confident')",0.5149858,0.5989289,0.0839431
72,0.8844859,0.89305437,"('unambitious', 'ambitious')",0.8844859,0.8930544,0.0085685
73,-2.9851627,-3.0234056,"('helpless', 'self-reliant')",-2.9851627,-3.0234056,-0.0382429
74,0.11269692,0.05561753,"('undedicated', 'dedicated')",0.1126969,0.0556175,-0.0570794
75,-0.6383584,-0.52073675,"('meek', 'impulsive')",-0.6383584,-0.5207368,0.1176216
76,0.6186551,0.5691757,"('anxious', 'daring')",0.6186551,0.5691757,-0.0494794
77,-1.4284271,-1.1600766,"('unmotivated', 'motivated')",-1.4284271,-1.1600766,0.2683505
78,-0.6276696,-0.62393904,"('nonresilient', 'resilient')",-0.6276696,-0.623939,0.0037306
79,-0.3964508,-0.13038002,"('wavering', 'unwavering')",-0.3964508,-0.13038,0.2660708
80,-0.39358756,-0.5002128,"('dominated', 'dominating')",-0.3935876,-0.5002128,-0.1066252
81,0.093005784,0.09181569,"('submissive', 'aggressive')",0.0930058,0.0918157,-0.0011901
82,6.756967,7.0897365,"('poor', 'rich')",6.7569671,7.0897365,0.3327694
83,-0.30674258,-0.30110544,"('powerless', 'powerful')",-0.3067426,-0.3011054,0.0056372
84,0.3617334,0.4691304,"('inferior', 'superior')",0.3617334,0.4691304,0.107397
85,-1.1197717,-1.1519614,"('insignificant', 'prestigious')",-1.1197717,-1.1519614,-0.0321897
86,0.3934187,0.57470673,"('uninfluential', 'influential')",0.3934187,0.5747067,0.181288
87,0.018601503,0.1865483,"('unsuccessful', 'successful')",0.0186015,0.1865483,0.1679468
88,0.17895234,0.22936586,"('low', 'eminent')",0.1789523,0.2293659,0.0504136
