,jailhouse_male,jailhouse_female,tuple,average_male,average_female,female-male
0,1.375571,1.375489,"('unsociable', 'sociable')",1.375571,1.375489,-8.2e-05
1,-0.5629289,-0.63624734,"('unfriendly', 'friendly')",-0.5629289,-0.6362473,-0.0733184
2,-0.22217907,-0.12620741,"('unlikable', 'likable')",-0.2221791,-0.1262074,0.0959717
3,-0.42391384,-0.2616876,"('repellent', 'pleasant')",-0.4239138,-0.2616876,0.1622262
4,-3.316426,-3.4577541,"('disliked', 'liked')",-3.316426,-3.4577541,-0.1413281
5,-0.69612193,-0.8180835,"('distant', 'outgoing')",-0.6961219,-0.8180835,-0.1219616
6,-0.40000013,-0.54552597,"('distant', 'open')",-0.4000001,-0.545526,-0.1455259
7,0.3309246,0.44265953,"('insensitive', 'sensitive')",0.3309246,0.4426595,0.1117349
8,0.25518316,0.18768258,"('unaffectionate', 'affectionate')",0.2551832,0.1876826,-0.0675006
9,0.16221152,0.18390515,"('unaffectionate', 'caring')",0.1622115,0.1839052,0.0216937
10,0.59014815,0.76590633,"('unsympathetic', 'sympathetic')",0.5901482,0.7659063,0.1757581
11,0.8227613,0.9247669,"('unhelpful', 'helpful')",0.8227613,0.9247669,0.1020056
12,-0.31153533,-0.23250945,"('unsupportive', 'supportive')",-0.3115353,-0.2325094,0.0790259
13,-0.11900514,0.07951335,"('impolite', 'polite')",-0.1190051,0.0795133,0.1985184
14,0.85448605,1.0036625,"('antisocial', 'social')",0.854486,1.0036625,0.1491765
15,0.019407693,-0.10465288,"('boring', 'funny')",0.0194077,-0.1046529,-0.1240606
16,-0.3389713,-0.361496,"('unpopular', 'popular')",-0.3389713,-0.361496,-0.0225247
17,-0.42275998,-0.3395218,"('nasty', 'nice')",-0.42276,-0.3395218,0.0832382
18,-1.3744239,-1.2260067,"('disagreeable', 'welcoming')",-1.3744239,-1.2260067,0.1484172
19,-1.3347843,-1.3691949,"('inhospitable', 'hospitable')",-1.3347843,-1.3691949,-0.0344106
20,-0.9894531,-0.9577507,"('rough', 'thoughtful')",-0.9894531,-0.9577507,0.0317024
21,-0.1522997,0.07681632,"('immoral', 'moral')",-0.1522997,0.0768163,0.229116
22,-0.06495756,-0.053597048,"('untrustworthy', 'trustworthy')",-0.0649576,-0.053597,0.0113606
23,2.6513698,2.8008292,"('insincere', 'sincere')",2.6513698,2.8008292,0.1494594
24,0.3161319,0.3916153,"('dishonest', 'honest')",0.3161319,0.3916153,0.0754834
25,-0.10655416,-0.1401783,"('egoistic', 'altruistic')",-0.1065542,-0.1401783,-0.0336241
26,1.1063834,1.0763994,"('hardhearted', 'benevolent')",1.1063834,1.0763994,-0.029984
27,-0.8072043,-0.7913756,"('hardhearted', 'softhearted')",-0.8072043,-0.7913756,0.0158287
28,0.8405724,0.6133958,"('disloyal', 'loyal')",0.8405724,0.6133958,-0.2271766
29,-0.7084451,-0.7628734,"('unfair', 'fair')",-0.7084451,-0.7628734,-0.0544283
30,0.18370295,0.29581547,"('intolerant', 'tolerant')",0.1837029,0.2958155,0.1121126
31,-1.5968974,-1.6974814,"('evil', 'good')",-1.5968974,-1.6974814,-0.100584
32,0.31937885,0.40557286,"('unkind', 'kind')",0.3193789,0.4055729,0.086194
33,-0.44997782,-0.50531924,"('wrong', 'right')",-0.4499778,-0.5053192,-0.0553414
34,1.9554307,2.1730752,"('mean', 'honorable')",1.9554307,2.1730752,0.2176445
35,-1.2952875,-1.5629654,"('corrupt', 'incorrupt')",-1.2952875,-1.5629654,-0.2676779
36,-1.3561081,-1.6498489,"('hostile', 'amicable')",-1.3561081,-1.6498489,-0.2937408
37,-1.0093231,-0.882093,"('fake', 'genuine')",-1.0093231,-0.882093,0.1272301
38,0.0631281,0.02921147,"('untruthful', 'truthful')",0.0631281,0.0292115,-0.0339166
39,-0.31066754,-0.27227366,"('exploitative', 'cooperative')",-0.3106675,-0.2722737,0.0383938
40,-1.4950774,-1.5277303,"('stingy', 'generous')",-1.4950774,-1.5277303,-0.0326529
41,0.40010312,0.3563159,"('unforgiving', 'forgiving')",0.4001031,0.3563159,-0.0437872
42,-1.0340004,-0.9637887,"('unreliable', 'reliable')",-1.0340004,-0.9637887,0.0702117
