,adt_male,adt_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.44833252,-0.53163975,"('unsociable', 'sociable')",-0.063899785,-0.28616884,-0.2561162,-0.4089043,-0.1527881
1,-1.9228239,-1.909061,"('unfriendly', 'friendly')",1.3596919,1.2098806,-0.281566,-0.3495902,-0.0680242
2,0.65865,0.6804387,"('unlikable', 'likable')",0.61571103,0.58085376,0.6371805,0.6306462,-0.0065343
3,0.32837078,0.405834,"('repellent', 'pleasant')",0.7607563,0.78949475,0.5445635,0.5976644,0.0531009
4,-0.5748031,-0.6143212,"('disliked', 'liked')",-6.622863,-6.7173886,-3.5988331,-3.6658549,-0.0670218
5,-1.7186147,-1.7153834,"('distant', 'outgoing')",-0.7193017,-0.7772165,-1.2189581,-1.2463,-0.0273419
6,-1.9208227,-1.8764272,"('distant', 'open')",-0.5025718,-0.5962383,-1.2116973,-1.2363328,-0.0246355
7,0.09698087,0.14795645,"('insensitive', 'sensitive')",0.4411714,0.43253532,0.2690761,0.2902459,0.0211698
8,-1.6692297,-1.6475391,"('unaffectionate', 'affectionate')",0.52145654,0.4750277,-0.5738866,-0.5862557,-0.0123691
9,-1.6941321,-1.6320769,"('unaffectionate', 'caring')",0.85813415,0.83629733,-0.417999,-0.3978898,0.0201092
10,-0.20962447,-0.16982844,"('unsympathetic', 'sympathetic')",-0.63527274,-0.6617982,-0.4224486,-0.4158133,0.0066353
11,0.29220426,0.3009267,"('unhelpful', 'helpful')",1.2888359,1.3874229,0.7905201,0.8441748,0.0536547
12,-0.55324435,-0.41702306,"('unsupportive', 'supportive')",-2.3922372,-2.4404802,-1.4727408,-1.4287517,0.0439891
13,0.032861866,0.009160712,"('impolite', 'polite')",-1.0310589,-1.0095807,-0.4990985,-0.50021,-0.0011115
14,1.23368,1.1690559,"('antisocial', 'social')",0.20697272,0.13750066,0.7203264,0.6532783,-0.0670481
15,0.19217888,0.053482167,"('boring', 'funny')",0.14225614,0.14102553,0.1672175,0.0972538,-0.0699637
