,screamer_male,screamer_female,tuple,average_male,average_female,female-male
0,0.3373587,0.18790492,"('unsociable', 'sociable')",0.3373587,0.1879049,-0.1494538
1,-0.44422874,-0.5967904,"('unfriendly', 'friendly')",-0.4442287,-0.5967904,-0.1525617
2,-0.35686317,-0.31854957,"('unlikable', 'likable')",-0.3568632,-0.3185496,0.0383136
3,-0.7585664,-0.6379982,"('repellent', 'pleasant')",-0.7585664,-0.6379982,0.1205682
4,-3.451393,-3.543346,"('disliked', 'liked')",-3.4513929,-3.5433459,-0.091953
5,-0.73551995,-0.7385941,"('distant', 'outgoing')",-0.7355199,-0.7385941,-0.0030742
6,-1.2365012,-1.2168903,"('distant', 'open')",-1.2365012,-1.2168903,0.0196109
7,-0.11495678,0.051678024,"('insensitive', 'sensitive')",-0.1149568,0.051678,0.1666348
8,-0.25286275,-0.41750532,"('unaffectionate', 'affectionate')",-0.2528628,-0.4175053,-0.1646425
9,0.35560519,0.34999874,"('unaffectionate', 'caring')",0.3556052,0.3499987,-0.0056065
10,0.25569183,0.32932556,"('unsympathetic', 'sympathetic')",0.2556918,0.3293256,0.0736338
11,1.5710956,1.6604606,"('unhelpful', 'helpful')",1.5710956,1.6604606,0.089365
12,-0.73617625,-0.6421853,"('unsupportive', 'supportive')",-0.7361763,-0.6421853,0.093991
13,0.41892722,0.29513186,"('impolite', 'polite')",0.4189272,0.2951319,-0.1237953
14,0.15777813,0.07922374,"('antisocial', 'social')",0.1577781,0.0792237,-0.0785544
15,0.4282012,0.3158853,"('boring', 'funny')",0.4282012,0.3158853,-0.1123159
16,-0.8039842,-0.8893955,"('unpopular', 'popular')",-0.8039842,-0.8893955,-0.0854113
17,-1.3224992,-1.2856458,"('nasty', 'nice')",-1.3224992,-1.2856458,0.0368534
18,-1.2742981,-1.3081782,"('disagreeable', 'welcoming')",-1.2742981,-1.3081782,-0.0338801
19,-0.7802446,-0.60974145,"('inhospitable', 'hospitable')",-0.7802446,-0.6097414,0.1705032
20,-0.5434444,-0.58526367,"('rough', 'thoughtful')",-0.5434444,-0.5852637,-0.0418193
21,0.52874637,0.61812985,"('immoral', 'moral')",0.5287464,0.6181298,0.0893834
22,-0.48509583,-0.52326953,"('untrustworthy', 'trustworthy')",-0.4850958,-0.5232695,-0.0381737
23,2.8913505,2.9677947,"('insincere', 'sincere')",2.8913505,2.9677947,0.0764442
24,0.23726554,0.27825052,"('dishonest', 'honest')",0.2372655,0.2782505,0.040985
25,-0.43453336,-0.5952689,"('egoistic', 'altruistic')",-0.4345334,-0.5952689,-0.1607355
26,0.011287715,-0.18048926,"('hardhearted', 'benevolent')",0.0112877,-0.1804893,-0.191777
27,-0.5000537,-0.5740014,"('hardhearted', 'softhearted')",-0.5000537,-0.5740014,-0.0739477
28,0.5692773,0.5329042,"('disloyal', 'loyal')",0.5692773,0.5329042,-0.0363731
29,-0.9577867,-0.94549495,"('unfair', 'fair')",-0.9577867,-0.9454949,0.0122918
30,0.4283498,0.39427316,"('intolerant', 'tolerant')",0.4283498,0.3942732,-0.0340766
31,-2.445888,-2.4527745,"('evil', 'good')",-2.445888,-2.4527745,-0.0068865
32,1.2160528,1.2134004,"('unkind', 'kind')",1.2160528,1.2134004,-0.0026524
33,-0.44894677,-0.51366043,"('wrong', 'right')",-0.4489468,-0.5136604,-0.0647136
34,1.4766681,1.717148,"('mean', 'honorable')",1.4766681,1.7171479,0.2404798
35,-1.0854324,-1.0107232,"('corrupt', 'incorrupt')",-1.0854324,-1.0107232,0.0747092
36,-1.9016821,-1.9531845,"('hostile', 'amicable')",-1.9016821,-1.9531845,-0.0515024
37,0.06593716,0.15315318,"('fake', 'genuine')",0.0659372,0.1531532,0.087216
38,0.39453006,0.4496711,"('untruthful', 'truthful')",0.3945301,0.4496711,0.055141
39,-0.38458008,-0.29495066,"('exploitative', 'cooperative')",-0.3845801,-0.2949507,0.0896294
40,-2.9446287,-3.0047562,"('stingy', 'generous')",-2.9446287,-3.0047562,-0.0601275
41,0.083328396,0.053356525,"('unforgiving', 'forgiving')",0.0833284,0.0533565,-0.0299719
42,-1.3104615,-1.2423556,"('unreliable', 'reliable')",-1.3104615,-1.2423556,0.0681059
43,0.6511518,0.6540254,"('irresponsible', 'responsible')",0.6511518,0.6540254,0.0028736
44,-1.5370203,-1.4959667,"('prejudiced', 'unprejudiced')",-1.5370203,-1.4959667,0.0410536
45,0.07332189,0.14979236,"('incompetent', 'competent')",0.0733219,0.1497924,0.0764705
46,0.12065034,0.13286874,"('uncompetitive', 'competitive')",0.1206503,0.1328687,0.0122184
47,1.9297355,2.057715,"('stupid', 'smart')",1.9297355,2.0577149,0.1279794
48,0.31688273,0.26135078,"('unintelligent', 'intelligent')",0.3168827,0.2613508,-0.0555319
49,0.005408995,0.21030352,"('unable', 'able')",0.005409,0.2103035,0.2048945
50,-0.20099373,-0.15348506,"('clumsy', 'skillful')",-0.2009937,-0.1534851,0.0475086
