,plover_male,plover_female,tuple,average_male,average_female,female-male
0,-0.36965835,-0.49101198,"('unsociable', 'sociable')",-0.3696584,-0.491012,-0.1213536
1,-1.3329583,-1.566638,"('unfriendly', 'friendly')",-1.3329583,-1.566638,-0.2336797
2,-0.12187064,-0.10330979,"('unlikable', 'likable')",-0.1218706,-0.1033098,0.0185608
3,-0.27453503,-0.15933862,"('repellent', 'pleasant')",-0.274535,-0.1593386,0.1151964
4,-1.8832569,-1.8834301,"('disliked', 'liked')",-1.8832569,-1.8834301,-0.0001732
5,-1.7247238,-1.8355201,"('distant', 'outgoing')",-1.7247238,-1.8355201,-0.1107963
6,-1.5375892,-1.6597476,"('distant', 'open')",-1.5375892,-1.6597476,-0.1221584
7,0.06538661,0.07738082,"('insensitive', 'sensitive')",0.0653866,0.0773808,0.0119942
8,-0.5266653,-0.7078779,"('unaffectionate', 'affectionate')",-0.5266653,-0.7078779,-0.1812126
9,-0.93955576,-1.0947802,"('unaffectionate', 'caring')",-0.9395558,-1.0947802,-0.1552244
10,-0.45508242,-0.48296636,"('unsympathetic', 'sympathetic')",-0.4550824,-0.4829664,-0.027884
11,-0.23561226,-0.26345012,"('unhelpful', 'helpful')",-0.2356123,-0.2634501,-0.0278378
12,-1.1680783,-1.1921272,"('unsupportive', 'supportive')",-1.1680783,-1.1921272,-0.0240489
13,-0.019842124,-0.12714809,"('impolite', 'polite')",-0.0198421,-0.1271481,-0.107306
14,0.62719303,0.6564563,"('antisocial', 'social')",0.627193,0.6564563,0.0292633
15,0.4079473,0.25815997,"('boring', 'funny')",0.4079473,0.25816,-0.1497873
16,-0.66266656,-0.77836794,"('unpopular', 'popular')",-0.6626666,-0.7783679,-0.1157013
17,-0.1445047,-0.14724909,"('nasty', 'nice')",-0.1445047,-0.1472491,-0.0027444
18,-0.9027792,-0.87695265,"('disagreeable', 'welcoming')",-0.9027792,-0.8769526,0.0258266
19,-1.5218811,-1.5814778,"('inhospitable', 'hospitable')",-1.5218811,-1.5814778,-0.0595967
20,0.3533635,0.36259708,"('rough', 'thoughtful')",0.3533635,0.3625971,0.0092336
21,-0.49666196,-0.32041278,"('immoral', 'moral')",-0.496662,-0.3204128,0.1762492
22,0.7665087,0.6977863,"('untrustworthy', 'trustworthy')",0.7665087,0.6977863,-0.0687224
23,1.5267224,1.4510742,"('insincere', 'sincere')",1.5267224,1.4510742,-0.0756482
24,0.13566881,-0.024300303,"('dishonest', 'honest')",0.1356688,-0.0243003,-0.1599691
25,-0.22503158,-0.37185967,"('egoistic', 'altruistic')",-0.2250316,-0.3718597,-0.1468281
26,0.08468087,-0.12673888,"('hardhearted', 'benevolent')",0.0846809,-0.1267389,-0.2114198
27,0.19402704,-0.07687703,"('hardhearted', 'softhearted')",0.194027,-0.076877,-0.270904
28,-0.17213608,-0.20954423,"('disloyal', 'loyal')",-0.1721361,-0.2095442,-0.0374081
29,-0.24127299,-0.28732094,"('unfair', 'fair')",-0.241273,-0.2873209,-0.0460479
30,0.9382964,0.95536566,"('intolerant', 'tolerant')",0.9382964,0.9553657,0.0170693
31,-0.97488743,-0.91657,"('evil', 'good')",-0.9748874,-0.91657,0.0583174
32,-0.4660227,-0.6809283,"('unkind', 'kind')",-0.4660227,-0.6809283,-0.2149056
33,-0.18548404,-0.26310885,"('wrong', 'right')",-0.185484,-0.2631088,-0.0776248
34,0.87137157,0.90930563,"('mean', 'honorable')",0.8713716,0.9093056,0.037934
35,-0.10208559,-0.27250227,"('corrupt', 'incorrupt')",-0.1020856,-0.2725023,-0.1704167
36,-0.82593983,-0.8908706,"('hostile', 'amicable')",-0.8259398,-0.8908706,-0.0649308
37,0.5767541,0.5757857,"('fake', 'genuine')",0.5767541,0.5757857,-0.0009684
38,-0.5833163,-0.6465616,"('untruthful', 'truthful')",-0.5833163,-0.6465616,-0.0632453
39,0.7175915,0.7514867,"('exploitative', 'cooperative')",0.7175915,0.7514867,0.0338952
40,-0.7684158,-0.8218384,"('stingy', 'generous')",-0.7684158,-0.8218384,-0.0534226
41,0.8606279,0.87796986,"('unforgiving', 'forgiving')",0.8606279,0.8779699,0.017342
42,-0.22864206,-0.18563192,"('unreliable', 'reliable')",-0.2286421,-0.1856319,0.0430102
43,-0.33384156,-0.45731255,"('irresponsible', 'responsible')",-0.3338416,-0.4573126,-0.123471
44,0.017266292,0.08058174,"('prejudiced', 'unprejudiced')",0.0172663,0.0805817,0.0633154
45,0.53626585,0.6074038,"('incompetent', 'competent')",0.5362659,0.6074038,0.0711379
46,-0.14756896,-0.13612121,"('uncompetitive', 'competitive')",-0.147569,-0.1361212,0.0114478
47,1.7044537,1.6577079,"('stupid', 'smart')",1.7044537,1.6577079,-0.0467458
48,-0.30063933,-0.2212648,"('unintelligent', 'intelligent')",-0.3006393,-0.2212648,0.0793745
49,-0.45350364,-0.28148764,"('unable', 'able')",-0.4535036,-0.2814876,0.172016
50,-0.4730977,-0.53047484,"('clumsy', 'skillful')",-0.4730977,-0.5304748,-0.0573771
51,-0.5678624,-0.66288894,"('uneducated', 'educated')",-0.5678624,-0.6628889,-0.0950265
52,-1.0532166,-1.1058818,"('irrational', 'rational')",-1.0532166,-1.1058818,-0.0526652
53,-1.1303914,-1.307544,"('uncreative', 'creative')",-1.1303914,-1.307544,-0.1771526
54,-0.5724002,-0.71857435,"('incapable', 'capable')",-0.5724002,-0.7185743,-0.1461741
55,0.81657267,0.91072077,"('incompetent', 'clever')",0.8165727,0.9107208,0.0941481
56,0.9398587,0.97654724,"('impractical', 'practical')",0.9398587,0.9765472,0.0366885
57,-0.36120385,-0.4151132,"('unimaginative', 'imaginative')",-0.3612038,-0.4151132,-0.0539094
58,-0.10810104,-0.06614667,"('undiscriminating', 'discriminating')",-0.108101,-0.0661467,0.0419543
59,-0.45610243,-0.42130378,"('foolish', 'wise')",-0.4561024,-0.4213038,0.0347986
60,0.4052964,0.55035466,"('inefficient', 'efficient')",0.4052964,0.5503547,0.1450583
61,-0.28972775,-0.45642477,"('illogical', 'logical')",-0.2897277,-0.4564248,-0.1666971
62,0.49126694,0.599514,"('incompetent', 'brilliant')",0.4912669,0.599514,0.1082471
63,-0.32580474,-0.3088179,"('unperceptive', 'insightful')",-0.3258047,-0.3088179,0.0169868
64,-1.8346577,-1.7525057,"('shy', 'confident')",-1.8346577,-1.7525057,0.082152
65,0.5239749,0.5440836,"('insecure', 'secure')",0.5239749,0.5440836,0.0201087
66,-0.90538806,-1.0489349,"('inactive', 'active')",-0.9053881,-1.0489349,-0.1435468
67,0.009137414,0.14549378,"('doubtful', 'determined')",0.0091374,0.1454938,0.1363564
68,-0.7960474,-0.69819313,"('dependent', 'independent')",-0.7960474,-0.6981931,0.0978543
