,self_male,self_female,tuple,average_male,average_female,female-male
0,-0.53223175,-0.5647627,"('unsociable', 'sociable')",-0.5322317,-0.5647627,-0.032531
1,1.4009821,1.4022318,"('unfriendly', 'friendly')",1.4009821,1.4022318,0.0012497
2,-0.03224497,0.020331658,"('unlikable', 'likable')",-0.032245,0.0203317,0.0525767
3,0.33768538,0.39674705,"('repellent', 'pleasant')",0.3376854,0.3967471,0.0590617
4,-6.9420376,-7.1325154,"('disliked', 'liked')",-6.9420376,-7.1325154,-0.1904778
5,-0.31829187,-0.3573397,"('distant', 'outgoing')",-0.3182919,-0.3573397,-0.0390478
6,0.3721708,0.2825801,"('distant', 'open')",0.3721708,0.2825801,-0.0895907
7,0.5057635,0.5519493,"('insensitive', 'sensitive')",0.5057635,0.5519493,0.0461858
8,1.2408515,1.1656411,"('unaffectionate', 'affectionate')",1.2408515,1.1656411,-0.0752104
9,1.3882309,1.4380474,"('unaffectionate', 'caring')",1.3882309,1.4380474,0.0498165
10,0.28559157,0.32426864,"('unsympathetic', 'sympathetic')",0.2855916,0.3242686,0.038677
11,1.3552054,1.4613068,"('unhelpful', 'helpful')",1.3552054,1.4613068,0.1061014
12,-2.1662486,-2.159122,"('unsupportive', 'supportive')",-2.1662486,-2.159122,0.0071266
13,-0.6858133,-0.6676724,"('impolite', 'polite')",-0.6858133,-0.6676724,0.0181409
14,-0.35732454,-0.40992606,"('antisocial', 'social')",-0.3573245,-0.4099261,-0.0526016
15,0.30387706,0.20248555,"('boring', 'funny')",0.3038771,0.2024855,-0.1013916
16,-0.39583382,-0.38833892,"('unpopular', 'popular')",-0.3958338,-0.3883389,0.0074949
17,0.10448174,0.14132729,"('nasty', 'nice')",0.1044817,0.1413273,0.0368456
18,-0.17823294,-0.23040353,"('disagreeable', 'welcoming')",-0.1782329,-0.2304035,-0.0521706
19,-0.28842294,-0.33190596,"('inhospitable', 'hospitable')",-0.2884229,-0.331906,-0.0434831
20,0.78927845,0.7287185,"('rough', 'thoughtful')",0.7892784,0.7287185,-0.0605599
21,-0.90166026,-0.78973377,"('immoral', 'moral')",-0.9016603,-0.7897338,0.1119265
22,-0.563974,-0.6187489,"('untrustworthy', 'trustworthy')",-0.563974,-0.6187489,-0.0547749
23,6.0023413,6.1306562,"('insincere', 'sincere')",6.0023413,6.1306562,0.1283149
24,1.2377685,1.152045,"('dishonest', 'honest')",1.2377685,1.152045,-0.0857235
25,1.1302898,1.0575804,"('egoistic', 'altruistic')",1.1302898,1.0575804,-0.0727094
26,0.9130444,0.8558658,"('hardhearted', 'benevolent')",0.9130444,0.8558658,-0.0571786
27,1.6971849,1.4974377,"('hardhearted', 'softhearted')",1.6971849,1.4974377,-0.1997472
28,1.0764167,1.0688862,"('disloyal', 'loyal')",1.0764167,1.0688862,-0.0075305
29,-0.37905294,-0.5336885,"('unfair', 'fair')",-0.3790529,-0.5336885,-0.1546356
30,0.8358639,0.8715265,"('intolerant', 'tolerant')",0.8358639,0.8715265,0.0356626
31,-0.66378516,-0.76192564,"('evil', 'good')",-0.6637852,-0.7619256,-0.0981404
32,0.648764,0.61286557,"('unkind', 'kind')",0.648764,0.6128656,-0.0358984
33,-0.4157994,-0.45252812,"('wrong', 'right')",-0.4157994,-0.4525281,-0.0367287
34,4.555784,4.751705,"('mean', 'honorable')",4.5557842,4.7517052,0.195921
35,-0.07127059,-0.3149093,"('corrupt', 'incorrupt')",-0.0712706,-0.3149093,-0.2436387
36,-0.11299731,-0.20843208,"('hostile', 'amicable')",-0.1129973,-0.2084321,-0.0954348
37,1.0182939,0.9990053,"('fake', 'genuine')",1.0182939,0.9990053,-0.0192886
38,-0.23690169,-0.17050403,"('untruthful', 'truthful')",-0.2369017,-0.170504,0.0663977
39,0.38185316,0.39643368,"('exploitative', 'cooperative')",0.3818532,0.3964337,0.0145805
40,-1.2085861,-1.3814963,"('stingy', 'generous')",-1.2085861,-1.3814963,-0.1729102
41,0.01716574,-0.013900623,"('unforgiving', 'forgiving')",0.0171657,-0.0139006,-0.0310663
42,-2.6387773,-2.691974,"('unreliable', 'reliable')",-2.6387773,-2.6919739,-0.0531966
43,0.55681545,0.621486,"('irresponsible', 'responsible')",0.5568154,0.621486,0.0646706
44,-0.77115524,-0.83154464,"('prejudiced', 'unprejudiced')",-0.7711552,-0.8315446,-0.0603894
45,-0.42211574,-0.46260968,"('incompetent', 'competent')",-0.4221157,-0.4626097,-0.040494
46,-1.300545,-1.2956477,"('uncompetitive', 'competitive')",-1.300545,-1.2956477,0.0048973
47,5.0619097,5.2732987,"('stupid', 'smart')",5.0619097,5.2732987,0.211389
48,0.0039940327,0.027435035,"('unintelligent', 'intelligent')",0.003994,0.027435,0.023441
49,-0.26862365,-0.213704,"('unable', 'able')",-0.2686237,-0.213704,0.0549197
50,-0.26272345,-0.2516503,"('clumsy', 'skillful')",-0.2627234,-0.2516503,0.0110731
51,0.17481771,0.13033101,"('uneducated', 'educated')",0.1748177,0.130331,-0.0444867
52,-0.29181603,-0.42281547,"('irrational', 'rational')",-0.291816,-0.4228155,-0.1309995
53,0.16535579,0.12941653,"('uncreative', 'creative')",0.1653558,0.1294165,-0.0359393
54,0.7440399,0.77793086,"('incapable', 'capable')",0.7440399,0.7779309,0.033891
