,flowserve_male,flowserve_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6445878,-0.7813666,"('unsociable', 'sociable')",0.11208144,-0.10259353,-0.2662532,-0.4419801,-0.1757269
1,-0.6931133,-0.7980306,"('unfriendly', 'friendly')",1.7287664,1.5641598,0.5178266,0.3830646,-0.134762
2,0.4792036,0.48852512,"('unlikable', 'likable')",0.85063607,0.8716368,0.6649199,0.680081,0.0151611
3,-0.4786833,-0.37980998,"('repellent', 'pleasant')",0.3499311,0.44181606,-0.0643761,0.031003,0.0953791
4,0.38914058,0.392216,"('disliked', 'liked')",-6.210411,-6.155369,-2.9106352,-2.8815763,0.0290589
5,1.2971386,1.2473756,"('distant', 'outgoing')",-0.005355932,0.033235192,0.6458913,0.6403054,-0.0055859
6,0.75420636,0.69497085,"('distant', 'open')",-0.13364583,-0.12384392,0.3102803,0.2855635,-0.0247168
7,-0.45320314,-0.37614548,"('insensitive', 'sensitive')",0.13638493,0.13886426,-0.1584091,-0.1186406,0.0397685
8,-1.3245676,-1.3389655,"('unaffectionate', 'affectionate')",0.73409003,0.71068776,-0.2952388,-0.3141389,-0.0189001
9,-0.51900417,-0.5424459,"('unaffectionate', 'caring')",1.3059584,1.3143046,0.3934771,0.3859293,-0.0075478
10,-1.5752198,-1.6016371,"('unsympathetic', 'sympathetic')",-0.49664134,-0.58292055,-1.0359305,-1.0922788,-0.0563483
11,-0.041000348,-0.062522195,"('unhelpful', 'helpful')",1.8538246,1.8506573,0.9064121,0.8940676,-0.0123445
12,-0.67457795,-0.60320467,"('unsupportive', 'supportive')",-1.953001,-1.9143809,-1.3137895,-1.2587928,0.0549967
13,-0.16248727,-0.2560117,"('impolite', 'polite')",-0.53457046,-0.5514093,-0.3485289,-0.4037105,-0.0551816
14,-0.7456068,-0.69882864,"('antisocial', 'social')",-0.08785058,-0.16435397,-0.4167287,-0.4315913,-0.0148626
15,0.32090262,0.27071306,"('boring', 'funny')",0.15319842,0.13823229,0.2370505,0.2044727,-0.0325778
16,-0.06759898,-0.050005965,"('unpopular', 'popular')",0.47514975,0.48677313,0.2037754,0.2183836,0.0146082
17,0.2575981,0.31998256,"('nasty', 'nice')",-0.38192526,-0.34704208,-0.0621636,-0.0135298,0.0486338
18,-0.70121515,-0.6731895,"('disagreeable', 'welcoming')",-0.43887413,-0.54898536,-0.5700446,-0.6110874,-0.0410428
19,-0.120918036,-0.18549316,"('inhospitable', 'hospitable')",-0.25699753,-0.19240485,-0.1889578,-0.188949,8.8e-06
20,-0.11464382,-0.11566921,"('rough', 'thoughtful')",0.80824953,0.7870299,0.3468029,0.3356804,-0.0111225
21,-0.45094115,-0.49571115,"('immoral', 'moral')",-0.45183358,-0.44385925,-0.4513873,-0.4697852,-0.0183979
22,-0.11614089,-0.14684252,"('untrustworthy', 'trustworthy')",-1.1822404,-1.209815,-0.6491906,-0.6783288,-0.0291382
23,-0.48716775,-0.5867176,"('insincere', 'sincere')",5.592694,5.489465,2.552763,2.4513738,-0.1013892
24,-0.97475123,-0.99110216,"('dishonest', 'honest')",0.6515729,0.63712454,-0.1615892,-0.1769888,-0.0153996
