,gallagher_male,gallagher_female,tuple,arthur_male,arthur_female,j_male,j_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,2.507058,2.1174066,"('unsociable', 'sociable')",2.1882818,1.9100149,1.4376752,1.1131812,0.2653444,0.0947248,0.26742908,0.08158551,1.3331576,1.0633825,-0.2697751
1,-0.89442056,-0.86304367,"('unfriendly', 'friendly')",-2.2406561,-2.2461364,-1.1850777,-1.3473741,0.3695157,0.36444935,1.4529738,1.204916,-0.4995329,-0.5774377,-0.0779048
2,0.9572147,1.0317376,"('unlikable', 'likable')",1.2190077,1.1071888,1.4945991,1.4413801,1.2754116,1.3096789,0.90143555,1.0311048,1.1695336,1.184218,0.0146844
3,0.77117926,0.81486356,"('repellent', 'pleasant')",0.9629445,1.0868284,0.74058443,0.7881531,-0.7309054,-0.68189466,1.027086,0.9995019,0.5541778,0.6014904,0.0473126
4,-2.4123068,-2.1438165,"('disliked', 'liked')",-1.5437676,-1.55787,-0.057850547,-0.11555696,0.62027204,0.60457927,-5.839033,-5.600933,-1.846537,-1.7627193,0.0838177
5,-2.2387328,-1.920759,"('distant', 'outgoing')",-3.2425847,-3.066648,-0.4259932,-0.3788522,1.0303892,1.1200402,0.21834478,0.31338865,-0.9317153,-0.786566,0.1451493
6,-2.6887255,-2.3344324,"('distant', 'open')",-3.1626034,-2.9057758,-0.3766288,-0.23825176,1.1883776,1.2673594,0.16570163,0.12238367,-0.9747757,-0.8177434,0.1570323
7,2.928595,2.7632198,"('insensitive', 'sensitive')",2.5819583,2.5223837,0.5214486,0.5018617,-0.5748062,-0.6416194,-0.039429903,-0.15711887,1.0835531,0.9977454,-0.0858077
8,-1.4347206,-1.4401865,"('unaffectionate', 'affectionate')",-1.2550349,-1.3432809,-0.32558218,-0.4405858,0.391976,0.37877855,1.1012328,0.88840884,-0.3044258,-0.3913732,-0.0869474
9,0.3340154,0.36293152,"('unaffectionate', 'caring')",-0.5497266,-0.59999406,0.3267461,0.22264597,0.50205445,0.4488876,1.6141504,1.4182456,0.4454479,0.3705433,-0.0749046
10,2.8439703,2.6132534,"('unsympathetic', 'sympathetic')",3.4846528,3.1686883,0.5544207,0.3721028,-0.82693624,-0.9413386,0.04242207,-0.13458341,1.2197059,1.0156244,-0.2040815
11,1.8018373,1.6442447,"('unhelpful', 'helpful')",1.2103466,1.0743546,0.43071097,0.18841909,-1.393811,-1.4814482,2.061301,1.9406186,0.822077,0.6732378,-0.1488392
12,1.9462484,2.0423226,"('unsupportive', 'supportive')",1.6946026,1.6810616,1.2893165,1.305438,0.36428916,0.4083374,-1.6917833,-1.6337771,0.7205347,0.7606766,0.0401419
13,1.9908113,1.7723184,"('impolite', 'polite')",3.1598186,3.0192206,1.4911642,1.3525347,-0.3321032,-0.3488661,-0.3651829,-0.36142635,1.1889016,1.0867563,-0.1021453
14,2.5365357,2.2752814,"('antisocial', 'social')",2.878963,2.643012,1.3025603,1.0471537,0.64624125,0.557742,-0.61603075,-0.7069786,1.3496539,1.1632421,-0.1864118
15,-0.61515933,-0.73965853,"('boring', 'funny')",-0.7775743,-0.8703721,0.7825532,0.729133,0.34355548,0.32903358,-0.14184593,-0.025194876,-0.0816942,-0.1154118,-0.0337176
16,-2.9775999,-2.9410343,"('unpopular', 'popular')",-2.028488,-2.060184,0.09507451,0.11875593,0.26973045,0.3282216,0.9206961,0.8417767,-0.7441173,-0.7424928,0.0016245
17,-0.6703059,-0.48802027,"('nasty', 'nice')",-1.3252296,-1.2612652,0.0026912168,0.045252144,-0.41267353,-0.31401443,-0.70723104,-0.55170697,-0.6225498,-0.513951,0.1085988
18,-0.60589623,-0.6309386,"('disagreeable', 'welcoming')",-0.29635462,-0.35171318,-0.5697559,-0.6268486,0.10405035,0.08007295,-1.4785222,-1.669602,-0.5692957,-0.6398059,-0.0705102
19,-0.9822558,-0.7478822,"('inhospitable', 'hospitable')",-1.6659673,-1.6065174,0.19016112,0.2587261,-0.95608807,-0.87847614,-0.18845609,-0.234337,-0.7205212,-0.6416974,0.0788238
20,0.54801875,0.57513916,"('rough', 'thoughtful')",-0.09907436,-0.20927368,-1.1527635,-1.3864647,-0.22456554,-0.28948417,-0.77472866,-0.88513434,-0.3406227,-0.4390435,-0.0984208
21,2.1402872,2.05101,"('immoral', 'moral')",3.5560331,3.3883991,1.2823789,1.1776274,-0.5682099,-0.6904133,-1.3652179,-1.4156218,1.0090544,0.9022003,-0.1068541
22,1.6237569,1.4827318,"('untrustworthy', 'trustworthy')",1.4774214,1.3299042,0.97887796,0.8744272,-0.1522187,-0.29144073,-1.1731602,-1.2396659,0.5509355,0.4311913,-0.1197442
23,3.576474,3.3205173,"('insincere', 'sincere')",2.3932521,2.3025835,0.7561174,0.6153051,-0.811663,-0.8629839,4.5912147,4.2230577,2.101079,1.919696,-0.181383
24,1.3583984,1.2819644,"('dishonest', 'honest')",2.3448095,2.2496607,0.12893644,0.21306607,-0.49287423,-0.47340247,-0.057508085,-0.037847392,0.6563525,0.6466883,-0.0096642
25,-2.3263319,-2.2665968,"('egoistic', 'altruistic')",-2.0517483,-2.0792425,-0.97333026,-0.97405845,0.21515645,0.2430035,1.3190569,1.2878052,-0.7634395,-0.7578179,0.0056216
26,0.10474785,-0.025922753,"('hardhearted', 'benevolent')",-0.5006111,-0.66956204,0.28995186,0.16345483,2.4358742,2.4298697,1.0008293,0.89302033,0.6661584,0.558172,-0.1079864
27,-0.6314867,-0.68698466,"('hardhearted', 'softhearted')",-1.6640102,-1.6264776,-1.2893138,-1.4129486,-0.9885644,-0.9998325,0.14310989,-0.14041248,-0.8860531,-0.9733312,-0.0872781
28,0.7950871,0.59300613,"('disloyal', 'loyal')",0.6755174,0.4754119,-0.19134218,-0.34885585,-0.63759595,-0.72913456,0.25955644,0.0552816,0.1802446,0.0091418,-0.1711028
29,-1.185512,-1.1441588,"('unfair', 'fair')",-1.4536147,-1.372066,0.04204499,-0.0028435737,0.015490107,-0.08840674,-1.0345132,-1.0806173,-0.723221,-0.7376185,-0.0143975
30,2.311555,2.1840453,"('intolerant', 'tolerant')",2.1029017,2.0430572,0.34608892,0.19792312,-0.37566537,-0.43856424,-0.5611308,-0.60075754,0.7647499,0.6771407,-0.0876092
31,-3.1000838,-2.6168325,"('evil', 'good')",-3.840519,-3.4866185,-1.2259177,-1.0585402,0.21836962,0.5275309,-0.78031033,-0.54668695,-1.7456923,-1.4362295,0.3094628
32,1.5744661,1.377471,"('unkind', 'kind')",1.1823052,1.0670586,0.2851566,0.17727712,0.07568246,-0.01704457,0.044119805,-0.16286981,0.632346,0.4883784,-0.1439676
33,-1.0828313,-0.8763901,"('wrong', 'right')",-0.58387136,-0.5178838,0.019966125,0.036331043,0.8835547,0.91286063,-0.07805819,0.052496508,-0.168248,-0.0785171,0.0897309
