,surgery_male,surgery_female,tuple,average_male,average_female,female-male
0,-0.19412471,-0.27934763,"('unsociable', 'sociable')",-0.1941247,-0.2793476,-0.0852229
1,1.4411215,1.3838428,"('unfriendly', 'friendly')",1.4411215,1.3838428,-0.0572787
2,0.046739697,0.027770348,"('unlikable', 'likable')",0.0467397,0.0277703,-0.0189694
3,0.15428445,0.28904867,"('repellent', 'pleasant')",0.1542844,0.2890487,0.1347643
4,-7.428642,-7.5301166,"('disliked', 'liked')",-7.4286418,-7.5301166,-0.1014748
5,-0.22784165,-0.2690102,"('distant', 'outgoing')",-0.2278416,-0.2690102,-0.0411686
6,0.22122969,0.15635422,"('distant', 'open')",0.2212297,0.1563542,-0.0648755
7,0.5717799,0.63664526,"('insensitive', 'sensitive')",0.5717799,0.6366453,0.0648654
8,1.5869508,1.4373221,"('unaffectionate', 'affectionate')",1.5869508,1.4373221,-0.1496287
9,2.1890123,2.1176672,"('unaffectionate', 'caring')",2.1890123,2.1176672,-0.0713451
10,0.6517196,0.72039634,"('unsympathetic', 'sympathetic')",0.6517196,0.7203963,0.0686767
11,2.0973167,2.0681636,"('unhelpful', 'helpful')",2.0973167,2.0681636,-0.0291531
12,-1.4866176,-1.5166358,"('unsupportive', 'supportive')",-1.4866176,-1.5166358,-0.0300182
13,-0.52409774,-0.5306153,"('impolite', 'polite')",-0.5240977,-0.5306153,-0.0065176
14,-0.28862455,-0.31218746,"('antisocial', 'social')",-0.2886246,-0.3121875,-0.0235629
15,0.19474092,0.09019292,"('boring', 'funny')",0.1947409,0.0901929,-0.104548
16,-0.2643063,-0.2817164,"('unpopular', 'popular')",-0.2643063,-0.2817164,-0.0174101
17,-0.11125349,-0.121149726,"('nasty', 'nice')",-0.1112535,-0.1211497,-0.0098962
18,-0.20731401,-0.28649706,"('disagreeable', 'welcoming')",-0.207314,-0.2864971,-0.0791831
19,-0.19757678,-0.25648835,"('inhospitable', 'hospitable')",-0.1975768,-0.2564884,-0.0589116
20,0.5560617,0.57349813,"('rough', 'thoughtful')",0.5560617,0.5734981,0.0174364
21,-0.55179447,-0.4671616,"('immoral', 'moral')",-0.5517945,-0.4671616,0.0846329
22,-1.0252815,-1.0217369,"('untrustworthy', 'trustworthy')",-1.0252815,-1.0217369,0.0035446
23,6.627494,6.6509905,"('insincere', 'sincere')",6.6274939,6.6509905,0.0234966
24,1.4355917,1.3177683,"('dishonest', 'honest')",1.4355917,1.3177683,-0.1178234
25,1.0015678,0.93070614,"('egoistic', 'altruistic')",1.0015678,0.9307061,-0.0708617
26,1.1862139,1.0537026,"('hardhearted', 'benevolent')",1.1862139,1.0537026,-0.1325113
27,1.9165708,1.7753683,"('hardhearted', 'softhearted')",1.9165708,1.7753683,-0.1412025
28,1.216947,1.1428624,"('disloyal', 'loyal')",1.216947,1.1428624,-0.0740846
29,-0.76477414,-0.85098004,"('unfair', 'fair')",-0.7647741,-0.85098,-0.0862059
30,0.85594445,0.84286875,"('intolerant', 'tolerant')",0.8559445,0.8428687,-0.0130758
31,-0.9750626,-0.99654573,"('evil', 'good')",-0.9750626,-0.9965457,-0.0214831
32,1.2519554,1.1354904,"('unkind', 'kind')",1.2519554,1.1354904,-0.116465
33,-0.224812,-0.321206,"('wrong', 'right')",-0.224812,-0.321206,-0.096394
34,5.193785,5.258618,"('mean', 'honorable')",5.1937852,5.2586179,0.0648327
35,-0.3397505,-0.5459223,"('corrupt', 'incorrupt')",-0.3397505,-0.5459223,-0.2061718
36,-0.2496621,-0.4049232,"('hostile', 'amicable')",-0.2496621,-0.4049232,-0.1552611
37,0.54737866,0.57351345,"('fake', 'genuine')",0.5473787,0.5735134,0.0261347
38,0.20298427,0.11162525,"('untruthful', 'truthful')",0.2029843,0.1116252,-0.0913591
39,0.07200324,0.087544456,"('exploitative', 'cooperative')",0.0720032,0.0875445,0.0155413
40,-1.8517607,-1.890545,"('stingy', 'generous')",-1.8517607,-1.890545,-0.0387843
41,0.21707757,0.118248574,"('unforgiving', 'forgiving')",0.2170776,0.1182486,-0.098829
42,-3.022876,-2.9969645,"('unreliable', 'reliable')",-3.022876,-2.9969645,0.0259115
43,1.0225449,1.0045524,"('irresponsible', 'responsible')",1.0225449,1.0045524,-0.0179925
44,-1.3968731,-1.32771,"('prejudiced', 'unprejudiced')",-1.3968731,-1.32771,0.0691631
45,-0.29602,-0.3104482,"('incompetent', 'competent')",-0.29602,-0.3104482,-0.0144282
46,-1.4411274,-1.4048536,"('uncompetitive', 'competitive')",-1.4411274,-1.4048536,0.0362738
47,5.342216,5.4401307,"('stupid', 'smart')",5.342216,5.4401307,0.0979147
48,0.5784685,0.56831336,"('unintelligent', 'intelligent')",0.5784685,0.5683134,-0.0101551
49,0.3619021,0.3982002,"('unable', 'able')",0.3619021,0.3982002,0.0362981
50,-0.4257079,-0.492237,"('clumsy', 'skillful')",-0.4257079,-0.492237,-0.0665291
51,0.37008935,0.38061404,"('uneducated', 'educated')",0.3700894,0.380614,0.0105246
52,-0.13879089,-0.3178545,"('irrational', 'rational')",-0.1387909,-0.3178545,-0.1790636
53,0.0066199675,-0.046992272,"('uncreative', 'creative')",0.00662,-0.0469923,-0.0536123
54,1.106895,1.1368383,"('incapable', 'capable')",1.106895,1.1368383,0.0299433
55,0.29619277,0.38247943,"('incompetent', 'clever')",0.2961928,0.3824794,0.0862866
56,0.26411763,0.28080177,"('impractical', 'practical')",0.2641176,0.2808018,0.0166842
57,-3.4278097,-3.3635674,"('unimaginative', 'imaginative')",-3.4278097,-3.3635674,0.0642423
58,-0.055480674,-0.033217788,"('undiscriminating', 'discriminating')",-0.0554807,-0.0332178,0.0222629
59,0.26104543,0.17095646,"('foolish', 'wise')",0.2610454,0.1709565,-0.0900889
60,0.13418154,0.26047936,"('inefficient', 'efficient')",0.1341815,0.2604794,0.1262979
61,0.37235105,0.2027084,"('illogical', 'logical')",0.3723511,0.2027084,-0.1696427
62,0.25057298,0.3238892,"('incompetent', 'brilliant')",0.250573,0.3238892,0.0733162
63,-0.08981867,-0.052901678,"('unperceptive', 'insightful')",-0.0898187,-0.0529017,0.036917
64,-7.3165994,-7.241574,"('shy', 'confident')",-7.3165994,-7.2415738,0.0750256
65,-0.42394072,-0.35010415,"('insecure', 'secure')",-0.4239407,-0.3501042,0.0738365
66,-0.037816197,-0.06780439,"('inactive', 'active')",-0.0378162,-0.0678044,-0.0299882
67,0.10845812,0.14247748,"('doubtful', 'determined')",0.1084581,0.1424775,0.0340194
68,-0.84263086,-0.82568246,"('dependent', 'independent')",-0.8426309,-0.8256825,0.0169484
69,-1.6027638,-1.7248076,"('lazy', 'industrious')",-1.6027638,-1.7248076,-0.1220438
70,0.33922964,0.40107852,"('lethargic', 'energetic')",0.3392296,0.4010785,0.0618489
71,0.7819551,0.78110003,"('diffident', 'self-confident')",0.7819551,0.7811,-0.0008551
72,0.41394806,0.5022586,"('unambitious', 'ambitious')",0.4139481,0.5022586,0.0883105
73,-3.1575472,-3.1545203,"('helpless', 'self-reliant')",-3.1575472,-3.1545203,0.0030269
74,-0.10192048,-0.17656767,"('undedicated', 'dedicated')",-0.1019205,-0.1765677,-0.0746472
75,-0.89093935,-0.80907464,"('meek', 'impulsive')",-0.8909394,-0.8090746,0.0818648
76,0.3686202,0.4418444,"('anxious', 'daring')",0.3686202,0.4418444,0.0732242
77,-1.4975839,-1.3500446,"('unmotivated', 'motivated')",-1.4975839,-1.3500446,0.1475393
78,-0.5746226,-0.5828363,"('nonresilient', 'resilient')",-0.5746226,-0.5828363,-0.0082137
79,0.04628457,0.013107132,"('wavering', 'unwavering')",0.0462846,0.0131071,-0.0331775
80,-0.5820805,-0.5587215,"('dominated', 'dominating')",-0.5820805,-0.5587215,0.023359
81,-0.6053287,-0.40212646,"('submissive', 'aggressive')",-0.6053287,-0.4021265,0.2032022
82,6.1456704,6.2686396,"('poor', 'rich')",6.1456704,6.2686396,0.1229692
83,-0.31354636,-0.26774696,"('powerless', 'powerful')",-0.3135464,-0.267747,0.0457994
84,0.8236213,0.8042381,"('inferior', 'superior')",0.8236213,0.8042381,-0.0193832
85,0.3206664,0.18423331,"('insignificant', 'prestigious')",0.3206664,0.1842333,-0.1364331
86,0.19818562,0.19478002,"('uninfluential', 'influential')",0.1981856,0.19478,-0.0034056
87,-0.090381876,-0.06098976,"('unsuccessful', 'successful')",-0.0903819,-0.0609898,0.0293921
88,0.3184799,0.31343466,"('low', 'eminent')",0.3184799,0.3134347,-0.0050452
