,copart_male,copart_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.16414225,0.097283326,"('unsociable', 'sociable')",-0.041821733,-0.22311062,0.0611603,-0.0629136,-0.1240739
1,-1.3986981,-1.3502882,"('unfriendly', 'friendly')",1.5629572,1.4186741,0.0821295,0.034193,-0.0479365
2,0.56599367,0.6185274,"('unlikable', 'likable')",0.35063007,0.4503092,0.4583119,0.5344183,0.0761064
3,0.57816786,0.743549,"('repellent', 'pleasant')",0.25004652,0.33477357,0.4141072,0.5391613,0.1250541
4,-1.5125194,-1.545031,"('disliked', 'liked')",-6.026789,-6.100747,-3.7696543,-3.8228891,-0.0532348
5,-2.5624163,-2.5421288,"('distant', 'outgoing')",-0.3980992,-0.39987016,-1.4802577,-1.4709995,0.0092582
6,-2.9943497,-2.9750903,"('distant', 'open')",-0.036253233,-0.028146356,-1.5153015,-1.5016183,0.0136832
7,1.328493,1.4774357,"('insensitive', 'sensitive')",0.72470194,0.731613,1.0265975,1.1045244,0.0779269
8,-1.8197892,-1.8220154,"('unaffectionate', 'affectionate')",0.75240636,0.63352084,-0.5336914,-0.5942473,-0.0605559
9,-1.4070218,-1.3746982,"('unaffectionate', 'caring')",0.9385224,0.8734396,-0.2342497,-0.2506293,-0.0163796
10,0.7350718,0.8245461,"('unsympathetic', 'sympathetic')",-0.33984703,-0.38833165,0.1976124,0.2181072,0.0204948
11,0.68787754,0.7609278,"('unhelpful', 'helpful')",1.2957424,1.4141059,0.99181,1.0875168,0.0957068
12,-0.31080934,-0.12562911,"('unsupportive', 'supportive')",-1.7445356,-1.717187,-1.0276724,-0.9214081,0.1062643
13,1.0180361,1.0009096,"('impolite', 'polite')",-0.47010392,-0.40681645,0.2739661,0.2970465,0.0230804
14,1.6836241,1.6553786,"('antisocial', 'social')",0.005077889,-0.097115174,0.844351,0.7791317,-0.0652193
15,-0.16385065,-0.28307608,"('boring', 'funny')",0.6779283,0.65706325,0.2570388,0.1869936,-0.0700452
16,-1.2641081,-1.2150309,"('unpopular', 'popular')",0.0038505867,0.15357022,-0.6301287,-0.5307304,0.0993983
17,0.1583749,0.22604276,"('nasty', 'nice')",-0.4735825,-0.42442977,-0.1576038,-0.0991935,0.0584103
18,-0.87690043,-0.8296321,"('disagreeable', 'welcoming')",-0.40775082,-0.40134767,-0.6423256,-0.6154899,0.0268357
19,-1.6738386,-1.6292776,"('inhospitable', 'hospitable')",-0.17152478,-0.04890723,-0.9226817,-0.8390924,0.0835893
20,0.4583254,0.49476314,"('rough', 'thoughtful')",1.042311,0.9810387,0.7503182,0.7379009,-0.0124173
21,1.4827795,1.5735933,"('immoral', 'moral')",-0.4029072,-0.34267947,0.5399362,0.6154569,0.0755207
22,1.1494352,1.1285212,"('untrustworthy', 'trustworthy')",-0.6321161,-0.7392566,0.2586595,0.1946323,-0.0640272
23,0.8270443,0.88158995,"('insincere', 'sincere')",5.2249923,5.2054467,3.0260184,3.0435183,0.0174999
24,0.6547712,0.6636918,"('dishonest', 'honest')",0.36043242,0.3363306,0.5076018,0.5000112,-0.0075906
25,-0.66929084,-0.6358691,"('egoistic', 'altruistic')",1.6268727,1.5957185,0.4787909,0.4799247,0.0011338
26,0.007000239,-0.10345637,"('hardhearted', 'benevolent')",1.8596702,1.7363594,0.9333352,0.8164515,-0.1168837
27,0.20937884,0.17317557,"('hardhearted', 'softhearted')",1.3314126,1.2606754,0.7703957,0.7169255,-0.0534702
28,-0.3351317,-0.3693386,"('disloyal', 'loyal')",0.71172214,0.5430523,0.1882952,0.0868569,-0.1014383
29,-0.10750066,-0.13196197,"('unfair', 'fair')",-0.319808,-0.49712873,-0.2136543,-0.3145453,-0.100891
30,1.7159001,1.7189157,"('intolerant', 'tolerant')",1.5544258,1.5657127,1.6351629,1.6423142,0.0071513
31,-2.2472913,-2.1987042,"('evil', 'good')",-0.9753256,-1.1003299,-1.6113085,-1.6495171,-0.0382086
32,1.0894,1.0516914,"('unkind', 'kind')",1.0202892,0.85261786,1.0548446,0.9521546,-0.10269
33,-0.35923183,-0.43714726,"('wrong', 'right')",-0.37204042,-0.48009235,-0.3656361,-0.4586198,-0.0929837
34,0.09559281,0.26695034,"('mean', 'honorable')",5.2683306,5.5396056,2.6819618,2.9032779,0.2213161
35,-1.5956146,-1.7979473,"('corrupt', 'incorrupt')",-0.13453774,-0.3047005,-0.8650761,-1.0513239,-0.1862478
36,-2.314065,-2.412043,"('hostile', 'amicable')",0.022997443,-0.17444456,-1.1455338,-1.2932439,-0.1477101
