,ceridian_male,ceridian_female,tuple,h_male,h_female,c_male,c_female,m_male,m_female,holding_male,holding_female,inc_male,inc_female,average_male,average_female,female-male
0,0.0009793639,-0.19482547,"('unsociable', 'sociable')",0.47484064,0.34429696,0.012072027,-0.048898272,-0.3441302,-0.31469092,0.81948423,0.7063675,-0.017948546,-0.18424226,0.1575496,0.0513346,-0.106215
1,-2.845679,-2.8952029,"('unfriendly', 'friendly')",-1.050445,-1.0618694,-1.1355702,-1.2383217,-0.402416,-0.49526426,-0.25638664,-0.34910586,0.7865456,0.5509135,-0.8173251,-0.9148084,-0.0974833
2,1.0815773,1.0691532,"('unlikable', 'likable')",1.5421919,1.5895677,1.1710653,1.174964,0.5481456,0.5497979,1.5832293,1.6759892,0.8561353,0.9493238,1.1303908,1.1681326,0.0377418
3,0.1662786,0.2222043,"('repellent', 'pleasant')",0.6080348,0.63779515,1.1770036,1.2268292,1.8312821,1.8675077,0.08735929,0.19746156,0.34608683,0.40029848,0.7026742,0.7586827,0.0560085
4,-0.7383831,-0.66638446,"('disliked', 'liked')",0.50082606,0.46993536,0.9320511,0.8545337,0.609822,0.45767227,-0.28983468,-0.34158584,-4.1656904,-4.169265,-0.5252015,-0.565849,-0.0406475
5,-1.8341954,-1.7867115,"('distant', 'outgoing')",-0.6126823,-0.54743403,0.1360062,0.035419434,0.92074144,0.776579,-1.8005421,-1.8360294,-0.29907444,-0.33152145,-0.5816245,-0.6149497,-0.0333252
6,-2.2129545,-2.0914235,"('distant', 'open')",-0.8767794,-0.7426603,0.04526417,0.0056574084,0.7478406,0.63673866,-1.4928766,-1.4991993,-0.0023019873,-0.07077694,-0.6319679,-0.626944,0.0050239
7,0.34193006,0.3433361,"('insensitive', 'sensitive')",0.40695733,0.41783983,-0.80637616,-0.69750655,-0.97469616,-0.8357584,0.49302197,0.59575677,0.52488035,0.48942232,-0.0023804,0.0521817,0.0545621
8,-1.389605,-1.2909459,"('unaffectionate', 'affectionate')",-1.1210052,-1.0511545,-0.8453947,-0.8316498,-1.5981785,-1.588427,0.07547708,0.05884923,-0.24685034,-0.3829527,-0.8542594,-0.8477134,0.006546
9,-1.5288192,-1.477347,"('unaffectionate', 'caring')",-0.47614697,-0.43858546,-0.06952794,-0.07188289,-0.5767783,-0.57605106,0.825418,0.72768927,0.7995401,0.6243299,-0.1710524,-0.2019745,-0.0309221
10,0.18748078,0.11003105,"('unsympathetic', 'sympathetic')",0.4918743,0.44842878,-0.8271821,-0.7458941,-1.1388766,-1.0222359,0.611229,0.6131883,0.59934103,0.44481772,-0.0126889,-0.0252773,-0.0125884
11,0.57026225,0.5571451,"('unhelpful', 'helpful')",0.7562951,0.7643258,-0.2724889,-0.22552955,-0.55625015,-0.43666884,0.019689545,0.025783196,2.1307917,2.038703,0.4413833,0.4539598,0.0125765
12,-0.1577508,-0.07418311,"('unsupportive', 'supportive')",1.1756829,1.2681502,0.7912614,0.9244452,-0.16637847,-0.052501194,0.36228746,0.46891895,-1.2311321,-1.2602669,0.128995,0.2124272,0.0834322
13,1.1132237,0.9734095,"('impolite', 'polite')",0.8564977,0.8103126,0.096405976,0.15401144,-0.09472095,0.023334775,1.4024259,1.374404,0.15963595,0.12103611,0.5889114,0.5760847,-0.0128267
14,1.6528338,1.654723,"('antisocial', 'social')",1.9360459,1.9643272,0.70240605,0.90024316,-0.057321653,0.13845989,3.005658,3.0227523,0.038768206,0.10351,1.2130651,1.2973359,0.0842708
15,-0.2321962,-0.3252358,"('boring', 'funny')",0.22409862,0.1746963,0.7532608,0.70000386,0.49224597,0.41828185,-0.5089782,-0.51443636,0.8462736,0.78410375,0.2624508,0.2062356,-0.0562152
16,-1.0864402,-1.0089705,"('unpopular', 'popular')",0.4223614,0.46762323,0.93309325,0.90571594,1.7001783,1.647999,-0.44454053,-0.3172689,0.42694524,0.5509015,0.3252662,0.3743334,0.0490672
17,0.06859704,0.12997417,"('nasty', 'nice')",0.53207064,0.58788306,0.6278774,0.6859705,0.57418495,0.6081907,-0.30329427,-0.28420812,-0.23147717,-0.136367,0.2113264,0.2652406,0.0539142
18,-0.3250665,-0.2117537,"('disagreeable', 'welcoming')",-0.021157563,0.1663732,-0.4645792,-0.3323712,-0.7339635,-0.6075958,-0.25086692,-0.16139589,-0.6611222,-0.66503966,-0.4094593,-0.3019638,0.1074955
19,-1.3169118,-1.261586,"('inhospitable', 'hospitable')",-0.11239731,-0.0762394,1.1705456,1.0814209,0.9562116,0.84793454,-1.9536583,-1.9853101,-0.228106,-0.25246647,-0.2473861,-0.2743744,-0.0269883
20,-0.028356235,0.045502182,"('rough', 'thoughtful')",-0.8719392,-0.8453067,-0.74509364,-0.63977826,-0.62420565,-0.54496485,0.09919014,0.09581889,0.65663207,0.63858783,-0.2522954,-0.2083568,0.0439386
21,1.1061602,0.9996359,"('immoral', 'moral')",1.4564068,1.450541,0.288739,0.35368556,0.21716331,0.33107522,0.7216331,0.7526622,-0.66263354,-0.65135235,0.5212448,0.5393746,0.0181298
22,1.0703236,1.0045724,"('untrustworthy', 'trustworthy')",1.2250947,1.3028067,0.75879294,0.84320736,-0.40385246,-0.3579958,0.059381798,0.054901764,-1.0658748,-1.0306021,0.2739776,0.3028151,0.0288375
23,0.03911841,-0.12233915,"('insincere', 'sincere')",0.29631233,0.2400946,-0.52444655,-0.53869224,-0.16063009,-0.13242061,-0.076051645,-0.04616217,4.8577304,4.6890883,0.7386721,0.6815948,-0.0570773
24,0.21886358,0.11240517,"('dishonest', 'honest')",-0.92453885,-0.8847264,-2.0673878,-1.9840224,-2.9087424,-2.8720798,0.4166441,0.29019293,0.71389645,0.63801265,-0.7585442,-0.7833697,-0.0248255
25,-1.2471411,-1.1569211,"('egoistic', 'altruistic')",-0.8228223,-0.71017176,0.075054064,0.19240364,-0.07785719,-0.03919986,-0.24783316,-0.20764741,0.9018059,0.9214,-0.2364657,-0.1666894,0.0697763
26,-1.3336133,-1.3583118,"('hardhearted', 'benevolent')",-0.14971603,-0.11301198,-0.10644829,-0.049824834,-0.15556973,-0.17753221,1.942795,1.816455,0.93728507,0.79795504,0.1891221,0.1526215,-0.0365006
27,-1.169211,-1.0189295,"('hardhearted', 'softhearted')",-0.8919688,-0.7862481,-1.3857851,-1.2460116,-1.0597552,-0.9038591,-0.47477698,-0.47800392,0.91834736,0.8274953,-0.6771916,-0.6009261,0.0762655
28,-0.73166645,-0.78805315,"('disloyal', 'loyal')",-0.8653367,-0.89833647,-0.9141296,-0.9621529,-1.1965787,-1.2410347,0.015476219,-0.15553826,1.0674008,0.8372401,-0.4374724,-0.5346459,-0.0971735
29,0.19719422,0.14650524,"('unfair', 'fair')",0.64765394,0.6038999,1.1741194,1.1260331,0.9942789,0.9026232,-0.5754256,-0.6785748,-0.81389004,-0.8824057,0.2706552,0.2030135,-0.0676417
30,1.1742795,1.1136806,"('intolerant', 'tolerant')",-0.6560461,-0.72064894,-0.938864,-0.8984313,-0.6919061,-0.5669916,1.5640997,1.5608115,2.0543468,2.000774,0.4176517,0.4148657,-0.002786
31,-1.3776678,-1.3573374,"('evil', 'good')",-0.52539974,-0.41139013,1.4336048,1.4145552,0.9852769,0.832047,-1.8130913,-1.898182,-1.4732294,-1.4591743,-0.4617511,-0.4799136,-0.0181625
