,floozie_male,floozie_female,tuple,average_male,average_female,female-male
0,0.6889098,0.51280165,"('unsociable', 'sociable')",0.6889098,0.5128016,-0.1761082
1,-0.8635686,-0.8258568,"('unfriendly', 'friendly')",-0.8635686,-0.8258568,0.0377118
2,-0.49635413,-0.4813273,"('unlikable', 'likable')",-0.4963541,-0.4813273,0.0150268
3,-0.87142515,-0.77816856,"('repellent', 'pleasant')",-0.8714252,-0.7781686,0.0932566
4,-1.8558393,-1.8918178,"('disliked', 'liked')",-1.8558393,-1.8918178,-0.0359785
5,0.23898432,0.29861787,"('distant', 'outgoing')",0.2389843,0.2986179,0.0596336
6,-0.2752551,-0.13513264,"('distant', 'open')",-0.2752551,-0.1351326,0.1401225
7,-0.5203427,-0.4572938,"('insensitive', 'sensitive')",-0.5203427,-0.4572938,0.0630489
8,-0.6334231,-0.67043597,"('unaffectionate', 'affectionate')",-0.6334231,-0.670436,-0.0370129
9,-0.47225243,-0.44973618,"('unaffectionate', 'caring')",-0.4722524,-0.4497362,0.0225162
10,-0.8890834,-0.8484674,"('unsympathetic', 'sympathetic')",-0.8890834,-0.8484674,0.040616
11,0.11394991,0.15943478,"('unhelpful', 'helpful')",0.1139499,0.1594348,0.0454849
12,-1.2663379,-1.2216512,"('unsupportive', 'supportive')",-1.2663379,-1.2216512,0.0446867
13,-0.13442135,-0.23834258,"('impolite', 'polite')",-0.1344213,-0.2383426,-0.1039213
14,0.30119187,0.10929654,"('antisocial', 'social')",0.3011919,0.1092965,-0.1918954
15,0.64948064,0.5393884,"('boring', 'funny')",0.6494806,0.5393884,-0.1100922
16,0.09039497,0.13579607,"('unpopular', 'popular')",0.090395,0.1357961,0.0454011
17,-0.5146045,-0.5420356,"('nasty', 'nice')",-0.5146045,-0.5420356,-0.0274311
18,-0.41245607,-0.41640472,"('disagreeable', 'welcoming')",-0.4124561,-0.4164047,-0.0039486
19,-0.129687,-0.026138885,"('inhospitable', 'hospitable')",-0.129687,-0.0261389,0.1035481
