,noble_male,noble_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,0.98341304,0.7013471,"('unsociable', 'sociable')",0.5927869,0.400336,-0.4589728,-0.6526658,0.3724091,0.1496724,-0.2227367
1,0.5185534,0.55142146,"('unfriendly', 'friendly')",0.038384352,-0.15858334,1.7014638,1.5458313,0.7528005,0.6462231,-0.1065774
2,2.004951,2.0317178,"('unlikable', 'likable')",1.6683589,1.6664599,0.8083682,0.86444527,1.4938927,1.5208743,0.0269816
3,-0.07238407,0.019519784,"('repellent', 'pleasant')",0.11590138,0.26306936,-0.049319483,0.019122282,-0.0019341,0.1005705,0.1025046
4,-0.2540799,-0.25701758,"('disliked', 'liked')",0.16499898,0.1416665,-5.6384535,-5.5354676,-1.9091781,-1.8836063,0.0255718
5,-0.49247003,-0.4100961,"('distant', 'outgoing')",-0.47276348,-0.43662697,0.0981432,0.11452917,-0.2890301,-0.2440646,0.0449655
6,-0.3722741,-0.25756204,"('distant', 'open')",-1.1903142,-1.2201642,0.26663706,0.22687298,-0.4319837,-0.4169511,0.0150326
7,1.6663382,1.5992165,"('insensitive', 'sensitive')",1.0179918,1.038391,0.83606565,0.7878475,1.1734653,1.1418184,-0.0316469
8,-0.051838487,-0.023464307,"('unaffectionate', 'affectionate')",-1.2204224,-1.3290133,0.32340074,0.20146836,-0.3162867,-0.3836698,-0.0673831
9,1.3321794,1.3804003,"('unaffectionate', 'caring')",0.06393875,0.034967154,1.0079067,0.95554453,0.8013416,0.790304,-0.0110376
10,1.7254122,1.599557,"('unsympathetic', 'sympathetic')",0.27654585,0.17996563,-0.27930135,-0.3872662,0.5742189,0.4640855,-0.1101334
11,0.42260522,0.43265915,"('unhelpful', 'helpful')",1.0268521,1.0758939,2.0318553,2.0205817,1.1604376,1.1763783,0.0159407
12,1.7212797,1.7829084,"('unsupportive', 'supportive')",0.89808077,0.94979316,-1.4244798,-1.4324232,0.3982935,0.4334261,0.0351326
13,1.3869294,1.2059623,"('impolite', 'polite')",0.3775068,0.29261807,-0.11304805,-0.15031342,0.5504627,0.4494223,-0.1010404
14,0.90815777,0.74459887,"('antisocial', 'social')",1.3498813,1.3312626,-0.69730836,-0.69988865,0.5202436,0.4586576,-0.061586
15,0.17416859,0.09642591,"('boring', 'funny')",-0.34756038,-0.43746907,0.36348164,0.3292562,0.0633633,-0.003929,-0.0672923
16,-1.313487,-1.253025,"('unpopular', 'popular')",-0.24917573,-0.19364852,0.77887297,0.80778193,-0.2612633,-0.2129639,0.0482994
17,0.9322842,1.006914,"('nasty', 'nice')",-0.85908324,-0.7458115,-0.43119526,-0.3750857,-0.1193314,-0.0379944,0.081337
18,0.1348987,0.17285115,"('disagreeable', 'welcoming')",-0.64958894,-0.6316066,-0.35996968,-0.3908206,-0.2915533,-0.283192,0.0083613
