,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.5087463,0.49264982,"('unsociable', 'sociable')",-0.20195752,-0.25476134,0.1533944,0.1189442,-0.0344502
1,0.5913801,0.30426377,"('unfriendly', 'friendly')",1.7566842,1.6270001,1.1740322,0.965632,-0.2084002
2,1.2365848,1.2986057,"('unlikable', 'likable')",0.89489335,1.0405815,1.065739,1.1695936,0.1038546
3,0.124450095,0.22473003,"('repellent', 'pleasant')",0.61643004,0.7201043,0.3704401,0.4724171,0.101977
4,-0.19243604,-0.4004492,"('disliked', 'liked')",-7.0472765,-7.1686883,-3.6198564,-3.7845688,-0.1647124
5,-0.21652046,-0.35712174,"('distant', 'outgoing')",-0.41110456,-0.33067077,-0.3138125,-0.3438963,-0.0300838
6,0.026984252,-0.057133555,"('distant', 'open')",0.029386796,0.048049364,0.0281855,-0.0045421,-0.0327276
7,1.3095288,1.4284239,"('insensitive', 'sensitive')",0.40367123,0.44916734,0.8566,0.9387956,0.0821956
8,0.22933075,0.14235008,"('unaffectionate', 'affectionate')",0.80035615,0.6637926,0.5148435,0.4030713,-0.1117722
9,1.0184467,0.9872413,"('unaffectionate', 'caring')",1.2071071,1.1484665,1.1127769,1.0678539,-0.044923
10,0.8813112,1.0953251,"('unsympathetic', 'sympathetic')",0.08435496,0.06407276,0.4828331,0.5796989,0.0968658
11,0.014348701,0.15613744,"('unhelpful', 'helpful')",1.7258127,1.8393236,0.8700807,0.9977306,0.1276499
12,0.67770964,0.82490945,"('unsupportive', 'supportive')",-1.9129218,-1.8809733,-0.617606,-0.5280319,0.0895741
13,0.25740594,0.42899346,"('impolite', 'polite')",-0.5958407,-0.48978013,-0.1692174,-0.0303933,0.1388241
14,1.805263,1.831466,"('antisocial', 'social')",-0.048777293,-0.076644205,0.8782429,0.8774109,-0.000832
15,0.1802768,-0.066852726,"('boring', 'funny')",0.2530419,0.25143403,0.2166593,0.0922907,-0.1243686
16,-1.1099017,-1.3945019,"('unpopular', 'popular')",0.11446939,-0.035173595,-0.4977161,-0.7148378,-0.2171217
17,-0.05681779,-0.04237485,"('nasty', 'nice')",-0.25081187,-0.23235324,-0.1538148,-0.137364,0.0164508
18,-0.035769,0.109678656,"('disagreeable', 'welcoming')",-0.86217993,-0.8383739,-0.4489745,-0.3643476,0.0846269
19,-0.40833566,-0.38735414,"('inhospitable', 'hospitable')",-0.49173158,-0.36755118,-0.4500336,-0.3774527,0.0725809
20,-0.12143942,0.0008764528,"('rough', 'thoughtful')",0.5942843,0.63864034,0.2364224,0.3197584,0.083336
21,0.8102939,1.0321718,"('immoral', 'moral')",-0.9644911,-0.76161426,-0.0770986,0.1352788,0.2123774
22,0.3804442,0.36691603,"('untrustworthy', 'trustworthy')",-0.54689276,-0.48278296,-0.0832243,-0.0579335,0.0252908
23,0.35701388,0.60148835,"('insincere', 'sincere')",5.7625027,5.844426,3.0597582,3.2229571,0.1631989
24,1.0910231,1.1764914,"('dishonest', 'honest')",0.9641562,0.9633975,1.0275897,1.0699444,0.0423547
25,0.25226647,0.027140245,"('egoistic', 'altruistic')",1.243988,1.0513065,0.7481272,0.5392234,-0.2089038
26,1.4335349,1.1417775,"('hardhearted', 'benevolent')",1.8316451,1.654483,1.6325901,1.3981302,-0.2344599
27,0.2816111,0.31098205,"('hardhearted', 'softhearted')",0.79081786,0.7032215,0.5362145,0.5071018,-0.0291127
28,1.2071499,1.2325146,"('disloyal', 'loyal')",1.2208228,1.0760894,1.2139864,1.154302,-0.0596844
29,-0.059991598,-0.2260594,"('unfair', 'fair')",-0.27446082,-0.3886918,-0.1672262,-0.3073756,-0.1401494
30,0.6086722,0.8018929,"('intolerant', 'tolerant')",0.40703878,0.62313104,0.5078555,0.712512,0.2046565
31,-0.9513399,-0.99843585,"('evil', 'good')",-0.5225742,-0.59632343,-0.7369571,-0.7973796,-0.0604225
32,0.62596416,0.6231495,"('unkind', 'kind')",1.0643581,0.8628919,0.8451611,0.7430207,-0.1021404
33,0.9296507,0.759936,"('wrong', 'right')",-0.33521333,-0.4074613,0.2972187,0.1762373,-0.1209814
34,-0.08232614,0.10774927,"('mean', 'honorable')",5.0366287,5.313944,2.4771514,2.7108467,0.2336953
35,-0.6537758,-0.9526877,"('corrupt', 'incorrupt')",-0.3959919,-0.56672144,-0.5248839,-0.7597046,-0.2348207
36,-1.0360587,-1.3300027,"('hostile', 'amicable')",-0.2255747,-0.38104698,-0.6308167,-0.8555248,-0.2247081
37,1.6204923,1.7095444,"('fake', 'genuine')",0.51574194,0.54186815,1.0681171,1.1257063,0.0575892
38,-0.08079108,-0.10163569,"('untruthful', 'truthful')",0.118050575,0.2021882,0.0186297,0.0502763,0.0316466
39,0.74958223,0.9171938,"('exploitative', 'cooperative')",0.56926185,0.65267247,0.659422,0.7849331,0.1255111
40,0.43773368,0.44420707,"('stingy', 'generous')",-2.1864815,-2.2657812,-0.8743739,-0.910787,-0.0364131
41,0.5651377,0.6333292,"('unforgiving', 'forgiving')",0.44650343,0.45469496,0.5058206,0.5440121,0.0381915
42,0.8210985,0.92480385,"('unreliable', 'reliable')",-2.6864328,-2.6686451,-0.9326671,-0.8719206,0.0607465
43,0.14667758,0.414743,"('irresponsible', 'responsible')",0.7079037,0.8990099,0.4272906,0.6568764,0.2295858
44,-0.94900835,-0.89210707,"('prejudiced', 'unprejudiced')",-1.3072879,-1.2793628,-1.1281481,-1.085735,0.0424131
45,1.0256588,1.0607084,"('incompetent', 'competent')",0.1313588,0.17567581,0.5785089,0.6181921,0.0396832
46,0.9091286,1.005934,"('uncompetitive', 'competitive')",-0.8560007,-0.7913133,0.0265639,0.1073104,0.0807465
47,0.31591806,0.38007876,"('stupid', 'smart')",5.0352077,5.249227,2.6755629,2.8146529,0.13909
48,0.2693538,0.44341117,"('unintelligent', 'intelligent')",-0.32582408,-0.25447765,-0.0282351,0.0944668,0.1227019
49,-0.86892873,-0.68888116,"('unable', 'able')",-0.77802813,-0.6303247,-0.8234785,-0.6596029,0.1638756
50,-0.86453164,-0.95205593,"('clumsy', 'skillful')",-0.52281004,-0.5969779,-0.6936709,-0.7745169,-0.080846
51,0.021820266,0.024427585,"('uneducated', 'educated')",-0.25299627,-0.31670997,-0.115588,-0.1461412,-0.0305532
52,-0.2729411,-0.5819855,"('irrational', 'rational')",-0.08341883,-0.24148206,-0.17818,-0.4117338,-0.2335538
53,-0.62628734,-0.65860856,"('uncreative', 'creative')",0.5686358,0.5309019,-0.0288258,-0.0638533,-0.0350275
54,-0.09523364,-0.18314846,"('incapable', 'capable')",0.73731595,0.659683,0.3210412,0.2382673,-0.0827739
55,0.720419,0.9585717,"('incompetent', 'clever')",0.009779376,0.11059667,0.3650992,0.5345842,0.169485
56,1.6624162,1.8345481,"('impractical', 'practical')",-0.048007425,0.086764604,0.8072044,0.9606563,0.1534519
57,0.12654519,0.023974042,"('unimaginative', 'imaginative')",-2.9385767,-2.9638317,-1.4060158,-1.4699289,-0.0639131
58,0.56833076,0.5430325,"('undiscriminating', 'discriminating')",0.4329636,0.51355696,0.5006472,0.5282947,0.0276475
59,-0.1506767,-0.36181828,"('foolish', 'wise')",0.17622678,0.12760718,0.012775,-0.1171056,-0.1298806
60,0.6573873,0.96327716,"('inefficient', 'efficient')",-0.39544576,-0.04138435,0.1309708,0.4609464,0.3299756
61,0.5122626,0.42327705,"('illogical', 'logical')",0.1520266,0.07662527,0.3321446,0.2499512,-0.0821934
62,0.9631753,1.2500727,"('incompetent', 'brilliant')",-0.09211233,0.15813011,0.4355315,0.7041014,0.2685699
63,0.69429487,0.79584223,"('unperceptive', 'insightful')",-0.12781325,0.079198465,0.2832408,0.4375204,0.1542796
64,-0.28843978,-0.30050513,"('shy', 'confident')",-5.8624616,-5.875045,-3.0754507,-3.087775,-0.0123243
65,0.56386185,0.70312357,"('insecure', 'secure')",0.12939972,0.17557949,0.3466308,0.4393515,0.0927207
66,0.20016259,0.06838943,"('inactive', 'active')",0.46740347,0.37771025,0.333783,0.2230498,-0.1107332
67,0.96679455,0.9416986,"('doubtful', 'determined')",-0.42509982,-0.36714098,0.2708474,0.2872788,0.0164314
68,-0.19981007,-0.13681842,"('dependent', 'independent')",-1.7424393,-1.68639,-0.9711246,-0.9116042,0.0595204
