,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.3717038,-0.48268297,"('unsociable', 'sociable')",0.104070574,-0.10178014,-0.1338166,-0.2922316,-0.158415
1,-1.4963946,-1.6347553,"('unfriendly', 'friendly')",0.7468523,0.52520126,-0.3747712,-0.554777,-0.1800058
2,1.3441365,1.3186295,"('unlikable', 'likable')",1.1083274,1.1732776,1.2262319,1.2459536,0.0197217
3,0.49228826,0.6761259,"('repellent', 'pleasant')",1.3369545,1.3504583,0.9146214,1.0132921,0.0986707
4,-0.42026123,-0.34984383,"('disliked', 'liked')",-6.203092,-6.207807,-3.3116767,-3.2788255,0.0328512
5,-1.4564558,-1.4117346,"('distant', 'outgoing')",-1.4244994,-1.3403901,-1.4404776,-1.3760624,0.0644152
6,-1.6329777,-1.5903764,"('distant', 'open')",-1.6900123,-1.6413069,-1.661495,-1.6158416,0.0456534
7,-0.10279221,0.021449458,"('insensitive', 'sensitive')",0.30448055,0.33360982,0.1008442,0.1775296,0.0766854
8,-0.97229755,-1.0879093,"('unaffectionate', 'affectionate')",0.031057246,-0.094389394,-0.4706202,-0.5911494,-0.1205292
9,-0.89246356,-0.9766366,"('unaffectionate', 'caring')",0.5769971,0.48207712,-0.1577332,-0.2472797,-0.0895465
10,-0.18363053,-0.07316494,"('unsympathetic', 'sympathetic')",0.05004354,-0.027054526,-0.0667935,-0.0501097,0.0166838
11,0.353761,0.3687583,"('unhelpful', 'helpful')",2.4162955,2.4390032,1.3850282,1.4038807,0.0188525
12,-0.09801099,0.113643564,"('unsupportive', 'supportive')",-2.0178232,-2.0244453,-1.0579171,-0.9554009,0.1025162
13,-0.0072214883,-0.09863123,"('impolite', 'polite')",-0.5551149,-0.46230194,-0.2811682,-0.2804666,0.0007016
14,0.89964163,0.9170265,"('antisocial', 'social')",0.69210863,0.54887706,0.7958751,0.7329518,-0.0629233
15,-0.14338784,-0.25502658,"('boring', 'funny')",0.10221027,0.13984406,-0.0205888,-0.0575913,-0.0370025
16,-0.14920184,-0.24306296,"('unpopular', 'popular')",0.6577756,0.5481132,0.2542869,0.1525251,-0.1017618
17,0.253268,0.33879936,"('nasty', 'nice')",-0.48377833,-0.4643824,-0.1152552,-0.0627915,0.0524637
18,-0.75168437,-0.709025,"('disagreeable', 'welcoming')",-0.7825229,-0.84188473,-0.7671037,-0.7754549,-0.0083512
19,-1.016607,-1.0397829,"('inhospitable', 'hospitable')",-0.9287959,-0.848721,-0.9727014,-0.944252,0.0284494
20,0.94826615,0.90187395,"('rough', 'thoughtful')",0.8869568,0.81563365,0.9176115,0.8587538,-0.0588577
21,0.86228263,0.89685154,"('immoral', 'moral')",0.30672544,0.34078875,0.584504,0.6188201,0.0343161
22,0.14644688,0.12626243,"('untrustworthy', 'trustworthy')",-0.9683689,-0.99918383,-0.410961,-0.4364607,-0.0254997
23,0.10914919,0.14131552,"('insincere', 'sincere')",5.8207645,5.7664027,2.9649568,2.9538591,-0.0110977
24,-0.017067488,-0.037504688,"('dishonest', 'honest')",0.65583056,0.6913897,0.3193815,0.3269425,0.007561
25,-0.53059953,-0.7538255,"('egoistic', 'altruistic')",0.6011125,0.4604951,0.0352565,-0.1466652,-0.1819217
26,0.04434281,-0.23402384,"('hardhearted', 'benevolent')",1.6456554,1.3591751,0.8449991,0.5625756,-0.2824235
27,-0.45807642,-0.3879243,"('hardhearted', 'softhearted')",0.48029912,0.3939427,0.0111113,0.0030092,-0.0081021
28,-0.8764873,-0.9899186,"('disloyal', 'loyal')",1.4133245,1.2281682,0.2684186,0.1191248,-0.1492938
29,-0.3766508,-0.42131802,"('unfair', 'fair')",-0.52969396,-0.660309,-0.4531724,-0.5408135,-0.0876411
30,0.9166524,0.9118125,"('intolerant', 'tolerant')",1.1322457,1.1995614,1.024449,1.055687,0.031238
31,-1.6011188,-1.601809,"('evil', 'good')",-1.5126945,-1.6380341,-1.5569067,-1.6199216,-0.0630149
32,0.7143435,0.5187814,"('unkind', 'kind')",1.3310239,1.0986878,1.0226837,0.8087346,-0.2139491
33,-0.38542253,-0.49466518,"('wrong', 'right')",-1.2415096,-1.3013831,-0.8134661,-0.8980241,-0.084558
34,-0.028767703,0.23397411,"('mean', 'honorable')",5.570702,5.824104,2.7709672,3.0290389,0.2580717
35,-1.0900813,-1.2876695,"('corrupt', 'incorrupt')",-1.3262724,-1.4008994,-1.2081769,-1.3442845,-0.1361076
36,-1.3193736,-1.4519855,"('hostile', 'amicable')",-0.78200096,-0.9322687,-1.0506873,-1.1921271,-0.1414398
37,-0.19167784,-0.17553233,"('fake', 'genuine')",-0.11181605,-0.12567747,-0.1517469,-0.1506049,0.001142
38,-0.8373228,-0.76034355,"('untruthful', 'truthful')",0.04232594,0.13144165,-0.3974984,-0.3144509,0.0830475
39,0.61474884,0.6215828,"('exploitative', 'cooperative')",0.05799447,0.10263196,0.3363717,0.3621074,0.0257357
40,-0.26504514,-0.13752343,"('stingy', 'generous')",-2.237897,-2.37121,-1.251471,-1.2543668,-0.0028958
41,-0.17369321,-0.014830034,"('unforgiving', 'forgiving')",0.16152105,0.122284785,-0.0060861,0.0537274,0.0598135
42,0.6740196,0.8680589,"('unreliable', 'reliable')",-2.9421875,-2.8319669,-1.134084,-0.981954,0.15213
43,0.06749211,0.17939459,"('irresponsible', 'responsible')",0.7605363,0.8208395,0.4140142,0.5001171,0.0861029
44,0.04025428,0.011647208,"('prejudiced', 'unprejudiced')",-1.3542116,-1.3462336,-0.6569787,-0.6672932,-0.0103145
45,0.40767032,0.60111576,"('incompetent', 'competent')",0.4568582,0.4404604,0.4322643,0.5207881,0.0885238
46,0.29544523,0.47750977,"('uncompetitive', 'competitive')",-0.070960045,0.006670666,0.1122426,0.2420902,0.1298476
47,0.38969192,0.38192794,"('stupid', 'smart')",4.923339,5.083156,2.6565154,2.732542,0.0760266
48,0.09498749,0.18012619,"('unintelligent', 'intelligent')",0.928462,0.8958295,0.5117248,0.5379778,0.026253
49,0.1588426,0.3739876,"('unable', 'able')",-0.24399702,-0.11367198,-0.0425772,0.1301578,0.172735
50,0.106197804,0.11122809,"('clumsy', 'skillful')",-5.317107e-05,-0.08683641,0.0530723,0.0121958,-0.0408765
51,0.1187491,0.10065019,"('uneducated', 'educated')",0.7118566,0.6486539,0.4153028,0.3746521,-0.0406507
52,-0.5226438,-0.8274907,"('irrational', 'rational')",-0.45145524,-0.68887955,-0.4870495,-0.7581851,-0.2711356
