,ketch_male,ketch_female,tuple,average_male,average_female,female-male
0,-0.18887463,-0.26931113,"('unsociable', 'sociable')",-0.1888746,-0.2693111,-0.0804365
1,0.10023334,0.034279708,"('unfriendly', 'friendly')",0.1002333,0.0342797,-0.0659536
2,0.66079617,0.86709785,"('unlikable', 'likable')",0.6607962,0.8670979,0.2063017
3,-0.9554664,-0.7362793,"('repellent', 'pleasant')",-0.9554664,-0.7362793,0.2191871
4,-1.3075404,-1.6046861,"('disliked', 'liked')",-1.3075404,-1.6046861,-0.2971457
5,0.18312463,-0.085888706,"('distant', 'outgoing')",0.1831246,-0.0858887,-0.2690133
6,0.10911951,-0.17095363,"('distant', 'open')",0.1091195,-0.1709536,-0.2800731
7,-0.332127,-0.24806304,"('insensitive', 'sensitive')",-0.332127,-0.248063,0.084064
8,0.0607569,-0.09636736,"('unaffectionate', 'affectionate')",0.0607569,-0.0963674,-0.1571243
9,-0.17124511,-0.37023023,"('unaffectionate', 'caring')",-0.1712451,-0.3702302,-0.1989851
10,-0.7919903,-0.75231725,"('unsympathetic', 'sympathetic')",-0.7919903,-0.7523172,0.0396731
11,-0.21633019,0.17336145,"('unhelpful', 'helpful')",-0.2163302,0.1733615,0.3896917
12,-0.7849487,-0.73846555,"('unsupportive', 'supportive')",-0.7849487,-0.7384655,0.0464832
13,-0.7623215,-0.4603714,"('impolite', 'polite')",-0.7623215,-0.4603714,0.3019501
14,0.60401165,0.5286435,"('antisocial', 'social')",0.6040117,0.5286435,-0.0753682
15,1.5542316,1.2226655,"('boring', 'funny')",1.5542316,1.2226655,-0.3315661
16,-0.5541076,-0.52756137,"('unpopular', 'popular')",-0.5541076,-0.5275614,0.0265462
17,0.25261816,0.22578675,"('nasty', 'nice')",0.2526182,0.2257867,-0.0268315
18,-0.13637336,0.16715086,"('disagreeable', 'welcoming')",-0.1363734,0.1671509,0.3035243
19,-1.7187641,-1.6345751,"('inhospitable', 'hospitable')",-1.7187641,-1.6345751,0.084189
20,-0.436472,-0.33220917,"('rough', 'thoughtful')",-0.436472,-0.3322092,0.1042628
21,-1.0604308,-0.62514925,"('immoral', 'moral')",-1.0604308,-0.6251493,0.4352815
22,0.110208176,0.19660302,"('untrustworthy', 'trustworthy')",0.1102082,0.196603,0.0863948
23,0.83750635,1.3530896,"('insincere', 'sincere')",0.8375064,1.3530896,0.5155832
24,-0.0077730455,0.07964212,"('dishonest', 'honest')",-0.007773,0.0796421,0.0874151
25,0.49653155,0.25260097,"('egoistic', 'altruistic')",0.4965315,0.252601,-0.2439305
26,1.0383343,0.5814127,"('hardhearted', 'benevolent')",1.0383343,0.5814127,-0.4569216
27,0.8685233,0.65069157,"('hardhearted', 'softhearted')",0.8685233,0.6506916,-0.2178317
28,-0.09508704,-0.023479708,"('disloyal', 'loyal')",-0.095087,-0.0234797,0.0716073
29,-0.56215894,-0.67208785,"('unfair', 'fair')",-0.5621589,-0.6720878,-0.1099289
30,-0.15051845,0.3488592,"('intolerant', 'tolerant')",-0.1505184,0.3488592,0.4993776
31,-0.29857042,-0.5592057,"('evil', 'good')",-0.2985704,-0.5592057,-0.2606353
32,0.07181415,-0.0036107488,"('unkind', 'kind')",0.0718141,-0.0036107,-0.0754248
33,0.16429518,0.23591943,"('wrong', 'right')",0.1642952,0.2359194,0.0716242
34,0.7785089,1.3755443,"('mean', 'honorable')",0.7785089,1.3755443,0.5970354
35,0.3500262,-0.23379372,"('corrupt', 'incorrupt')",0.3500262,-0.2337937,-0.5838199
36,0.37570307,0.07432542,"('hostile', 'amicable')",0.3757031,0.0743254,-0.3013777
37,-0.38369453,-0.31217465,"('fake', 'genuine')",-0.3836945,-0.3121746,0.0715199
38,-0.8079061,-0.65689814,"('untruthful', 'truthful')",-0.8079061,-0.6568981,0.151008
39,0.2551615,0.58748627,"('exploitative', 'cooperative')",0.2551615,0.5874863,0.3323248
40,-0.1705518,-0.39373124,"('stingy', 'generous')",-0.1705518,-0.3937312,-0.2231794
41,0.8029232,1.0194995,"('unforgiving', 'forgiving')",0.8029232,1.0194995,0.2165763
42,-0.4388622,-0.41359848,"('unreliable', 'reliable')",-0.4388622,-0.4135985,0.0252637
43,-0.48971793,-0.2979329,"('irresponsible', 'responsible')",-0.4897179,-0.2979329,0.191785
