,south_male,south_female,tuple,average_male,average_female,female-male
0,0.43146405,0.39388794,"('unsociable', 'sociable')",0.431464,0.3938879,-0.0375761
1,0.9331005,0.775137,"('unfriendly', 'friendly')",0.9331005,0.775137,-0.1579635
2,0.20282842,0.22290358,"('unlikable', 'likable')",0.2028284,0.2229036,0.0200752
3,0.63868326,0.7007126,"('repellent', 'pleasant')",0.6386833,0.7007126,0.0620293
4,-6.815584,-7.1276727,"('disliked', 'liked')",-6.8155842,-7.1276727,-0.3120885
5,-0.8269286,-0.8096335,"('distant', 'outgoing')",-0.8269286,-0.8096335,0.0172951
6,-0.16276109,-0.23098251,"('distant', 'open')",-0.1627611,-0.2309825,-0.0682214
7,1.2888074,1.3112217,"('insensitive', 'sensitive')",1.2888074,1.3112217,0.0224143
8,0.9626576,0.8169508,"('unaffectionate', 'affectionate')",0.9626576,0.8169508,-0.1457068
9,1.6480119,1.6206411,"('unaffectionate', 'caring')",1.6480119,1.6206411,-0.0273708
10,0.8722441,1.0167624,"('unsympathetic', 'sympathetic')",0.8722441,1.0167624,0.1445183
11,1.5531487,1.7159507,"('unhelpful', 'helpful')",1.5531487,1.7159507,0.162802
12,-1.4080334,-1.4624292,"('unsupportive', 'supportive')",-1.4080334,-1.4624292,-0.0543958
13,-0.24022456,-0.10649353,"('impolite', 'polite')",-0.2402246,-0.1064935,0.1337311
14,0.099172324,0.17113498,"('antisocial', 'social')",0.0991723,0.171135,0.0719627
15,0.12805368,0.01898576,"('boring', 'funny')",0.1280537,0.0189858,-0.1090679
16,-0.35124835,-0.4578491,"('unpopular', 'popular')",-0.3512484,-0.4578491,-0.1066007
17,-0.10871943,-0.09617089,"('nasty', 'nice')",-0.1087194,-0.0961709,0.0125485
18,-0.69143605,-0.6974077,"('disagreeable', 'welcoming')",-0.6914361,-0.6974077,-0.0059716
19,-0.59130347,-0.61656123,"('inhospitable', 'hospitable')",-0.5913035,-0.6165612,-0.0252577
20,0.700831,0.6627214,"('rough', 'thoughtful')",0.700831,0.6627214,-0.0381096
21,-0.0833494,0.08255629,"('immoral', 'moral')",-0.0833494,0.0825563,0.1659057
22,-0.21589477,-0.23968521,"('untrustworthy', 'trustworthy')",-0.2158948,-0.2396852,-0.0237904
23,5.467582,5.6977205,"('insincere', 'sincere')",5.4675822,5.6977205,0.2301383
24,1.2618041,1.247807,"('dishonest', 'honest')",1.2618041,1.247807,-0.0139971
25,0.50652504,0.31283587,"('egoistic', 'altruistic')",0.506525,0.3128359,-0.1936891
26,1.0234902,0.8220813,"('hardhearted', 'benevolent')",1.0234902,0.8220813,-0.2014089
27,1.485094,1.3493729,"('hardhearted', 'softhearted')",1.485094,1.3493729,-0.1357211
28,0.9465902,0.9017213,"('disloyal', 'loyal')",0.9465902,0.9017213,-0.0448689
29,-0.43714923,-0.56076306,"('unfair', 'fair')",-0.4371492,-0.5607631,-0.1236139
30,0.40864184,0.6299061,"('intolerant', 'tolerant')",0.4086418,0.6299061,0.2212643
31,-1.5756451,-1.7157313,"('evil', 'good')",-1.5756451,-1.7157313,-0.1400862
32,1.0185604,0.9376258,"('unkind', 'kind')",1.0185604,0.9376258,-0.0809346
33,-0.16291519,-0.29129103,"('wrong', 'right')",-0.1629152,-0.291291,-0.1283758
34,4.1744704,4.4160075,"('mean', 'honorable')",4.1744704,4.4160075,0.2415371
