,glider_male,glider_female,tuple,average_male,average_female,female-male
0,0.36908233,0.16590482,"('unsociable', 'sociable')",0.3690823,0.1659048,-0.2031775
1,1.144353,1.2937963,"('unfriendly', 'friendly')",1.144353,1.2937963,0.1494433
2,0.051803693,0.20107934,"('unlikable', 'likable')",0.0518037,0.2010793,0.1492756
3,0.44622174,0.67168564,"('repellent', 'pleasant')",0.4462217,0.6716856,0.2254639
4,-7.56786,-7.653558,"('disliked', 'liked')",-7.5678601,-7.6535578,-0.0856977
5,-0.70101464,-0.48012528,"('distant', 'outgoing')",-0.7010146,-0.4801253,0.2208893
6,-0.56600976,-0.27521554,"('distant', 'open')",-0.5660098,-0.2752155,0.2907943
7,1.3120276,1.411989,"('insensitive', 'sensitive')",1.3120276,1.411989,0.0999614
8,1.191505,1.2540295,"('unaffectionate', 'affectionate')",1.191505,1.2540295,0.0625245
9,1.8928617,1.9412186,"('unaffectionate', 'caring')",1.8928617,1.9412186,0.0483569
10,1.1834996,1.1161236,"('unsympathetic', 'sympathetic')",1.1834996,1.1161236,-0.067376
11,2.0130608,2.0375063,"('unhelpful', 'helpful')",2.0130608,2.0375063,0.0244455
12,-1.308392,-1.30646,"('unsupportive', 'supportive')",-1.308392,-1.30646,0.001932
13,0.30344987,0.10936898,"('impolite', 'polite')",0.3034499,0.109369,-0.1940809
14,0.2639128,0.11615821,"('antisocial', 'social')",0.2639128,0.1161582,-0.1477546
15,0.74984455,0.6770302,"('boring', 'funny')",0.7498446,0.6770302,-0.0728144
16,-0.90074134,-0.68403375,"('unpopular', 'popular')",-0.9007413,-0.6840338,0.2167075
17,-0.37400222,-0.36689,"('nasty', 'nice')",-0.3740022,-0.36689,0.0071122
18,-0.54274315,-0.33497983,"('disagreeable', 'welcoming')",-0.5427431,-0.3349798,0.2077633
19,-0.84172827,-0.6608037,"('inhospitable', 'hospitable')",-0.8417283,-0.6608037,0.1809246
20,0.6985012,0.678949,"('rough', 'thoughtful')",0.6985012,0.678949,-0.0195522
21,0.18841659,0.24851236,"('immoral', 'moral')",0.1884166,0.2485124,0.0600958
22,-0.6200739,-0.6349498,"('untrustworthy', 'trustworthy')",-0.6200739,-0.6349498,-0.0148759
23,6.474833,6.6472764,"('insincere', 'sincere')",6.474833,6.6472764,0.1724434
