,broom_male,broom_female,tuple,average_male,average_female,female-male
0,0.6540504,0.4072179,"('unsociable', 'sociable')",0.6540504,0.4072179,-0.2468325
1,0.9816794,0.9725643,"('unfriendly', 'friendly')",0.9816794,0.9725643,-0.0091151
2,-0.10383183,-0.0020431196,"('unlikable', 'likable')",-0.1038318,-0.0020431,0.1017887
3,0.5472662,0.7614502,"('repellent', 'pleasant')",0.5472662,0.7614502,0.214184
4,-7.2286105,-7.397236,"('disliked', 'liked')",-7.2286105,-7.3972359,-0.1686254
5,-0.65647864,-0.63110864,"('distant', 'outgoing')",-0.6564786,-0.6311086,0.02537
6,-0.22996363,-0.24910893,"('distant', 'open')",-0.2299636,-0.2491089,-0.0191453
7,1.3832377,1.3900112,"('insensitive', 'sensitive')",1.3832377,1.3900112,0.0067735
8,1.0112526,1.0452092,"('unaffectionate', 'affectionate')",1.0112526,1.0452092,0.0339566
9,1.3677057,1.3892663,"('unaffectionate', 'caring')",1.3677057,1.3892663,0.0215606
10,1.4130727,1.3963416,"('unsympathetic', 'sympathetic')",1.4130727,1.3963416,-0.0167311
11,1.8073652,1.7966511,"('unhelpful', 'helpful')",1.8073652,1.7966511,-0.0107141
12,-1.1876923,-1.2489167,"('unsupportive', 'supportive')",-1.1876923,-1.2489167,-0.0612244
13,0.20416595,0.22250813,"('impolite', 'polite')",0.204166,0.2225081,0.0183421
14,0.63529843,0.58873373,"('antisocial', 'social')",0.6352984,0.5887337,-0.0465647
15,0.78242475,0.6966902,"('boring', 'funny')",0.7824247,0.6966902,-0.0857345
16,-0.9645184,-1.008576,"('unpopular', 'popular')",-0.9645184,-1.008576,-0.0440576
17,-0.077138714,-0.07359071,"('nasty', 'nice')",-0.0771387,-0.0735907,0.003548
18,-0.61216795,-0.5382302,"('disagreeable', 'welcoming')",-0.612168,-0.5382302,0.0739378
19,-0.61133766,-0.6196484,"('inhospitable', 'hospitable')",-0.6113377,-0.6196484,-0.0083107
20,0.62970364,0.5180496,"('rough', 'thoughtful')",0.6297036,0.5180496,-0.111654
21,-0.16602212,0.019514712,"('immoral', 'moral')",-0.1660221,0.0195147,0.1855368
22,-0.02226256,-0.11013922,"('untrustworthy', 'trustworthy')",-0.0222626,-0.1101392,-0.0878766
23,6.0366488,6.154703,"('insincere', 'sincere')",6.0366488,6.1547031,0.1180543
24,1.3700469,1.3028872,"('dishonest', 'honest')",1.3700469,1.3028872,-0.0671597
25,0.5556364,0.6168664,"('egoistic', 'altruistic')",0.5556364,0.6168664,0.06123
26,1.3461349,1.1402721,"('hardhearted', 'benevolent')",1.3461349,1.1402721,-0.2058628
27,1.4475815,1.2858897,"('hardhearted', 'softhearted')",1.4475815,1.2858897,-0.1616918
28,1.1488516,1.0214676,"('disloyal', 'loyal')",1.1488516,1.0214676,-0.127384
29,-0.641625,-0.72732294,"('unfair', 'fair')",-0.641625,-0.7273229,-0.0856979
30,0.87610316,0.93140596,"('intolerant', 'tolerant')",0.8761032,0.931406,0.0553028
31,-1.4057686,-1.4351072,"('evil', 'good')",-1.4057686,-1.4351072,-0.0293386
32,1.339518,1.1938823,"('unkind', 'kind')",1.339518,1.1938823,-0.1456357
33,-0.4212101,-0.47378185,"('wrong', 'right')",-0.4212101,-0.4737819,-0.0525718
34,3.8547285,4.1083684,"('mean', 'honorable')",3.8547285,4.1083684,0.2536399
35,-0.971109,-1.256137,"('corrupt', 'incorrupt')",-0.971109,-1.256137,-0.285028
36,-0.67876685,-0.8374736,"('hostile', 'amicable')",-0.6787668,-0.8374736,-0.1587068
37,1.1006097,1.0792598,"('fake', 'genuine')",1.1006097,1.0792598,-0.0213499
38,-0.64194155,-0.5585272,"('untruthful', 'truthful')",-0.6419415,-0.5585272,0.0834143
39,0.5841328,0.57549644,"('exploitative', 'cooperative')",0.5841328,0.5754964,-0.0086364
40,-1.499322,-1.551708,"('stingy', 'generous')",-1.4993221,-1.551708,-0.0523859
41,1.0469224,0.80847585,"('unforgiving', 'forgiving')",1.0469224,0.8084759,-0.2384465
42,-2.30715,-2.2638774,"('unreliable', 'reliable')",-2.3071499,-2.2638774,0.0432725
43,1.16722,1.200025,"('irresponsible', 'responsible')",1.16722,1.200025,0.032805
44,-1.2406577,-1.2005453,"('prejudiced', 'unprejudiced')",-1.2406577,-1.2005453,0.0401124
45,0.7277563,0.4350664,"('incompetent', 'competent')",0.7277563,0.4350664,-0.2926899
46,-0.11323784,-0.25869897,"('uncompetitive', 'competitive')",-0.1132378,-0.258699,-0.1454612
47,4.7662816,4.796225,"('stupid', 'smart')",4.7662816,4.7962251,0.0299435
48,0.40127718,0.44200796,"('unintelligent', 'intelligent')",0.4012772,0.442008,0.0407308
49,-0.30012953,-0.21368097,"('unable', 'able')",-0.3001295,-0.213681,0.0864485
50,-0.5337516,-0.49681965,"('clumsy', 'skillful')",-0.5337516,-0.4968196,0.036932
51,0.63287604,0.6202065,"('uneducated', 'educated')",0.632876,0.6202065,-0.0126695
52,-0.27212605,-0.37308514,"('irrational', 'rational')",-0.272126,-0.3730851,-0.1009591
53,0.084660985,-0.07465392,"('uncreative', 'creative')",0.084661,-0.0746539,-0.1593149
54,0.68914676,0.74963015,"('incapable', 'capable')",0.6891468,0.7496302,0.0604834
55,1.035704,1.068507,"('incompetent', 'clever')",1.035704,1.068507,0.032803
56,0.6205272,0.564093,"('impractical', 'practical')",0.6205272,0.564093,-0.0564342
57,-1.3842367,-1.663822,"('unimaginative', 'imaginative')",-1.3842367,-1.6638221,-0.2795854
58,0.637279,0.5950003,"('undiscriminating', 'discriminating')",0.637279,0.5950003,-0.0422787
59,-0.2177527,-0.20437568,"('foolish', 'wise')",-0.2177527,-0.2043757,0.013377
60,0.24056308,0.44702226,"('inefficient', 'efficient')",0.2405631,0.4470223,0.2064592
61,0.42065698,0.18054943,"('illogical', 'logical')",0.420657,0.1805494,-0.2401076
62,0.46027616,0.5678432,"('incompetent', 'brilliant')",0.4602762,0.5678432,0.107567
63,0.43865922,0.41259938,"('unperceptive', 'insightful')",0.4386592,0.4125994,-0.0260598
64,-6.0237503,-5.9314466,"('shy', 'confident')",-6.0237503,-5.9314466,0.0923037
65,0.49830598,0.65903765,"('insecure', 'secure')",0.498306,0.6590376,0.1607316
66,-0.0057114083,-0.11393912,"('inactive', 'active')",-0.0057114,-0.1139391,-0.1082277
67,-0.72878206,-0.6427907,"('doubtful', 'determined')",-0.7287821,-0.6427907,0.0859914
68,-1.0724491,-0.9578741,"('dependent', 'independent')",-1.0724491,-0.9578741,0.114575
69,-2.016958,-2.0844944,"('lazy', 'industrious')",-2.016958,-2.0844944,-0.0675364
70,1.8115951,1.7310948,"('lethargic', 'energetic')",1.8115951,1.7310948,-0.0805003
71,0.49805933,0.4007568,"('diffident', 'self-confident')",0.4980593,0.4007568,-0.0973025
72,0.7784589,1.0407963,"('unambitious', 'ambitious')",0.7784589,1.0407963,0.2623374
73,-3.1618063,-3.023261,"('helpless', 'self-reliant')",-3.1618063,-3.0232611,0.1385452
74,0.57135046,0.36847496,"('undedicated', 'dedicated')",0.5713505,0.368475,-0.2028755
75,-0.9509993,-0.8993415,"('meek', 'impulsive')",-0.9509993,-0.8993415,0.0516578
76,0.39533272,0.504187,"('anxious', 'daring')",0.3953327,0.504187,0.1088543
77,-1.1531373,-1.0822849,"('unmotivated', 'motivated')",-1.1531373,-1.0822849,0.0708524
78,-0.5110029,-0.7280646,"('nonresilient', 'resilient')",-0.5110029,-0.7280646,-0.2170617
79,-0.24948572,-0.26068124,"('wavering', 'unwavering')",-0.2494857,-0.2606812,-0.0111955
80,0.44355696,0.24103358,"('dominated', 'dominating')",0.443557,0.2410336,-0.2025234
81,0.2790624,0.24548583,"('submissive', 'aggressive')",0.2790624,0.2454858,-0.0335766
82,6.1208725,6.1211286,"('poor', 'rich')",6.1208725,6.1211286,0.0002561
