,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.44212234,-0.3924927,"('unsociable', 'sociable')",-0.0051250155,-0.25859594,-0.2236237,-0.3255443,-0.1019206
1,-1.2129598,-1.2469975,"('unfriendly', 'friendly')",0.6955913,0.4959569,-0.2586842,-0.3755203,-0.1168361
2,1.5825878,1.5836835,"('unlikable', 'likable')",0.9061026,0.9547645,1.2443452,1.2692239,0.0248787
3,-0.40155628,-0.20708838,"('repellent', 'pleasant')",1.3791721,1.3905873,0.4888079,0.5917495,0.1029416
4,-0.13415785,-0.20266421,"('disliked', 'liked')",-6.927316,-6.913679,-3.5307369,-3.5581717,-0.0274348
5,-0.84868115,-0.89066446,"('distant', 'outgoing')",-1.2874578,-1.2307019,-1.0680695,-1.0606833,0.0073862
6,-0.8692376,-0.8777772,"('distant', 'open')",-1.3232272,-1.2654256,-1.0962324,-1.0716014,0.024631
7,-0.72484165,-0.5000877,"('insensitive', 'sensitive')",0.08098768,0.089954644,-0.321927,-0.2050665,0.1168605
8,-0.5555931,-0.76075166,"('unaffectionate', 'affectionate')",0.05811663,-0.018782891,-0.2487382,-0.3897673,-0.1410291
9,-0.57444847,-0.6403429,"('unaffectionate', 'caring')",0.49608272,0.50246966,-0.0391829,-0.0689366,-0.0297537
10,-0.88679737,-0.67121255,"('unsympathetic', 'sympathetic')",0.075629525,0.027124561,-0.4055839,-0.322044,0.0835399
11,0.056822617,0.07565082,"('unhelpful', 'helpful')",2.284483,2.3542318,1.1706527,1.2149414,0.0442887
12,-0.39384636,-0.26429054,"('unsupportive', 'supportive')",-2.1026073,-2.1315844,-1.2482268,-1.1979375,0.0502893
13,-0.3865353,-0.34206823,"('impolite', 'polite')",-0.48646054,-0.45543438,-0.4364979,-0.3987513,0.0377466
14,0.37201902,0.580625,"('antisocial', 'social')",0.5554346,0.33908302,0.4637268,0.459854,-0.0038728
15,0.65006304,0.42852077,"('boring', 'funny')",-0.09708753,-0.07152705,0.2764878,0.1784969,-0.0979909
16,0.010646312,-0.043664943,"('unpopular', 'popular')",0.2673174,0.2197357,0.1389819,0.0880354,-0.0509465
17,-0.028117351,0.06202951,"('nasty', 'nice')",-0.57151514,-0.53863394,-0.2998163,-0.2383022,0.0615141
18,-0.09779062,0.0766104,"('disagreeable', 'welcoming')",-0.741163,-0.822645,-0.4194768,-0.3730173,0.0464595
19,-1.0582639,-1.1363829,"('inhospitable', 'hospitable')",-1.0773362,-0.937233,-1.0678,-1.036808,0.030992
20,0.27194947,0.38411403,"('rough', 'thoughtful')",0.84297156,0.77706337,0.5574605,0.5805887,0.0231282
21,0.26282448,0.38253856,"('immoral', 'moral')",0.2560858,0.24842627,0.2594551,0.3154824,0.0560273
22,-0.053220626,0.07100137,"('untrustworthy', 'trustworthy')",-0.8338733,-0.92306864,-0.443547,-0.4260336,0.0175134
23,-0.6633058,-0.49915728,"('insincere', 'sincere')",5.806199,5.709116,2.5714467,2.6049793,0.0335326
24,-0.2391468,-0.19938537,"('dishonest', 'honest')",0.8114651,0.829909,0.2861592,0.3152618,0.0291026
25,-0.1444128,-0.30890062,"('egoistic', 'altruistic')",0.69030654,0.50027966,0.2729469,0.0956895,-0.1772574
26,0.54884267,0.3075134,"('hardhearted', 'benevolent')",1.3768988,1.0704577,0.9628707,0.6889855,-0.2738852
27,-0.24762294,-0.14261866,"('hardhearted', 'softhearted')",0.7582679,0.6867377,0.2553225,0.2720595,0.016737
28,-0.1547782,-0.28375423,"('disloyal', 'loyal')",1.233338,1.0940565,0.5392799,0.4051511,-0.1341288
29,-0.037067927,-0.06689675,"('unfair', 'fair')",-0.32528841,-0.5269184,-0.1811782,-0.2969076,-0.1157294
30,0.5433209,0.68457985,"('intolerant', 'tolerant')",1.1890424,1.2027814,0.8661817,0.9436806,0.0774989
31,-1.0984728,-1.0941502,"('evil', 'good')",-1.5891353,-1.698044,-1.3438041,-1.3960971,-0.052293
32,0.3370674,0.30501506,"('unkind', 'kind')",0.9738295,0.72831506,0.6554484,0.516665,-0.1387834
33,0.08963217,-0.016635288,"('wrong', 'right')",-1.2458017,-1.2927871,-0.5780848,-0.6547112,-0.0766264
34,-0.014039991,0.1475947,"('mean', 'honorable')",5.5327306,5.7403965,2.7593453,2.9439957,0.1846504
35,-0.78176194,-0.9339004,"('corrupt', 'incorrupt')",-1.1964175,-1.1374907,-0.9890897,-1.0356956,-0.0466059
36,-0.5423414,-0.6821949,"('hostile', 'amicable')",-0.910154,-0.9619662,-0.7262477,-0.8220806,-0.0958329
37,-0.27659974,-0.26982886,"('fake', 'genuine')",0.0015382878,0.027682697,-0.1375307,-0.1210731,0.0164576
