,gel_male,gel_female,tuple,average_male,average_female,female-male
0,0.1515828,0.18044919,"('unsociable', 'sociable')",0.1515828,0.1804492,0.0288664
1,1.4151268,1.2560812,"('unfriendly', 'friendly')",1.4151268,1.2560812,-0.1590456
2,0.16045687,0.25550815,"('unlikable', 'likable')",0.1604569,0.2555082,0.0950513
3,0.8268652,0.95892745,"('repellent', 'pleasant')",0.8268652,0.9589275,0.1320623
4,-7.0670085,-7.3050537,"('disliked', 'liked')",-7.0670085,-7.3050537,-0.2380452
5,-0.39293373,-0.4940966,"('distant', 'outgoing')",-0.3929337,-0.4940966,-0.1011629
6,0.26145247,0.006706767,"('distant', 'open')",0.2614525,0.0067068,-0.2547457
7,1.3937187,1.4338305,"('insensitive', 'sensitive')",1.3937187,1.4338305,0.0401118
8,1.2466797,1.0322591,"('unaffectionate', 'affectionate')",1.2466797,1.0322591,-0.2144206
9,1.311558,1.2784014,"('unaffectionate', 'caring')",1.311558,1.2784014,-0.0331566
10,0.91711324,1.0393836,"('unsympathetic', 'sympathetic')",0.9171132,1.0393836,0.1222704
11,1.5132102,1.6888058,"('unhelpful', 'helpful')",1.5132102,1.6888058,0.1755956
12,-1.556329,-1.5255926,"('unsupportive', 'supportive')",-1.556329,-1.5255926,0.0307364
13,-0.17376028,0.07370727,"('impolite', 'polite')",-0.1737603,0.0737073,0.2474676
14,0.20527944,0.33046663,"('antisocial', 'social')",0.2052794,0.3304666,0.1251872
15,0.8723093,0.7988211,"('boring', 'funny')",0.8723093,0.7988211,-0.0734882
16,-0.58364904,-0.6600402,"('unpopular', 'popular')",-0.583649,-0.6600402,-0.0763912
17,-0.018890968,-0.06949054,"('nasty', 'nice')",-0.018891,-0.0694905,-0.0505995
18,-0.24318922,-0.23391542,"('disagreeable', 'welcoming')",-0.2431892,-0.2339154,0.0092738
19,-0.39902,-0.534183,"('inhospitable', 'hospitable')",-0.39902,-0.534183,-0.135163
20,0.7726003,0.62739307,"('rough', 'thoughtful')",0.7726003,0.6273931,-0.1452072
21,-0.2675227,0.08315983,"('immoral', 'moral')",-0.2675227,0.0831598,0.3506825
22,-0.21833353,-0.15172076,"('untrustworthy', 'trustworthy')",-0.2183335,-0.1517208,0.0666127
23,6.2781053,6.5381804,"('insincere', 'sincere')",6.2781053,6.5381804,0.2600751
24,1.5618507,1.5768194,"('dishonest', 'honest')",1.5618507,1.5768194,0.0149687
25,1.0890852,0.97039616,"('egoistic', 'altruistic')",1.0890852,0.9703962,-0.118689
26,1.3876063,1.1311144,"('hardhearted', 'benevolent')",1.3876063,1.1311144,-0.2564919
27,1.8432975,1.5785707,"('hardhearted', 'softhearted')",1.8432975,1.5785707,-0.2647268
28,1.4561207,1.2873266,"('disloyal', 'loyal')",1.4561207,1.2873266,-0.1687941
29,-0.20006977,-0.42476684,"('unfair', 'fair')",-0.2000698,-0.4247668,-0.224697
30,0.8580261,0.98842466,"('intolerant', 'tolerant')",0.8580261,0.9884247,0.1303986
