,hospice_male,hospice_female,tuple,average_male,average_female,female-male
0,0.25775722,0.06704278,"('unsociable', 'sociable')",0.2577572,0.0670428,-0.1907144
1,1.1121621,1.2902687,"('unfriendly', 'friendly')",1.1121621,1.2902687,0.1781066
2,-0.17000775,-0.0008517355,"('unlikable', 'likable')",-0.1700078,-0.0008517,0.1691561
3,0.76921046,0.74775785,"('repellent', 'pleasant')",0.7692105,0.7477579,-0.0214526
4,-7.554651,-7.724043,"('disliked', 'liked')",-7.5546508,-7.7240429,-0.1693921
5,-0.66030025,-0.509719,"('distant', 'outgoing')",-0.6603003,-0.509719,0.1505813
6,-0.16111219,-0.07202789,"('distant', 'open')",-0.1611122,-0.0720279,0.0890843
7,1.2898774,1.1541065,"('insensitive', 'sensitive')",1.2898774,1.1541065,-0.1357709
8,1.2332604,1.2817756,"('unaffectionate', 'affectionate')",1.2332604,1.2817756,0.0485152
9,1.5499804,1.7628489,"('unaffectionate', 'caring')",1.5499804,1.7628489,0.2128685
10,1.1128029,0.9453327,"('unsympathetic', 'sympathetic')",1.1128029,0.9453327,-0.1674702
11,1.6385078,1.7490171,"('unhelpful', 'helpful')",1.6385078,1.7490171,0.1105093
12,-1.4138191,-1.3776653,"('unsupportive', 'supportive')",-1.4138191,-1.3776653,0.0361538
13,-0.060911708,-0.026578851,"('impolite', 'polite')",-0.0609117,-0.0265789,0.0343328
14,0.22876379,0.09179548,"('antisocial', 'social')",0.2287638,0.0917955,-0.1369683
15,0.45832932,0.3983971,"('boring', 'funny')",0.4583293,0.3983971,-0.0599322
16,-0.71916056,-0.572631,"('unpopular', 'popular')",-0.7191606,-0.572631,0.1465296
17,0.23052046,0.30749685,"('nasty', 'nice')",0.2305205,0.3074968,0.0769763
18,-0.61261076,-0.49320334,"('disagreeable', 'welcoming')",-0.6126108,-0.4932033,0.1194075
19,-0.7112894,-0.513099,"('inhospitable', 'hospitable')",-0.7112894,-0.513099,0.1981904
20,0.74623346,0.62288994,"('rough', 'thoughtful')",0.7462335,0.6228899,-0.1233436
21,-0.24604508,-0.1726002,"('immoral', 'moral')",-0.2460451,-0.1726002,0.0734449
