,cheek_male,cheek_female,tuple,average_male,average_female,female-male
0,-0.022252593,-0.06707586,"('unsociable', 'sociable')",-0.0222526,-0.0670759,-0.0448233
1,1.4592025,1.3586043,"('unfriendly', 'friendly')",1.4592025,1.3586043,-0.1005982
2,-0.21220289,-0.10743417,"('unlikable', 'likable')",-0.2122029,-0.1074342,0.1047687
3,0.38490707,0.45155627,"('repellent', 'pleasant')",0.3849071,0.4515563,0.0666492
4,-7.507221,-7.64798,"('disliked', 'liked')",-7.5072212,-7.6479802,-0.140759
5,-0.7579337,-0.7517244,"('distant', 'outgoing')",-0.7579337,-0.7517244,0.0062093
6,-0.13922496,-0.21918464,"('distant', 'open')",-0.139225,-0.2191846,-0.0799596
7,0.9266759,0.97878194,"('insensitive', 'sensitive')",0.9266759,0.9787819,0.052106
8,1.2119473,1.1147792,"('unaffectionate', 'affectionate')",1.2119473,1.1147792,-0.0971681
9,1.5689737,1.6045839,"('unaffectionate', 'caring')",1.5689737,1.6045839,0.0356102
10,1.1504653,1.1374484,"('unsympathetic', 'sympathetic')",1.1504653,1.1374484,-0.0130169
11,1.5087123,1.5690755,"('unhelpful', 'helpful')",1.5087123,1.5690755,0.0603632
12,-1.7391104,-1.7245896,"('unsupportive', 'supportive')",-1.7391104,-1.7245896,0.0145208
13,-0.07992613,-0.08770132,"('impolite', 'polite')",-0.0799261,-0.0877013,-0.0077752
14,0.2982124,0.32137802,"('antisocial', 'social')",0.2982124,0.321378,0.0231656
15,0.26605108,0.19122972,"('boring', 'funny')",0.2660511,0.1912297,-0.0748214
16,-0.47539535,-0.38141906,"('unpopular', 'popular')",-0.4753954,-0.3814191,0.0939763
17,-0.6269259,-0.55363816,"('nasty', 'nice')",-0.6269259,-0.5536382,0.0732877
18,-0.17252885,-0.2838437,"('disagreeable', 'welcoming')",-0.1725288,-0.2838437,-0.1113149
19,-0.7419201,-0.7563025,"('inhospitable', 'hospitable')",-0.7419201,-0.7563025,-0.0143824
20,1.1098433,1.0795839,"('rough', 'thoughtful')",1.1098433,1.0795839,-0.0302594
21,-0.42666385,-0.34556046,"('immoral', 'moral')",-0.4266638,-0.3455605,0.0811033
22,-0.5992911,-0.65581954,"('untrustworthy', 'trustworthy')",-0.5992911,-0.6558195,-0.0565284
23,6.443641,6.5152016,"('insincere', 'sincere')",6.4436412,6.5152016,0.0715604
24,1.4220861,1.3091961,"('dishonest', 'honest')",1.4220861,1.3091961,-0.11289
25,0.7892653,0.7208362,"('egoistic', 'altruistic')",0.7892653,0.7208362,-0.0684291
26,0.8756664,0.80574864,"('hardhearted', 'benevolent')",0.8756664,0.8057486,-0.0699178
27,1.805541,1.6548567,"('hardhearted', 'softhearted')",1.805541,1.6548567,-0.1506843
28,1.3305817,1.2668965,"('disloyal', 'loyal')",1.3305817,1.2668965,-0.0636852
29,-0.8716437,-0.94726276,"('unfair', 'fair')",-0.8716437,-0.9472628,-0.0756191
30,1.0325539,1.0261501,"('intolerant', 'tolerant')",1.0325539,1.0261501,-0.0064038
31,-1.4511608,-1.4120638,"('evil', 'good')",-1.4511608,-1.4120638,0.039097
32,1.0842578,1.0552393,"('unkind', 'kind')",1.0842578,1.0552393,-0.0290185
33,-0.5708109,-0.5943118,"('wrong', 'right')",-0.5708109,-0.5943118,-0.0235009
34,4.4850087,4.652032,"('mean', 'honorable')",4.4850087,4.6520319,0.1670232
35,-0.8983874,-1.1329273,"('corrupt', 'incorrupt')",-0.8983874,-1.1329273,-0.2345399
36,-0.77037275,-0.87909645,"('hostile', 'amicable')",-0.7703727,-0.8790964,-0.1087237
37,1.017178,0.97353816,"('fake', 'genuine')",1.0171781,0.9735382,-0.0436399
38,-0.27631807,-0.27098578,"('untruthful', 'truthful')",-0.2763181,-0.2709858,0.0053323
39,0.3503323,0.36195105,"('exploitative', 'cooperative')",0.3503323,0.3619511,0.0116188
40,-1.2359306,-1.4426918,"('stingy', 'generous')",-1.2359306,-1.4426918,-0.2067612
41,0.10465915,0.07602894,"('unforgiving', 'forgiving')",0.1046591,0.0760289,-0.0286302
42,-2.2103827,-2.328142,"('unreliable', 'reliable')",-2.2103827,-2.3281419,-0.1177592
43,0.919358,0.94354874,"('irresponsible', 'responsible')",0.919358,0.9435487,0.0241907
44,-0.93398225,-0.9295048,"('prejudiced', 'unprejudiced')",-0.9339823,-0.9295048,0.0044775
45,0.017804146,0.064832404,"('incompetent', 'competent')",0.0178041,0.0648324,0.0470283
46,-0.7092606,-0.7997467,"('uncompetitive', 'competitive')",-0.7092606,-0.7997467,-0.0904861
47,5.1019893,5.288785,"('stupid', 'smart')",5.1019893,5.288785,0.1867957
48,0.7111836,0.6504431,"('unintelligent', 'intelligent')",0.7111836,0.6504431,-0.0607405
49,0.24985462,0.2887287,"('unable', 'able')",0.2498546,0.2887287,0.0388741
50,-0.20433375,-0.2778301,"('clumsy', 'skillful')",-0.2043338,-0.2778301,-0.0734963
51,0.63028556,0.5125845,"('uneducated', 'educated')",0.6302856,0.5125845,-0.1177011
52,-0.72212535,-0.77515334,"('irrational', 'rational')",-0.7221254,-0.7751533,-0.0530279
53,-0.12447736,-0.21663226,"('uncreative', 'creative')",-0.1244774,-0.2166323,-0.0921549
54,1.137188,1.192896,"('incapable', 'capable')",1.137188,1.192896,0.055708
55,0.9176026,0.93221694,"('incompetent', 'clever')",0.9176026,0.9322169,0.0146143
56,0.46003795,0.45242873,"('impractical', 'practical')",0.4600379,0.4524287,-0.0076092
57,-2.786445,-2.8104873,"('unimaginative', 'imaginative')",-2.7864449,-2.8104873,-0.0240424
58,-0.045060854,-0.0881539,"('undiscriminating', 'discriminating')",-0.0450609,-0.0881539,-0.043093
59,-0.32819527,-0.35128582,"('foolish', 'wise')",-0.3281953,-0.3512858,-0.0230905
60,0.60267764,0.71509534,"('inefficient', 'efficient')",0.6026776,0.7150953,0.1124177
61,0.18592834,0.059229463,"('illogical', 'logical')",0.1859283,0.0592295,-0.1266988
62,0.58217233,0.7576699,"('incompetent', 'brilliant')",0.5821723,0.7576699,0.1754976
63,-0.0021534562,0.04627928,"('unperceptive', 'insightful')",-0.0021535,0.0462793,0.0484328
64,-6.610465,-6.59278,"('shy', 'confident')",-6.610465,-6.5927801,0.0176849
65,0.038742788,0.08115498,"('insecure', 'secure')",0.0387428,0.081155,0.0424122
66,-0.32846218,-0.40567726,"('inactive', 'active')",-0.3284622,-0.4056773,-0.0772151
67,-0.41298017,-0.3142705,"('doubtful', 'determined')",-0.4129802,-0.3142705,0.0987097
68,-0.643924,-0.74390274,"('dependent', 'independent')",-0.643924,-0.7439027,-0.0999787
69,-2.148635,-2.100264,"('lazy', 'industrious')",-2.1486349,-2.1002641,0.0483708
70,1.1316948,1.1097944,"('lethargic', 'energetic')",1.1316948,1.1097944,-0.0219004
71,0.59269434,0.63056535,"('diffident', 'self-confident')",0.5926943,0.6305653,0.037871
72,0.6476282,0.76280993,"('unambitious', 'ambitious')",0.6476282,0.7628099,0.1151817
73,-2.9698317,-2.975927,"('helpless', 'self-reliant')",-2.9698317,-2.9759271,-0.0060954
74,0.3397356,0.15922397,"('undedicated', 'dedicated')",0.3397356,0.159224,-0.1805116
75,-1.1853958,-1.0834545,"('meek', 'impulsive')",-1.1853958,-1.0834545,0.1019413
76,1.140735,1.1075516,"('anxious', 'daring')",1.140735,1.1075516,-0.0331834
77,-1.545166,-1.3466511,"('unmotivated', 'motivated')",-1.545166,-1.3466511,0.1985149
78,-0.281546,-0.31229377,"('nonresilient', 'resilient')",-0.281546,-0.3122938,-0.0307478
79,-0.23049615,-0.2850288,"('wavering', 'unwavering')",-0.2304962,-0.2850288,-0.0545326
80,0.0039306153,-0.054335035,"('dominated', 'dominating')",0.0039306,-0.054335,-0.0582656
81,0.31316745,0.3759073,"('submissive', 'aggressive')",0.3131675,0.3759073,0.0627398
82,6.2836514,6.427893,"('poor', 'rich')",6.2836514,6.4278932,0.1442418
83,-0.07216603,-0.0644654,"('powerless', 'powerful')",-0.072166,-0.0644654,0.0077006
84,0.55012405,0.5063839,"('inferior', 'superior')",0.550124,0.5063839,-0.0437401
85,-0.1989781,-0.31650144,"('insignificant', 'prestigious')",-0.1989781,-0.3165014,-0.1175233
86,0.33893844,0.28786147,"('uninfluential', 'influential')",0.3389384,0.2878615,-0.0510769
87,-0.25916418,-0.10615125,"('unsuccessful', 'successful')",-0.2591642,-0.1061513,0.1530129
88,0.53921,0.4678287,"('low', 'eminent')",0.53921,0.4678287,-0.0713813
