,deed_male,deed_female,tuple,average_male,average_female,female-male
0,-0.07783435,-0.23549306,"('unsociable', 'sociable')",-0.0778344,-0.2354931,-0.1576587
1,0.5874062,0.6326829,"('unfriendly', 'friendly')",0.5874062,0.6326829,0.0452767
2,0.42296946,0.59918153,"('unlikable', 'likable')",0.4229695,0.5991815,0.176212
3,-0.22601011,-0.13188557,"('repellent', 'pleasant')",-0.2260101,-0.1318856,0.0941245
4,-6.6146812,-6.6354647,"('disliked', 'liked')",-6.6146812,-6.6354647,-0.0207835
5,-1.3460855,-1.198774,"('distant', 'outgoing')",-1.3460855,-1.198774,0.1473115
6,-0.8247028,-0.72121894,"('distant', 'open')",-0.8247028,-0.7212189,0.1034839
7,1.0106544,1.0823414,"('insensitive', 'sensitive')",1.0106544,1.0823414,0.071687
8,1.2106557,1.2267954,"('unaffectionate', 'affectionate')",1.2106557,1.2267954,0.0161397
9,1.4595256,1.5775915,"('unaffectionate', 'caring')",1.4595256,1.5775915,0.1180659
10,1.0734595,0.95892274,"('unsympathetic', 'sympathetic')",1.0734595,0.9589227,-0.1145368
11,1.6392435,1.6812646,"('unhelpful', 'helpful')",1.6392435,1.6812646,0.0420211
12,-1.8497205,-1.6961012,"('unsupportive', 'supportive')",-1.8497205,-1.6961012,0.1536193
13,-0.113794506,-0.03494245,"('impolite', 'polite')",-0.1137945,-0.0349424,0.0788521
14,-0.054008644,0.0065415166,"('antisocial', 'social')",-0.0540086,0.0065415,0.0605501
15,0.90225214,0.9556185,"('boring', 'funny')",0.9022521,0.9556185,0.0533664
16,-0.9095006,-0.8277801,"('unpopular', 'popular')",-0.9095006,-0.8277801,0.0817205
17,0.28751376,0.2593849,"('nasty', 'nice')",0.2875138,0.2593849,-0.0281289
18,-1.0321997,-0.83160317,"('disagreeable', 'welcoming')",-1.0321997,-0.8316032,0.2005965
19,-0.1597824,-0.08550698,"('inhospitable', 'hospitable')",-0.1597824,-0.085507,0.0742754
20,0.55269814,0.5024499,"('rough', 'thoughtful')",0.5526981,0.5024499,-0.0502482
21,-0.20482537,-0.054092348,"('immoral', 'moral')",-0.2048254,-0.0540923,0.1507331
22,-0.5871349,-0.4527759,"('untrustworthy', 'trustworthy')",-0.5871349,-0.4527759,0.134359
23,6.429573,6.4365396,"('insincere', 'sincere')",6.4295731,6.4365396,0.0069665
24,1.3137039,1.360114,"('dishonest', 'honest')",1.3137039,1.360114,0.0464101
25,0.6072477,0.4873822,"('egoistic', 'altruistic')",0.6072477,0.4873822,-0.1198655
26,1.0776246,0.8188055,"('hardhearted', 'benevolent')",1.0776246,0.8188055,-0.2588191
27,1.4953897,1.3770773,"('hardhearted', 'softhearted')",1.4953897,1.3770773,-0.1183124
28,1.3000528,1.0388396,"('disloyal', 'loyal')",1.3000528,1.0388396,-0.2612132
29,-0.53348494,-0.6084449,"('unfair', 'fair')",-0.5334849,-0.6084449,-0.07496
30,1.3997952,1.4172865,"('intolerant', 'tolerant')",1.3997952,1.4172865,0.0174913
31,-1.4308636,-1.2960752,"('evil', 'good')",-1.4308636,-1.2960752,0.1347884
32,1.7092398,1.6424735,"('unkind', 'kind')",1.7092398,1.6424735,-0.0667663
33,-0.43655202,-0.41818905,"('wrong', 'right')",-0.436552,-0.418189,0.018363
34,4.6243596,4.7207174,"('mean', 'honorable')",4.6243596,4.7207174,0.0963578
35,-0.9441248,-1.1538789,"('corrupt', 'incorrupt')",-0.9441248,-1.1538789,-0.2097541
36,0.093137205,-0.20463252,"('hostile', 'amicable')",0.0931372,-0.2046325,-0.2977697
37,0.14938764,0.19487655,"('fake', 'genuine')",0.1493876,0.1948766,0.045489
38,0.25863573,0.17912978,"('untruthful', 'truthful')",0.2586357,0.1791298,-0.0795059
39,0.0609045,0.11904858,"('exploitative', 'cooperative')",0.0609045,0.1190486,0.0581441
40,-1.3116813,-1.3767539,"('stingy', 'generous')",-1.3116813,-1.3767539,-0.0650726
41,0.54396117,0.31377983,"('unforgiving', 'forgiving')",0.5439612,0.3137798,-0.2301814
42,-1.8352518,-1.8050742,"('unreliable', 'reliable')",-1.8352518,-1.8050742,0.0301776
43,0.6687783,0.77736264,"('irresponsible', 'responsible')",0.6687783,0.7773626,0.1085843
44,-1.5716091,-1.5123128,"('prejudiced', 'unprejudiced')",-1.5716091,-1.5123128,0.0592963
45,0.4276573,0.23579049,"('incompetent', 'competent')",0.4276573,0.2357905,-0.1918668
46,-1.0029013,-1.0150465,"('uncompetitive', 'competitive')",-1.0029013,-1.0150465,-0.0121452
47,5.381767,5.4961376,"('stupid', 'smart')",5.3817668,5.4961376,0.1143708
48,0.5997054,0.5700119,"('unintelligent', 'intelligent')",0.5997054,0.5700119,-0.0296935
49,-0.6313668,-0.41216528,"('unable', 'able')",-0.6313668,-0.4121653,0.2192015
50,0.14947514,0.08289937,"('clumsy', 'skillful')",0.1494751,0.0828994,-0.0665757
51,-0.040975362,0.026290525,"('uneducated', 'educated')",-0.0409754,0.0262905,0.0672659
52,-0.23097703,-0.3221273,"('irrational', 'rational')",-0.230977,-0.3221273,-0.0911503
53,0.12874801,0.25040963,"('uncreative', 'creative')",0.128748,0.2504096,0.1216616
54,0.41001937,0.5303402,"('incapable', 'capable')",0.4100194,0.5303402,0.1203208
55,0.5013678,0.63130647,"('incompetent', 'clever')",0.5013678,0.6313065,0.1299387
56,0.6002878,0.72124,"('impractical', 'practical')",0.6002878,0.72124,0.1209522
57,-2.788278,-2.8870363,"('unimaginative', 'imaginative')",-2.7882781,-2.8870363,-0.0987582
58,0.059771255,-0.18649983,"('undiscriminating', 'discriminating')",0.0597713,-0.1864998,-0.2462711
59,-0.3645125,-0.23267023,"('foolish', 'wise')",-0.3645125,-0.2326702,0.1318423
60,0.08634776,0.3541735,"('inefficient', 'efficient')",0.0863478,0.3541735,0.2678257
61,0.56633335,0.32580218,"('illogical', 'logical')",0.5663334,0.3258022,-0.2405312
62,0.3471322,0.59409815,"('incompetent', 'brilliant')",0.3471322,0.5940982,0.246966
63,0.18850484,0.26060885,"('unperceptive', 'insightful')",0.1885048,0.2606089,0.0721041
64,-6.501512,-6.3166876,"('shy', 'confident')",-6.5015121,-6.3166876,0.1848245
65,0.9215074,0.95301056,"('insecure', 'secure')",0.9215074,0.9530106,0.0315032
66,-0.00041914498,-0.15452006,"('inactive', 'active')",-0.0004191,-0.1545201,-0.154101
67,-0.19452338,-0.18742646,"('doubtful', 'determined')",-0.1945234,-0.1874265,0.0070969
68,-1.3645985,-1.2569273,"('dependent', 'independent')",-1.3645985,-1.2569273,0.1076712
69,-1.3528073,-1.2785287,"('lazy', 'industrious')",-1.3528073,-1.2785287,0.0742786
70,1.125955,1.0733988,"('lethargic', 'energetic')",1.125955,1.0733988,-0.0525562
71,-0.046965793,0.16770115,"('diffident', 'self-confident')",-0.0469658,0.1677012,0.214667
72,0.34408006,0.48464984,"('unambitious', 'ambitious')",0.3440801,0.4846498,0.1405697
73,-3.5982184,-3.3279598,"('helpless', 'self-reliant')",-3.5982184,-3.3279598,0.2702586
74,-0.77277684,-0.7288897,"('undedicated', 'dedicated')",-0.7727768,-0.7288897,0.0438871
75,-0.7205429,-0.72855735,"('meek', 'impulsive')",-0.7205429,-0.7285573,-0.0080144
76,0.48221523,0.52649474,"('anxious', 'daring')",0.4822152,0.5264947,0.0442795
77,-1.0385727,-0.98460454,"('unmotivated', 'motivated')",-1.0385727,-0.9846045,0.0539682
78,-0.65321654,-0.65212625,"('nonresilient', 'resilient')",-0.6532165,-0.6521263,0.0010902
79,0.5961386,0.3533424,"('wavering', 'unwavering')",0.5961386,0.3533424,-0.2427962
80,-0.2211507,-0.19588609,"('dominated', 'dominating')",-0.2211507,-0.1958861,0.0252646
81,-0.031551324,0.011257976,"('submissive', 'aggressive')",-0.0315513,0.011258,0.0428093
82,5.8776965,5.987175,"('poor', 'rich')",5.8776965,5.987175,0.1094785
83,-0.495965,-0.5695966,"('powerless', 'powerful')",-0.495965,-0.5695966,-0.0736316
84,0.17793997,0.09415497,"('inferior', 'superior')",0.17794,0.094155,-0.083785
85,-0.92057234,-1.0661209,"('insignificant', 'prestigious')",-0.9205723,-1.0661209,-0.1455486
86,0.05858039,0.0074302517,"('uninfluential', 'influential')",0.0585804,0.0074303,-0.0511501
87,-0.77148545,-0.57960653,"('unsuccessful', 'successful')",-0.7714854,-0.5796065,0.1918789
88,-0.26368535,-0.30117396,"('low', 'eminent')",-0.2636853,-0.301174,-0.0374887
