,ca_male,ca_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2893266,0.112211116,"('unsociable', 'sociable')",-0.3445001,-0.45918214,-0.35283473,-0.5073403,-0.1360027,-0.2847704,-0.1487677
1,-0.47366974,-0.32664868,"('unfriendly', 'friendly')",-0.06403099,-0.11705947,1.306819,1.3036096,0.2563727,0.2866338,0.0302611
2,1.2382413,1.3315485,"('unlikable', 'likable')",0.23466982,0.29637954,0.8617845,0.9151927,0.7782319,0.847707,0.0694751
3,0.6587619,0.8273038,"('repellent', 'pleasant')",0.3085793,0.47208154,0.22676305,0.28872696,0.3980347,0.5293707,0.131336
4,-1.2161512,-1.211207,"('disliked', 'liked')",-0.3214387,-0.41363117,-5.8024397,-6.0580688,-2.4466766,-2.560969,-0.1142924
5,-1.6891503,-1.4986442,"('distant', 'outgoing')",-0.61343867,-0.48941907,-0.4051021,-0.25099745,-0.9025637,-0.7463536,0.1562101
6,-1.5973343,-1.3078934,"('distant', 'open')",-0.9553272,-0.82942736,0.21326353,0.37892586,-0.7797993,-0.5861317,0.1936676
7,0.6268188,0.6606849,"('insensitive', 'sensitive')",0.22543518,0.33694476,0.2544444,0.32888305,0.3688995,0.4421709,0.0732714
8,-0.40800333,-0.40873957,"('unaffectionate', 'affectionate')",-0.304204,-0.35812217,0.37273756,0.48215178,-0.1131566,-0.0949033,0.0182533
9,0.5381333,0.6006837,"('unaffectionate', 'caring')",-0.06834629,-0.08531308,0.9086778,1.067616,0.4594883,0.5276622,0.0681739
10,0.17501985,0.09863086,"('unsympathetic', 'sympathetic')",-0.5235533,-0.48595515,-0.4400608,-0.46425483,-0.2628647,-0.2838597,-0.020995
11,1.0480232,1.0042815,"('unhelpful', 'helpful')",1.1411481,1.1931443,2.1360023,2.182885,1.4417245,1.4601037,0.0183792
12,1.2054421,1.3857384,"('unsupportive', 'supportive')",0.29222667,0.47998908,-2.0314822,-1.9238144,-0.1779378,-0.0193623,0.1585755
13,0.5106264,0.35691798,"('impolite', 'polite')",-0.34735426,-0.32525223,-0.41304097,-0.47080132,-0.0832563,-0.1463785,-0.0631222
14,0.6845622,0.6095067,"('antisocial', 'social')",0.7276076,0.69908506,-0.5366051,-0.6469114,0.2918549,0.2205602,-0.0712947
15,0.7774893,0.5982734,"('boring', 'funny')",0.1635143,0.04391302,0.66161114,0.5502438,0.5342049,0.3974768,-0.1367281
16,-0.8313867,-0.82905823,"('unpopular', 'popular')",-0.20716144,-0.26290178,0.6189502,0.61607516,-0.139866,-0.1586283,-0.0187623
17,0.20108461,0.28693843,"('nasty', 'nice')",-0.7596034,-0.6958824,-0.39872703,-0.35598665,-0.3190819,-0.2549769,0.064105
18,-0.092414275,0.053930193,"('disagreeable', 'welcoming')",-0.021753542,0.051880658,-0.3794013,-0.31550658,-0.164523,-0.0698986,0.0946244
19,-0.8086576,-0.6466931,"('inhospitable', 'hospitable')",-0.8588743,-0.8255458,-0.31670433,-0.1490673,-0.6614121,-0.5404354,0.1209767
20,1.2688564,1.3103794,"('rough', 'thoughtful')",0.86737794,0.9331318,0.710634,0.6913609,0.9489561,0.9782907,0.0293346
21,0.96954924,0.8960241,"('immoral', 'moral')",0.49454245,0.46073213,-0.6134694,-0.7125304,0.2835407,0.2147419,-0.0687988
22,1.2051408,1.190101,"('untrustworthy', 'trustworthy')",-0.13153054,-0.21365707,-0.8873211,-1.0087234,0.0620964,-0.0107598,-0.0728562
23,0.90723777,0.8309541,"('insincere', 'sincere')",-0.19987866,-0.17597634,5.271803,5.3475485,1.9930541,2.0008421,0.007788
24,0.44667268,0.48309496,"('dishonest', 'honest')",-1.5495296,-1.5557865,0.62739766,0.609873,-0.1584864,-0.1542729,0.0042135
25,-0.11522557,-0.102099836,"('egoistic', 'altruistic')",0.39608347,0.29353994,1.3499116,1.3031387,0.5435898,0.4981929,-0.0453969
26,0.1488628,0.07133156,"('hardhearted', 'benevolent')",0.7745266,0.76096904,1.4235446,1.346927,0.7823114,0.7264092,-0.0559022
27,0.45659977,0.629056,"('hardhearted', 'softhearted')",0.21122947,0.27759126,0.9667091,1.0515832,0.5448461,0.6527435,0.1078974
28,0.37996957,0.18662922,"('disloyal', 'loyal')",0.18647362,0.039168224,1.1214155,0.97441316,0.5626196,0.4000702,-0.1625494
29,0.5407016,0.5786922,"('unfair', 'fair')",-0.9381958,-0.95606005,-0.72519326,-0.78567123,-0.3742292,-0.3876797,-0.0134505
30,1.6876347,1.6229614,"('intolerant', 'tolerant')",1.7220749,1.6528828,1.022676,1.0073682,1.4774618,1.4277374,-0.0497244
31,-1.1613344,-0.8592861,"('evil', 'good')",-0.6581588,-0.6758191,-1.2318041,-1.1616124,-1.0170991,-0.8989059,0.1181932
32,0.2780735,0.20144469,"('unkind', 'kind')",-0.051194496,-0.055853136,0.85351914,0.75275385,0.3601327,0.2994485,-0.0606842
33,0.056854457,0.045127124,"('wrong', 'right')",0.16122,0.14276001,-0.48024458,-0.54202634,-0.08739,-0.1180464,-0.0306564
34,0.44205704,0.7776521,"('mean', 'honorable')",-0.022069547,0.15456861,5.8293767,6.116288,2.0831215,2.3495029,0.2663814
35,-1.1744196,-1.2230453,"('corrupt', 'incorrupt')",-0.4840727,-0.62785727,-0.32206768,-0.40678254,-0.6601867,-0.7525617,-0.092375
36,-1.0721921,-0.8777603,"('hostile', 'amicable')",-0.76313734,-0.93632936,0.14599267,0.021901414,-0.5631123,-0.5973961,-0.0342838
37,-0.23266202,-0.20401864,"('fake', 'genuine')",-0.39650974,-0.4202416,0.11165982,0.25075427,-0.172504,-0.124502,0.048002
38,0.10451035,0.09315832,"('untruthful', 'truthful')",-0.84901935,-0.7768812,-0.08246826,-0.002989035,-0.2756591,-0.228904,0.0467551
39,3.280156,3.2886465,"('exploitative', 'cooperative')",0.6227367,0.6078508,0.1447026,0.1253503,1.3491983,1.3406159,-0.0085824
