,sprag_male,sprag_female,tuple,average_male,average_female,female-male
0,-0.8885956,-0.9437632,"('unsociable', 'sociable')",-0.8885956,-0.9437632,-0.0551676
1,0.2894067,-0.08808317,"('unfriendly', 'friendly')",0.2894067,-0.0880832,-0.3774899
2,-0.9277488,-0.8743656,"('unlikable', 'likable')",-0.9277488,-0.8743656,0.0533832
3,-1.1233739,-1.0937093,"('repellent', 'pleasant')",-1.1233739,-1.0937093,0.0296646
4,-3.1104336,-3.2755766,"('disliked', 'liked')",-3.1104336,-3.2755766,-0.165143
5,-0.035397734,-0.14784162,"('distant', 'outgoing')",-0.0353977,-0.1478416,-0.1124439
6,0.14649291,-0.019555403,"('distant', 'open')",0.1464929,-0.0195554,-0.1660483
7,-0.08307366,-0.07787226,"('insensitive', 'sensitive')",-0.0830737,-0.0778723,0.0052014
8,0.62960756,0.3916753,"('unaffectionate', 'affectionate')",0.6296076,0.3916753,-0.2379323
9,0.5168347,0.39572492,"('unaffectionate', 'caring')",0.5168347,0.3957249,-0.1211098
10,-1.2149552,-1.1608875,"('unsympathetic', 'sympathetic')",-1.2149552,-1.1608875,0.0540677
11,-0.50234306,-0.4092323,"('unhelpful', 'helpful')",-0.5023431,-0.4092323,0.0931108
12,-1.9514858,-1.904332,"('unsupportive', 'supportive')",-1.9514858,-1.904332,0.0471538
13,-1.4567416,-1.2339598,"('impolite', 'polite')",-1.4567416,-1.2339598,0.2227818
14,-0.41361937,-0.35450643,"('antisocial', 'social')",-0.4136194,-0.3545064,0.059113
15,0.57807446,0.5492222,"('boring', 'funny')",0.5780745,0.5492222,-0.0288523
16,-0.5281428,-0.5903595,"('unpopular', 'popular')",-0.5281428,-0.5903595,-0.0622167
17,-0.6014779,-0.54547143,"('nasty', 'nice')",-0.6014779,-0.5454714,0.0560065
18,-0.960852,-0.895482,"('disagreeable', 'welcoming')",-0.960852,-0.895482,0.06537
19,-0.37860444,-0.37767443,"('inhospitable', 'hospitable')",-0.3786044,-0.3776744,0.00093
20,-0.35123172,-0.4412529,"('rough', 'thoughtful')",-0.3512317,-0.4412529,-0.0900212
21,-2.0301604,-1.7603455,"('immoral', 'moral')",-2.0301604,-1.7603455,0.2698149
22,-0.8613727,-0.89068246,"('untrustworthy', 'trustworthy')",-0.8613727,-0.8906825,-0.0293098
23,2.186643,2.1435726,"('insincere', 'sincere')",2.1866429,2.1435726,-0.0430703
24,-0.7369447,-0.70956916,"('dishonest', 'honest')",-0.7369447,-0.7095692,0.0273755
25,1.1610368,1.0428715,"('egoistic', 'altruistic')",1.1610368,1.0428715,-0.1181653
26,1.585112,1.2325537,"('hardhearted', 'benevolent')",1.585112,1.2325537,-0.3525583
27,0.5828691,0.4579355,"('hardhearted', 'softhearted')",0.5828691,0.4579355,-0.1249336
