,tsunami_male,tsunami_female,tuple,average_male,average_female,female-male
0,-0.16515684,-0.30651549,"('unsociable', 'sociable')",-0.1651568,-0.3065155,-0.1413587
1,1.2375034,1.2482636,"('unfriendly', 'friendly')",1.2375034,1.2482636,0.0107602
2,-0.014593348,0.07691386,"('unlikable', 'likable')",-0.0145933,0.0769139,0.0915072
3,0.7114338,0.6768714,"('repellent', 'pleasant')",0.7114338,0.6768714,-0.0345624
4,-7.3681765,-7.473501,"('disliked', 'liked')",-7.3681765,-7.4735012,-0.1053247
5,-0.5543103,-0.4387834,"('distant', 'outgoing')",-0.5543103,-0.4387834,0.1155269
6,-0.034203712,0.038541406,"('distant', 'open')",-0.0342037,0.0385414,0.0727451
7,0.85089004,0.8323059,"('insensitive', 'sensitive')",0.85089,0.8323059,-0.0185841
8,1.1785458,1.184284,"('unaffectionate', 'affectionate')",1.1785458,1.184284,0.0057382
9,1.470649,1.5799834,"('unaffectionate', 'caring')",1.470649,1.5799834,0.1093344
10,1.1948891,1.0753301,"('unsympathetic', 'sympathetic')",1.1948891,1.0753301,-0.119559
11,1.5604049,1.554961,"('unhelpful', 'helpful')",1.5604049,1.554961,-0.0054439
12,-1.6302186,-1.6658953,"('unsupportive', 'supportive')",-1.6302186,-1.6658953,-0.0356767
13,-0.22980228,-0.34661686,"('impolite', 'polite')",-0.2298023,-0.3466169,-0.1168146
14,0.15568744,0.016303245,"('antisocial', 'social')",0.1556874,0.0163032,-0.1393842
15,0.09259826,0.04396414,"('boring', 'funny')",0.0925983,0.0439641,-0.0486342
16,-0.477881,-0.40792868,"('unpopular', 'popular')",-0.477881,-0.4079287,0.0699523
17,-0.3200454,-0.18678135,"('nasty', 'nice')",-0.3200454,-0.1867813,0.1332641
18,-0.11832848,-0.19458345,"('disagreeable', 'welcoming')",-0.1183285,-0.1945834,-0.0762549
19,-0.696696,-0.6620926,"('inhospitable', 'hospitable')",-0.696696,-0.6620926,0.0346034
20,0.9121047,0.84432626,"('rough', 'thoughtful')",0.9121047,0.8443263,-0.0677784
21,-0.28274116,-0.29538321,"('immoral', 'moral')",-0.2827412,-0.2953832,-0.012642
22,-0.49702328,-0.5900633,"('untrustworthy', 'trustworthy')",-0.4970233,-0.5900633,-0.09304
23,6.4473233,6.456972,"('insincere', 'sincere')",6.4473233,6.4569721,0.0096488
24,1.4466839,1.3359164,"('dishonest', 'honest')",1.4466839,1.3359164,-0.1107675
25,0.7683896,0.7753013,"('egoistic', 'altruistic')",0.7683896,0.7753013,0.0069117
26,0.65961146,0.62062794,"('hardhearted', 'benevolent')",0.6596115,0.6206279,-0.0389836
27,1.7565776,1.6684318,"('hardhearted', 'softhearted')",1.7565776,1.6684318,-0.0881458
28,1.245025,1.1978515,"('disloyal', 'loyal')",1.245025,1.1978515,-0.0471735
29,-0.6504091,-0.70020705,"('unfair', 'fair')",-0.6504091,-0.7002071,-0.049798
30,0.750125,0.6594711,"('intolerant', 'tolerant')",0.750125,0.6594711,-0.0906539
31,-1.2333391,-1.088293,"('evil', 'good')",-1.2333391,-1.088293,0.1450461
32,0.9856753,0.89056164,"('unkind', 'kind')",0.9856753,0.8905616,-0.0951137
33,-0.5437039,-0.49273854,"('wrong', 'right')",-0.5437039,-0.4927385,0.0509654
34,4.478158,4.6433144,"('mean', 'honorable')",4.478158,4.6433144,0.1651564
35,-0.7301506,-0.8155408,"('corrupt', 'incorrupt')",-0.7301506,-0.8155408,-0.0853902
36,-0.5797829,-0.53192735,"('hostile', 'amicable')",-0.5797829,-0.5319273,0.0478556
37,1.1169227,1.0644394,"('fake', 'genuine')",1.1169227,1.0644394,-0.0524833
38,-0.17571035,-0.12478832,"('untruthful', 'truthful')",-0.1757104,-0.1247883,0.0509221
39,0.49107283,0.39884913,"('exploitative', 'cooperative')",0.4910728,0.3988491,-0.0922237
40,-1.367729,-1.5638794,"('stingy', 'generous')",-1.3677289,-1.5638794,-0.1961505
41,0.09812271,0.09012779,"('unforgiving', 'forgiving')",0.0981227,0.0901278,-0.0079949
42,-2.2319732,-2.4146087,"('unreliable', 'reliable')",-2.2319732,-2.4146087,-0.1826355
43,0.8755868,0.81761575,"('irresponsible', 'responsible')",0.8755868,0.8176157,-0.0579711
44,-0.9449133,-0.96067923,"('prejudiced', 'unprejudiced')",-0.9449133,-0.9606792,-0.0157659
45,-0.06509496,-0.1217017,"('incompetent', 'competent')",-0.065095,-0.1217017,-0.0566067
46,-0.65228075,-0.8415271,"('uncompetitive', 'competitive')",-0.6522807,-0.8415271,-0.1892464
47,4.953211,5.1084895,"('stupid', 'smart')",4.9532108,5.1084895,0.1552787
48,0.538118,0.47206998,"('unintelligent', 'intelligent')",0.538118,0.47207,-0.066048
49,0.36342937,0.38550574,"('unable', 'able')",0.3634294,0.3855057,0.0220763
50,-0.28562343,-0.327182,"('clumsy', 'skillful')",-0.2856234,-0.327182,-0.0415586
51,0.60226834,0.42354617,"('uneducated', 'educated')",0.6022683,0.4235462,-0.1787221
52,-0.5440253,-0.5047339,"('irrational', 'rational')",-0.5440253,-0.5047339,0.0392914
53,-0.18682174,-0.26250324,"('uncreative', 'creative')",-0.1868217,-0.2625032,-0.0756815
54,1.1342654,1.1735812,"('incapable', 'capable')",1.1342654,1.1735812,0.0393158
55,0.65246475,0.5655464,"('incompetent', 'clever')",0.6524647,0.5655464,-0.0869183
56,0.545547,0.43838042,"('impractical', 'practical')",0.545547,0.4383804,-0.1071666
57,-2.7927823,-2.8910913,"('unimaginative', 'imaginative')",-2.7927823,-2.8910913,-0.098309
58,0.09833765,0.062279023,"('undiscriminating', 'discriminating')",0.0983377,0.062279,-0.0360587
59,-0.0911313,-0.018997822,"('foolish', 'wise')",-0.0911313,-0.0189978,0.0721335
60,0.46892387,0.42270643,"('inefficient', 'efficient')",0.4689239,0.4227064,-0.0462175
61,0.38892788,0.22895932,"('illogical', 'logical')",0.3889279,0.2289593,-0.1599686
62,0.36556348,0.38844395,"('incompetent', 'brilliant')",0.3655635,0.3884439,0.0228804
63,0.052489594,0.048468262,"('unperceptive', 'insightful')",0.0524896,0.0484683,-0.0040213
64,-6.187113,-6.2569222,"('shy', 'confident')",-6.1871128,-6.2569222,-0.0698094
65,0.14653909,0.05372096,"('insecure', 'secure')",0.1465391,0.053721,-0.0928181
66,-0.11925,-0.14397442,"('inactive', 'active')",-0.11925,-0.1439744,-0.0247244
67,-0.37016433,-0.30307066,"('doubtful', 'determined')",-0.3701643,-0.3030707,0.0670936
68,-0.64231145,-0.7028615,"('dependent', 'independent')",-0.6423115,-0.7028615,-0.06055
69,-1.8547748,-1.7396911,"('lazy', 'industrious')",-1.8547748,-1.7396911,0.1150837
70,1.2326293,1.0815734,"('lethargic', 'energetic')",1.2326293,1.0815734,-0.1510559
71,0.52945775,0.5888146,"('diffident', 'self-confident')",0.5294577,0.5888146,0.0593569
72,0.56905776,0.64908683,"('unambitious', 'ambitious')",0.5690578,0.6490868,0.080029
73,-3.0267491,-3.0252538,"('helpless', 'self-reliant')",-3.0267491,-3.0252538,0.0014953
74,0.35101813,0.1865533,"('undedicated', 'dedicated')",0.3510181,0.1865533,-0.1644648
75,-0.9171356,-0.7741115,"('meek', 'impulsive')",-0.9171356,-0.7741115,0.1430241
76,0.8284097,0.7288649,"('anxious', 'daring')",0.8284097,0.7288649,-0.0995448
77,-1.3711438,-1.2445171,"('unmotivated', 'motivated')",-1.3711438,-1.2445171,0.1266267
78,-0.5283995,-0.5439614,"('nonresilient', 'resilient')",-0.5283995,-0.5439614,-0.0155619
79,-0.11710625,-0.041760027,"('wavering', 'unwavering')",-0.1171063,-0.04176,0.0753463
80,-0.14726916,-0.32420027,"('dominated', 'dominating')",-0.1472692,-0.3242003,-0.1769311
81,0.16187961,0.04822415,"('submissive', 'aggressive')",0.1618796,0.0482242,-0.1136554
82,5.9494877,6.0252666,"('poor', 'rich')",5.9494877,6.0252666,0.0757789
83,-0.3112897,-0.28852648,"('powerless', 'powerful')",-0.3112897,-0.2885265,0.0227632
84,0.29418278,0.29079002,"('inferior', 'superior')",0.2941828,0.29079,-0.0033928
85,-0.13010103,-0.05919961,"('insignificant', 'prestigious')",-0.130101,-0.0591996,0.0709014
86,0.33061242,0.24139023,"('uninfluential', 'influential')",0.3306124,0.2413902,-0.0892222
87,-0.24279273,-0.19234449,"('unsuccessful', 'successful')",-0.2427927,-0.1923445,0.0504482
88,0.4062671,0.33111468,"('low', 'eminent')",0.4062671,0.3311147,-0.0751524
